file,filename_participant_id,rows_final,sections_valid,duplicates_removed,invalid_timestamp_rows
100809_keystrokes.txt,100809,726,15,0,0
100811_keystrokes.txt,100811,673,15,0,0
100813_keystrokes.txt,100813,605,15,0,0
100817_keystrokes.txt,100817,778,15,0,0
100821_keystrokes.txt,100821,775,15,0,0
100822_keystrokes.txt,100822,729,15,0,0
100823_keystrokes.txt,100823,809,15,0,0
100824_keystrokes.txt,100824,715,15,0,0
100826_keystrokes.txt,100826,743,15,0,0
100827_keystrokes.txt,100827,718,15,0,0
100829_keystrokes.txt,100829,716,15,0,0
100833_keystrokes.txt,100833,735,15,0,0
100834_keystrokes.txt,100834,875,15,0,0
100838_keystrokes.txt,100838,750,15,0,0
100841_keystrokes.txt,100841,715,15,0,0
100842_keystrokes.txt,100842,771,15,0,0
100843_keystrokes.txt,100843,909,15,0,0
100848_keystrokes.txt,100848,989,15,0,0
100851_keystrokes.txt,100851,709,15,0,0
100852_keystrokes.txt,100852,619,15,0,0
100853_keystrokes.txt,100853,823,15,0,0
100856_keystrokes.txt,100856,640,15,0,0
100862_keystrokes.txt,100862,808,15,0,0
100864_keystrokes.txt,100864,721,15,0,0
100865_keystrokes.txt,100865,640,15,0,0
100867_keystrokes.txt,100867,820,15,0,0
100874_keystrokes.txt,100874,730,15,0,0
100881_keystrokes.txt,100881,732,15,0,0
100883_keystrokes.txt,100883,718,15,0,0
100885_keystrokes.txt,100885,714,15,0,0
100887_keystrokes.txt,100887,877,15,0,0
100888_keystrokes.txt,100888,686,15,0,0
100889_keystrokes.txt,100889,711,15,0,0
100891_keystrokes.txt,100891,780,15,0,0
100897_keystrokes.txt,100897,738,15,0,0
100898_keystrokes.txt,100898,696,15,0,0
100899_keystrokes.txt,100899,756,15,0,0
100901_keystrokes.txt,100901,686,15,0,0
100904_keystrokes.txt,100904,800,15,0,0
100907_keystrokes.txt,100907,716,15,0,0
100913_keystrokes.txt,100913,748,15,0,0
100920_keystrokes.txt,100920,715,15,0,0
100922_keystrokes.txt,100922,640,15,0,0
100923_keystrokes.txt,100923,673,15,0,0
100924_keystrokes.txt,100924,846,15,0,0
100931_keystrokes.txt,100931,718,15,0,0
100951_keystrokes.txt,100951,743,15,0,0
100956_keystrokes.txt,100956,695,15,0,0
100971_keystrokes.txt,100971,639,15,0,0
100972_keystrokes.txt,100972,842,15,0,0
100973_keystrokes.txt,100973,809,15,0,0
100975_keystrokes.txt,100975,716,15,0,0
100976_keystrokes.txt,100976,724,15,0,0
100979_keystrokes.txt,100979,743,15,0,0
100984_keystrokes.txt,100984,664,15,0,0
100993_keystrokes.txt,100993,697,15,0,0
100994_keystrokes.txt,100994,667,15,0,0
101000_keystrokes.txt,101000,623,15,0,0
101003_keystrokes.txt,101003,693,15,0,0
101004_keystrokes.txt,101004,710,15,0,0
101009_keystrokes.txt,101009,694,15,0,0
101014_keystrokes.txt,101014,843,15,0,0
101016_keystrokes.txt,101016,795,15,0,0
101017_keystrokes.txt,101017,715,15,0,0
10101_keystrokes.txt,10101,792,15,0,0
101021_keystrokes.txt,101021,638,15,0,0
101024_keystrokes.txt,101024,701,15,0,0
101025_keystrokes.txt,101025,849,15,0,0
101029_keystrokes.txt,101029,662,15,0,0
101030_keystrokes.txt,101030,782,15,0,0
101034_keystrokes.txt,101034,753,15,0,0
101035_keystrokes.txt,101035,774,15,0,0
101038_keystrokes.txt,101038,647,15,0,0
101039_keystrokes.txt,101039,857,15,0,0
101041_keystrokes.txt,101041,647,15,0,0
101042_keystrokes.txt,101042,730,15,0,0
101045_keystrokes.txt,101045,640,15,0,0
101047_keystrokes.txt,101047,737,15,0,0
101048_keystrokes.txt,101048,657,15,0,0
101053_keystrokes.txt,101053,738,15,0,0
101062_keystrokes.txt,101062,689,15,0,0
101065_keystrokes.txt,101065,784,15,0,0
101073_keystrokes.txt,101073,714,15,0,0
101077_keystrokes.txt,101077,779,15,0,0
101078_keystrokes.txt,101078,693,15,0,0
101079_keystrokes.txt,101079,662,15,0,0
101080_keystrokes.txt,101080,704,15,0,0
101094_keystrokes.txt,101094,908,15,0,0
1010_keystrokes.txt,1010,938,15,0,0
101102_keystrokes.txt,101102,684,15,0,0
101104_keystrokes.txt,101104,686,15,0,0
101105_keystrokes.txt,101105,640,15,0,0
101107_keystrokes.txt,101107,736,15,0,0
101108_keystrokes.txt,101108,685,15,0,0
101109_keystrokes.txt,101109,743,15,0,0
101110_keystrokes.txt,101110,758,15,0,0
101111_keystrokes.txt,101111,679,15,0,0
101113_keystrokes.txt,101113,688,15,0,0
101114_keystrokes.txt,101114,743,15,0,0
101115_keystrokes.txt,101115,758,15,0,0
101116_keystrokes.txt,101116,699,15,0,0
10111_keystrokes.txt,10111,736,15,0,0
101124_keystrokes.txt,101124,615,15,0,0
101128_keystrokes.txt,101128,854,15,0,0
101129_keystrokes.txt,101129,739,15,0,0
10112_keystrokes.txt,10112,708,15,0,0
101130_keystrokes.txt,101130,826,15,0,0
101133_keystrokes.txt,101133,884,15,0,0
101135_keystrokes.txt,101135,621,15,0,0
101139_keystrokes.txt,101139,729,15,0,0
101143_keystrokes.txt,101143,677,15,0,0
101144_keystrokes.txt,101144,712,15,0,0
101146_keystrokes.txt,101146,918,15,0,0
101149_keystrokes.txt,101149,761,15,0,0
101151_keystrokes.txt,101151,772,15,0,0
101152_keystrokes.txt,101152,664,15,0,0
101153_keystrokes.txt,101153,692,15,0,0
101154_keystrokes.txt,101154,658,15,0,0
101156_keystrokes.txt,101156,697,15,0,0
101160_keystrokes.txt,101160,740,15,0,0
101161_keystrokes.txt,101161,667,15,0,0
101162_keystrokes.txt,101162,695,15,0,0
101164_keystrokes.txt,101164,781,15,0,0
101166_keystrokes.txt,101166,617,15,0,0
101167_keystrokes.txt,101167,719,15,0,0
101169_keystrokes.txt,101169,638,15,0,0
101172_keystrokes.txt,101172,657,15,0,0
101175_keystrokes.txt,101175,801,15,0,0
101177_keystrokes.txt,101177,736,15,0,0
101179_keystrokes.txt,101179,711,15,0,0
101181_keystrokes.txt,101181,731,15,0,0
101182_keystrokes.txt,101182,669,15,0,0
101185_keystrokes.txt,101185,677,15,0,0
101188_keystrokes.txt,101188,782,15,0,0
101190_keystrokes.txt,101190,791,15,0,0
101196_keystrokes.txt,101196,615,15,0,0
1011_keystrokes.txt,1011,646,15,0,0
101202_keystrokes.txt,101202,789,15,0,0
101208_keystrokes.txt,101208,753,15,0,0
101212_keystrokes.txt,101212,737,15,0,0
101217_keystrokes.txt,101217,611,15,0,0
101219_keystrokes.txt,101219,695,15,0,0
10121_keystrokes.txt,10121,672,15,0,0
101223_keystrokes.txt,101223,788,15,0,0
101224_keystrokes.txt,101224,832,15,0,0
101226_keystrokes.txt,101226,858,15,0,0
101230_keystrokes.txt,101230,678,15,0,0
101232_keystrokes.txt,101232,717,15,0,0
10123_keystrokes.txt,10123,677,15,0,0
101243_keystrokes.txt,101243,776,15,0,0
101245_keystrokes.txt,101245,634,15,0,0
10124_keystrokes.txt,10124,689,15,0,0
101251_keystrokes.txt,101251,734,15,0,0
101253_keystrokes.txt,101253,868,15,0,0
101255_keystrokes.txt,101255,712,15,0,0
101256_keystrokes.txt,101256,767,15,0,0
101257_keystrokes.txt,101257,645,15,0,0
101259_keystrokes.txt,101259,708,15,0,0
101264_keystrokes.txt,101264,617,15,0,0
101265_keystrokes.txt,101265,765,15,0,0
101266_keystrokes.txt,101266,779,15,0,0
101269_keystrokes.txt,101269,684,15,0,0
101272_keystrokes.txt,101272,800,15,0,0
101275_keystrokes.txt,101275,651,15,0,0
101277_keystrokes.txt,101277,721,15,0,0
101280_keystrokes.txt,101280,757,15,0,0
101283_keystrokes.txt,101283,695,15,0,0
101284_keystrokes.txt,101284,818,15,0,0
101285_keystrokes.txt,101285,749,15,0,0
101292_keystrokes.txt,101292,653,15,0,0
101299_keystrokes.txt,101299,757,15,0,0
101301_keystrokes.txt,101301,709,15,0,0
101303_keystrokes.txt,101303,798,15,0,0
101306_keystrokes.txt,101306,707,15,0,0
101307_keystrokes.txt,101307,713,15,0,0
10130_keystrokes.txt,10130,702,15,0,0
101312_keystrokes.txt,101312,687,15,0,0
101316_keystrokes.txt,101316,636,15,0,0
101321_keystrokes.txt,101321,880,15,0,0
101323_keystrokes.txt,101323,741,15,0,0
101324_keystrokes.txt,101324,672,15,0,0
101325_keystrokes.txt,101325,603,15,0,0
101327_keystrokes.txt,101327,742,15,0,0
101328_keystrokes.txt,101328,672,15,0,0
101329_keystrokes.txt,101329,739,15,0,0
10132_keystrokes.txt,10132,733,15,0,0
101330_keystrokes.txt,101330,678,15,0,0
101334_keystrokes.txt,101334,703,15,0,0
101336_keystrokes.txt,101336,624,15,0,0
101337_keystrokes.txt,101337,682,15,0,0
101338_keystrokes.txt,101338,752,15,0,0
101341_keystrokes.txt,101341,777,15,0,0
101346_keystrokes.txt,101346,612,15,0,0
101348_keystrokes.txt,101348,973,15,0,0
101349_keystrokes.txt,101349,704,15,0,0
101350_keystrokes.txt,101350,726,15,0,0
10135_keystrokes.txt,10135,680,15,0,0
101363_keystrokes.txt,101363,835,15,0,0
101366_keystrokes.txt,101366,804,15,0,0
101367_keystrokes.txt,101367,797,15,0,0
101368_keystrokes.txt,101368,644,15,0,0
101370_keystrokes.txt,101370,804,15,0,0
101374_keystrokes.txt,101374,741,15,0,0
101376_keystrokes.txt,101376,704,15,0,0
101377_keystrokes.txt,101377,622,15,0,0
101378_keystrokes.txt,101378,635,15,0,0
101382_keystrokes.txt,101382,693,15,0,0
101384_keystrokes.txt,101384,762,15,0,0
101385_keystrokes.txt,101385,753,15,0,0
10138_keystrokes.txt,10138,668,15,0,0
101392_keystrokes.txt,101392,733,15,0,0
101395_keystrokes.txt,101395,653,15,0,0
101397_keystrokes.txt,101397,902,15,0,0
101399_keystrokes.txt,101399,761,15,0,0
10139_keystrokes.txt,10139,779,15,0,0
101401_keystrokes.txt,101401,931,15,0,0
101402_keystrokes.txt,101402,766,15,0,0
101403_keystrokes.txt,101403,881,15,0,0
101406_keystrokes.txt,101406,724,15,0,0
101407_keystrokes.txt,101407,697,15,0,0
101408_keystrokes.txt,101408,653,15,0,0
10140_keystrokes.txt,10140,756,15,0,0
101410_keystrokes.txt,101410,739,15,0,0
101412_keystrokes.txt,101412,747,15,0,0
101416_keystrokes.txt,101416,757,15,0,0
101417_keystrokes.txt,101417,730,15,0,0
101420_keystrokes.txt,101420,832,15,0,0
101433_keystrokes.txt,101433,757,15,0,0
101434_keystrokes.txt,101434,769,15,0,0
101435_keystrokes.txt,101435,655,15,0,0
101439_keystrokes.txt,101439,737,15,0,0
101444_keystrokes.txt,101444,703,15,0,0
101446_keystrokes.txt,101446,715,15,0,0
10144_keystrokes.txt,10144,814,15,0,0
101454_keystrokes.txt,101454,734,15,0,0
101458_keystrokes.txt,101458,624,15,0,0
101459_keystrokes.txt,101459,747,15,0,0
10145_keystrokes.txt,10145,651,15,0,0
101461_keystrokes.txt,101461,716,15,0,0
101462_keystrokes.txt,101462,772,15,0,0
101464_keystrokes.txt,101464,777,15,0,0
101466_keystrokes.txt,101466,753,15,0,0
101467_keystrokes.txt,101467,768,15,0,0
101468_keystrokes.txt,101468,907,15,0,0
10146_keystrokes.txt,10146,686,15,0,0
101471_keystrokes.txt,101471,645,15,0,0
101474_keystrokes.txt,101474,765,15,0,0
101478_keystrokes.txt,101478,865,15,0,0
101481_keystrokes.txt,101481,710,15,0,0
101483_keystrokes.txt,101483,758,15,0,0
101492_keystrokes.txt,101492,617,15,0,0
101496_keystrokes.txt,101496,602,15,0,0
101501_keystrokes.txt,101501,682,15,0,0
101506_keystrokes.txt,101506,721,15,0,0
10150_keystrokes.txt,10150,817,15,0,0
101510_keystrokes.txt,101510,687,15,0,0
101514_keystrokes.txt,101514,844,15,0,0
101517_keystrokes.txt,101517,697,15,0,0
10151_keystrokes.txt,10151,634,15,0,0
101523_keystrokes.txt,101523,660,15,0,0
101530_keystrokes.txt,101530,734,15,0,0
101531_keystrokes.txt,101531,773,15,0,0
101536_keystrokes.txt,101536,790,15,0,0
101537_keystrokes.txt,101537,699,15,0,0
101538_keystrokes.txt,101538,799,15,0,0
101543_keystrokes.txt,101543,802,15,0,0
101544_keystrokes.txt,101544,662,15,0,0
101545_keystrokes.txt,101545,728,15,0,0
101547_keystrokes.txt,101547,801,15,0,0
101550_keystrokes.txt,101550,707,15,0,0
101552_keystrokes.txt,101552,659,15,0,0
101554_keystrokes.txt,101554,643,15,0,0
101555_keystrokes.txt,101555,752,15,0,0
101556_keystrokes.txt,101556,705,15,0,0
101557_keystrokes.txt,101557,668,15,0,0
101559_keystrokes.txt,101559,663,15,0,0
101562_keystrokes.txt,101562,699,15,0,0
101567_keystrokes.txt,101567,772,15,0,0
101570_keystrokes.txt,101570,809,15,0,0
101571_keystrokes.txt,101571,740,15,0,0
101572_keystrokes.txt,101572,711,15,0,0
101573_keystrokes.txt,101573,642,15,0,0
101574_keystrokes.txt,101574,779,15,0,0
101576_keystrokes.txt,101576,783,15,0,0
101577_keystrokes.txt,101577,804,15,0,0
101580_keystrokes.txt,101580,698,15,0,0
101581_keystrokes.txt,101581,668,15,0,0
101590_keystrokes.txt,101590,731,15,0,0
101592_keystrokes.txt,101592,697,15,0,0
101595_keystrokes.txt,101595,606,15,0,0
101596_keystrokes.txt,101596,635,15,0,0
10159_keystrokes.txt,10159,659,15,0,0
1015_keystrokes.txt,1015,826,15,0,0
101602_keystrokes.txt,101602,939,15,0,0
101604_keystrokes.txt,101604,700,15,0,0
101607_keystrokes.txt,101607,648,15,0,0
10160_keystrokes.txt,10160,695,15,0,0
101614_keystrokes.txt,101614,817,15,0,0
101616_keystrokes.txt,101616,734,15,0,0
101618_keystrokes.txt,101618,723,15,0,0
101620_keystrokes.txt,101620,764,15,0,0
101624_keystrokes.txt,101624,649,15,0,0
101625_keystrokes.txt,101625,661,15,0,0
101634_keystrokes.txt,101634,751,15,0,0
101635_keystrokes.txt,101635,656,15,0,0
101636_keystrokes.txt,101636,606,15,0,0
101637_keystrokes.txt,101637,662,15,0,0
10163_keystrokes.txt,10163,738,15,0,0
101642_keystrokes.txt,101642,789,15,0,0
101643_keystrokes.txt,101643,639,15,0,0
101644_keystrokes.txt,101644,668,15,0,0
101646_keystrokes.txt,101646,719,15,0,0
101649_keystrokes.txt,101649,821,15,0,0
10164_keystrokes.txt,10164,709,15,0,0
101652_keystrokes.txt,101652,624,15,0,0
101659_keystrokes.txt,101659,743,15,0,0
101660_keystrokes.txt,101660,746,15,0,0
101661_keystrokes.txt,101661,795,15,0,0
101670_keystrokes.txt,101670,908,15,0,0
101673_keystrokes.txt,101673,826,15,0,0
101674_keystrokes.txt,101674,753,15,0,0
101680_keystrokes.txt,101680,647,15,0,0
101682_keystrokes.txt,101682,828,15,0,0
101684_keystrokes.txt,101684,705,15,0,0
101685_keystrokes.txt,101685,722,15,0,0
101686_keystrokes.txt,101686,679,15,0,0
101687_keystrokes.txt,101687,659,15,0,0
