file,filename_participant_id,rows_loaded,rows_final,duplicates_removed,invalid_timestamp_rows,sections_total,sections_valid,status,error
100514_keystrokes.txt,100514,678,678,0,0,15,15,OK,
100517_keystrokes.txt,100517,825,825,0,0,15,15,OK,
100519_keystrokes.txt,100519,732,732,0,0,15,15,OK,
10051_keystrokes.txt,10051,621,621,0,0,15,15,OK,
100521_keystrokes.txt,100521,749,749,0,0,15,15,OK,
100522_keystrokes.txt,100522,654,654,0,0,15,15,OK,
100524_keystrokes.txt,100524,637,637,0,0,15,15,OK,
100527_keystrokes.txt,100527,0,0,0,0,0,0,ERROR,Error tokenizing data. C error: EOF inside string starting at row 158
100528_keystrokes.txt,100528,707,707,0,0,15,15,OK,
100532_keystrokes.txt,100532,674,674,0,0,15,15,OK,
10053_keystrokes.txt,10053,591,591,0,0,15,15,OK,
100542_keystrokes.txt,100542,659,659,0,0,15,15,OK,
100545_keystrokes.txt,100545,697,697,0,0,15,15,OK,
100549_keystrokes.txt,100549,0,0,0,0,0,0,ERROR,Error tokenizing data. C error: EOF inside string starting at row 472
100550_keystrokes.txt,100550,789,789,0,0,15,15,OK,
100551_keystrokes.txt,100551,762,762,0,0,15,15,OK,
100552_keystrokes.txt,100552,691,691,0,0,15,15,OK,
100553_keystrokes.txt,100553,667,667,0,0,15,15,OK,
100555_keystrokes.txt,100555,706,706,0,0,15,15,OK,
100556_keystrokes.txt,100556,588,588,0,0,15,15,OK,
100557_keystrokes.txt,100557,715,715,0,0,15,15,OK,
100558_keystrokes.txt,100558,766,766,0,0,15,15,OK,
100560_keystrokes.txt,100560,729,729,0,0,15,15,OK,
100561_keystrokes.txt,100561,773,773,0,0,15,15,OK,
100564_keystrokes.txt,100564,796,796,0,0,15,15,OK,
100566_keystrokes.txt,100566,724,724,0,0,15,15,OK,
100568_keystrokes.txt,100568,634,634,0,0,15,15,OK,
100575_keystrokes.txt,100575,802,802,0,0,15,15,OK,
100576_keystrokes.txt,100576,928,928,0,0,15,15,OK,
100579_keystrokes.txt,100579,607,607,0,0,15,15,OK,
100580_keystrokes.txt,100580,826,826,0,0,15,15,OK,
100581_keystrokes.txt,100581,690,690,0,0,15,15,OK,
100582_keystrokes.txt,100582,680,680,0,0,15,15,OK,
100584_keystrokes.txt,100584,643,643,0,0,15,15,OK,
100586_keystrokes.txt,100586,582,582,0,0,15,15,OK,
100589_keystrokes.txt,100589,728,728,0,0,15,15,OK,
100592_keystrokes.txt,100592,800,800,0,0,15,15,OK,
100593_keystrokes.txt,100593,643,643,0,0,15,15,OK,
100598_keystrokes.txt,100598,820,820,0,0,15,15,OK,
1005_keystrokes.txt,1005,543,543,0,0,15,15,OK,
100601_keystrokes.txt,100601,623,623,0,0,15,15,OK,
100602_keystrokes.txt,100602,659,659,0,0,15,15,OK,
100606_keystrokes.txt,100606,671,671,0,0,15,15,OK,
100607_keystrokes.txt,100607,743,743,0,0,15,15,OK,
100608_keystrokes.txt,100608,758,758,0,0,15,15,OK,
100609_keystrokes.txt,100609,716,716,0,0,15,15,OK,
100614_keystrokes.txt,100614,641,641,0,0,15,15,OK,
100616_keystrokes.txt,100616,707,707,0,0,15,15,OK,
100617_keystrokes.txt,100617,697,697,0,0,15,15,OK,
100618_keystrokes.txt,100618,618,618,0,0,15,15,OK,
100619_keystrokes.txt,100619,668,668,0,0,15,15,OK,
100620_keystrokes.txt,100620,787,787,0,0,15,15,OK,
100625_keystrokes.txt,100625,717,717,0,0,15,15,OK,
100627_keystrokes.txt,100627,874,874,0,0,15,15,OK,
100632_keystrokes.txt,100632,833,833,0,0,15,15,OK,
100635_keystrokes.txt,100635,783,783,0,0,15,15,OK,
100637_keystrokes.txt,100637,703,703,0,0,15,15,OK,
100644_keystrokes.txt,100644,698,698,0,0,15,15,OK,
100650_keystrokes.txt,100650,658,658,0,0,15,15,OK,
100652_keystrokes.txt,100652,749,749,0,0,15,15,OK,
100654_keystrokes.txt,100654,794,794,0,0,15,15,OK,
100655_keystrokes.txt,100655,757,757,0,0,15,15,OK,
100661_keystrokes.txt,100661,670,670,0,0,15,15,OK,
100663_keystrokes.txt,100663,1008,1008,0,0,15,15,OK,
100664_keystrokes.txt,100664,752,752,0,0,15,15,OK,
100665_keystrokes.txt,100665,657,657,0,0,15,15,OK,
100666_keystrokes.txt,100666,721,721,0,0,15,15,OK,
100667_keystrokes.txt,100667,617,617,0,0,15,15,OK,
100668_keystrokes.txt,100668,762,762,0,0,15,15,OK,
100678_keystrokes.txt,100678,779,779,0,0,15,15,OK,
100679_keystrokes.txt,100679,741,741,0,0,15,15,OK,
100681_keystrokes.txt,100681,635,635,0,0,15,15,OK,
100683_keystrokes.txt,100683,612,612,0,0,15,15,OK,
100684_keystrokes.txt,100684,674,674,0,0,15,15,OK,
100685_keystrokes.txt,100685,605,605,0,0,15,15,OK,
100692_keystrokes.txt,100692,0,0,0,0,0,0,ERROR,Error tokenizing data. C error: EOF inside string starting at row 218
100693_keystrokes.txt,100693,845,845,0,0,15,15,OK,
100695_keystrokes.txt,100695,593,593,0,0,15,15,OK,
100698_keystrokes.txt,100698,684,684,0,0,15,15,OK,
100699_keystrokes.txt,100699,800,800,0,0,15,15,OK,
10069_keystrokes.txt,10069,589,589,0,0,15,15,OK,
100706_keystrokes.txt,100706,703,703,0,0,15,15,OK,
100707_keystrokes.txt,100707,0,0,0,0,0,0,ERROR,Error tokenizing data. C error: EOF inside string starting at row 302
100721_keystrokes.txt,100721,719,719,0,0,15,15,OK,
100724_keystrokes.txt,100724,873,873,0,0,15,15,OK,
100726_keystrokes.txt,100726,469,469,0,0,15,15,OK,
100729_keystrokes.txt,100729,821,821,0,0,15,15,OK,
10072_keystrokes.txt,10072,675,675,0,0,15,15,OK,
100730_keystrokes.txt,100730,792,792,0,0,15,15,OK,
100733_keystrokes.txt,100733,616,616,0,0,15,15,OK,
100735_keystrokes.txt,100735,661,661,0,0,15,15,OK,
100736_keystrokes.txt,100736,644,644,0,0,15,15,OK,
100739_keystrokes.txt,100739,718,718,0,0,15,15,OK,
100745_keystrokes.txt,100745,691,691,0,0,15,15,OK,
100746_keystrokes.txt,100746,632,632,0,0,15,15,OK,
100748_keystrokes.txt,100748,712,712,0,0,15,15,OK,
100752_keystrokes.txt,100752,676,676,0,0,15,15,OK,
100761_keystrokes.txt,100761,727,727,0,0,15,15,OK,
100763_keystrokes.txt,100763,781,781,0,0,15,15,OK,
100764_keystrokes.txt,100764,723,723,0,0,15,15,OK,
100770_keystrokes.txt,100770,810,810,0,0,15,15,OK,
100773_keystrokes.txt,100773,681,681,0,0,15,15,OK,
100774_keystrokes.txt,100774,0,0,0,0,0,0,ERROR,"Error tokenizing data. C error: Expected 9 fields in line 597, saw 13
"
100777_keystrokes.txt,100777,737,737,0,0,15,15,OK,
10077_keystrokes.txt,10077,675,675,0,0,15,15,OK,
100780_keystrokes.txt,100780,732,732,0,0,15,15,OK,
100781_keystrokes.txt,100781,669,669,0,0,15,15,OK,
100783_keystrokes.txt,100783,757,757,0,0,15,15,OK,
100785_keystrokes.txt,100785,644,644,0,0,15,15,OK,
100786_keystrokes.txt,100786,808,808,0,0,15,15,OK,
100788_keystrokes.txt,100788,757,757,0,0,15,15,OK,
100795_keystrokes.txt,100795,871,871,0,0,15,15,OK,
100797_keystrokes.txt,100797,669,669,0,0,15,15,OK,
100801_keystrokes.txt,100801,679,678,0,1,15,15,OK,
100804_keystrokes.txt,100804,779,779,0,0,15,15,OK,
100805_keystrokes.txt,100805,729,729,0,0,15,15,OK,
100807_keystrokes.txt,100807,722,722,0,0,15,15,OK,
100808_keystrokes.txt,100808,836,836,0,0,15,15,OK,
100809_keystrokes.txt,100809,726,726,0,0,15,15,OK,
100811_keystrokes.txt,100811,673,673,0,0,15,15,OK,
100813_keystrokes.txt,100813,605,605,0,0,15,15,OK,
100817_keystrokes.txt,100817,778,778,0,0,15,15,OK,
100821_keystrokes.txt,100821,775,775,0,0,15,15,OK,
100822_keystrokes.txt,100822,729,729,0,0,15,15,OK,
100823_keystrokes.txt,100823,809,809,0,0,15,15,OK,
100824_keystrokes.txt,100824,715,715,0,0,15,15,OK,
100826_keystrokes.txt,100826,743,743,0,0,15,15,OK,
100827_keystrokes.txt,100827,718,718,0,0,15,15,OK,
100829_keystrokes.txt,100829,716,716,0,0,15,15,OK,
100833_keystrokes.txt,100833,735,735,0,0,15,15,OK,
100834_keystrokes.txt,100834,875,875,0,0,15,15,OK,
100838_keystrokes.txt,100838,750,750,0,0,15,15,OK,
100841_keystrokes.txt,100841,715,715,0,0,15,15,OK,
100842_keystrokes.txt,100842,771,771,0,0,15,15,OK,
100843_keystrokes.txt,100843,909,909,0,0,15,15,OK,
100848_keystrokes.txt,100848,989,989,0,0,15,15,OK,
100851_keystrokes.txt,100851,709,709,0,0,15,15,OK,
100852_keystrokes.txt,100852,619,619,0,0,15,15,OK,
100853_keystrokes.txt,100853,823,823,0,0,15,15,OK,
100856_keystrokes.txt,100856,640,640,0,0,15,15,OK,
100862_keystrokes.txt,100862,808,808,0,0,15,15,OK,
100864_keystrokes.txt,100864,721,721,0,0,15,15,OK,
100865_keystrokes.txt,100865,640,640,0,0,15,15,OK,
100867_keystrokes.txt,100867,820,820,0,0,15,15,OK,
100868_keystrokes.txt,100868,0,0,0,0,0,0,ERROR,'utf-8' codec can't decode byte 0xb7 in position 0: invalid start byte
100874_keystrokes.txt,100874,730,730,0,0,15,15,OK,
100878_keystrokes.txt,100878,0,0,0,0,0,0,ERROR,Error tokenizing data. C error: EOF inside string starting at row 732
100881_keystrokes.txt,100881,732,732,0,0,15,15,OK,
100883_keystrokes.txt,100883,718,718,0,0,15,15,OK,
100885_keystrokes.txt,100885,714,714,0,0,15,15,OK,
100887_keystrokes.txt,100887,877,877,0,0,15,15,OK,
100888_keystrokes.txt,100888,686,686,0,0,15,15,OK,
100889_keystrokes.txt,100889,711,711,0,0,15,15,OK,
100891_keystrokes.txt,100891,780,780,0,0,15,15,OK,
100897_keystrokes.txt,100897,738,738,0,0,15,15,OK,
100898_keystrokes.txt,100898,696,696,0,0,15,15,OK,
100899_keystrokes.txt,100899,756,756,0,0,15,15,OK,
100901_keystrokes.txt,100901,686,686,0,0,15,15,OK,
100904_keystrokes.txt,100904,800,800,0,0,15,15,OK,
100907_keystrokes.txt,100907,716,716,0,0,15,15,OK,
100913_keystrokes.txt,100913,748,748,0,0,15,15,OK,
100920_keystrokes.txt,100920,715,715,0,0,15,15,OK,
100922_keystrokes.txt,100922,640,640,0,0,15,15,OK,
100923_keystrokes.txt,100923,673,673,0,0,15,15,OK,
100924_keystrokes.txt,100924,846,846,0,0,15,15,OK,
100925_keystrokes.txt,100925,534,534,0,0,15,15,OK,
100931_keystrokes.txt,100931,718,718,0,0,15,15,OK,
100951_keystrokes.txt,100951,743,743,0,0,15,15,OK,
100956_keystrokes.txt,100956,695,695,0,0,15,15,OK,
100971_keystrokes.txt,100971,639,639,0,0,15,15,OK,
100972_keystrokes.txt,100972,842,842,0,0,15,15,OK,
100973_keystrokes.txt,100973,809,809,0,0,15,15,OK,
100975_keystrokes.txt,100975,716,716,0,0,15,15,OK,
100976_keystrokes.txt,100976,724,724,0,0,15,15,OK,
100979_keystrokes.txt,100979,743,743,0,0,15,15,OK,
100984_keystrokes.txt,100984,664,664,0,0,15,15,OK,
100988_keystrokes.txt,100988,0,0,0,0,0,0,ERROR,"Error tokenizing data. C error: Expected 9 fields in line 614, saw 13
"
100993_keystrokes.txt,100993,697,697,0,0,15,15,OK,
100994_keystrokes.txt,100994,667,667,0,0,15,15,OK,
101000_keystrokes.txt,101000,623,623,0,0,15,15,OK,
101001_keystrokes.txt,101001,592,592,0,0,15,15,OK,
101003_keystrokes.txt,101003,693,693,0,0,15,15,OK,
101004_keystrokes.txt,101004,710,710,0,0,15,15,OK,
101009_keystrokes.txt,101009,694,694,0,0,15,15,OK,
101014_keystrokes.txt,101014,843,843,0,0,15,15,OK,
101016_keystrokes.txt,101016,795,795,0,0,15,15,OK,
101017_keystrokes.txt,101017,715,715,0,0,15,15,OK,
10101_keystrokes.txt,10101,792,792,0,0,15,15,OK,
101021_keystrokes.txt,101021,638,638,0,0,15,15,OK,
101024_keystrokes.txt,101024,701,701,0,0,15,15,OK,
101025_keystrokes.txt,101025,849,849,0,0,15,15,OK,
101029_keystrokes.txt,101029,662,662,0,0,15,15,OK,
101030_keystrokes.txt,101030,782,782,0,0,15,15,OK,
101034_keystrokes.txt,101034,753,753,0,0,15,15,OK,
101035_keystrokes.txt,101035,774,774,0,0,15,15,OK,
101038_keystrokes.txt,101038,647,647,0,0,15,15,OK,
101039_keystrokes.txt,101039,857,857,0,0,15,15,OK,
101041_keystrokes.txt,101041,647,647,0,0,15,15,OK,
101042_keystrokes.txt,101042,730,730,0,0,15,15,OK,
101045_keystrokes.txt,101045,640,640,0,0,15,15,OK,
101047_keystrokes.txt,101047,737,737,0,0,15,15,OK,
101048_keystrokes.txt,101048,657,657,0,0,15,15,OK,
101053_keystrokes.txt,101053,738,738,0,0,15,15,OK,
101054_keystrokes.txt,101054,0,0,0,0,0,0,ERROR,"Error tokenizing data. C error: Expected 9 fields in line 360, saw 13
"
101062_keystrokes.txt,101062,689,689,0,0,15,15,OK,
101065_keystrokes.txt,101065,784,784,0,0,15,15,OK,
101073_keystrokes.txt,101073,714,714,0,0,15,15,OK,
101076_keystrokes.txt,101076,0,0,0,0,0,0,ERROR,"Error tokenizing data. C error: Expected 9 fields in line 376, saw 10
"
101077_keystrokes.txt,101077,779,779,0,0,15,15,OK,
101078_keystrokes.txt,101078,693,693,0,0,15,15,OK,
101079_keystrokes.txt,101079,662,662,0,0,15,15,OK,
101080_keystrokes.txt,101080,704,704,0,0,15,15,OK,
101094_keystrokes.txt,101094,908,908,0,0,15,15,OK,
101095_keystrokes.txt,101095,599,599,0,0,15,15,OK,
1010_keystrokes.txt,1010,938,938,0,0,15,15,OK,
101102_keystrokes.txt,101102,684,684,0,0,15,15,OK,
101104_keystrokes.txt,101104,686,686,0,0,15,15,OK,
101105_keystrokes.txt,101105,640,640,0,0,15,15,OK,
101107_keystrokes.txt,101107,736,736,0,0,15,15,OK,
101108_keystrokes.txt,101108,685,685,0,0,15,15,OK,
101109_keystrokes.txt,101109,743,743,0,0,15,15,OK,
101110_keystrokes.txt,101110,758,758,0,0,15,15,OK,
101111_keystrokes.txt,101111,679,679,0,0,15,15,OK,
101113_keystrokes.txt,101113,688,688,0,0,15,15,OK,
101114_keystrokes.txt,101114,743,743,0,0,15,15,OK,
101115_keystrokes.txt,101115,758,758,0,0,15,15,OK,
101116_keystrokes.txt,101116,699,699,0,0,15,15,OK,
10111_keystrokes.txt,10111,736,736,0,0,15,15,OK,
101124_keystrokes.txt,101124,615,615,0,0,15,15,OK,
101128_keystrokes.txt,101128,854,854,0,0,15,15,OK,
101129_keystrokes.txt,101129,739,739,0,0,15,15,OK,
10112_keystrokes.txt,10112,708,708,0,0,15,15,OK,
101130_keystrokes.txt,101130,826,826,0,0,15,15,OK,
101133_keystrokes.txt,101133,884,884,0,0,15,15,OK,
101135_keystrokes.txt,101135,621,621,0,0,15,15,OK,
101139_keystrokes.txt,101139,729,729,0,0,15,15,OK,
101143_keystrokes.txt,101143,677,677,0,0,15,15,OK,
101144_keystrokes.txt,101144,712,712,0,0,15,15,OK,
101146_keystrokes.txt,101146,918,918,0,0,15,15,OK,
101149_keystrokes.txt,101149,761,761,0,0,15,15,OK,
101151_keystrokes.txt,101151,772,772,0,0,15,15,OK,
101152_keystrokes.txt,101152,664,664,0,0,15,15,OK,
101153_keystrokes.txt,101153,692,692,0,0,15,15,OK,
101154_keystrokes.txt,101154,658,658,0,0,15,15,OK,
101156_keystrokes.txt,101156,697,697,0,0,15,15,OK,
101160_keystrokes.txt,101160,740,740,0,0,15,15,OK,
101161_keystrokes.txt,101161,667,667,0,0,15,15,OK,
