file,label,modality,width,height,mean_r,mean_g,mean_b,std_color,edge_ratio,frames_used
01_04__podium_speech_happy__6I623VU9.mp4,fake,video,1920,1080,116.6775267489712,121.67716930298356,133.23640428883743,6.935117397977551,0.0042884677211934156,30
01_04__podium_speech_happy__GBC7ZGDP.mp4,fake,video,1920,1080,116.67267258230456,121.67936519418726,133.23537154385286,6.936094763539398,0.00430370691872428,30
01_04__talking_angry_couch__0XUW13RW.mp4,fake,video,1920,1080,135.21669185635287,139.14323984053502,143.69741295331792,3.4696029970344457,0.006078542952674896,30
01_04__walking_and_outside_surprised__GBC7ZGDP.mp4,fake,video,1920,1080,114.64767666538066,110.40523651298868,100.62579107188786,5.889983630797424,0.03964049639917695,30
01_04__walking_down_street_outside_angry__0XUW13RW.mp4,fake,video,1920,1080,81.6048086259002,83.42196254501029,81.15526785943932,1.1194287283776307,0.015925556198559673,30
01_04__walking_down_street_outside_angry__GBC7ZGDP.mp4,fake,video,1920,1080,80.55323034014917,82.17097677147633,80.11203141075103,1.0239808787566098,0.016876398533950617,30
01_04__walking_outside_cafe_disgusted__0XUW13RW.mp4,fake,video,1920,1080,103.75013241062243,108.54750355259772,120.44144296553499,7.168293635550409,0.03128322723765432,30
01_04__walk_down_hall_angry__0XUW13RW.mp4,fake,video,1920,1080,149.89754247042183,135.29550453317904,120.59178342013888,12.013274567662648,0.011057227366255142,30
01_04__walk_down_hall_angry__GBC7ZGDP.mp4,fake,video,1920,1080,148.05311498521093,133.49265199009773,118.5209074234825,12.178197719568718,0.011788258744855971,30
01_09__exit_phone_room__6TSGVLHA.mp4,fake,video,1920,1080,135.7279117959105,135.1042608989198,134.87439019097224,0.6088875788755186,0.0074587673611111105,30
01_09__hugging_happy__SJZRV69J.mp4,fake,video,1920,1080,124.92632164673354,114.97701515882204,60.87945191936729,28.183283578305346,0.01683691808127572,30
01_09__kitchen_pan__6TSGVLHA.mp4,fake,video,1920,1080,120.6306344200103,117.86419354423866,110.11520154963995,4.562040492118602,0.007971209490740741,30
01_09__secret_conversation__SJZRV69J.mp4,fake,video,1920,1080,108.53046173878207,105.37071944741218,113.03430013948243,3.244338835510545,0.039214372625830954,13
01_09__talking_angry_couch__O8HNNX43.mp4,fake,video,1920,1080,135.2941483249743,139.20115940072017,143.73071592078188,3.4527975573981586,0.006330214763374486,30
01_09__talking_angry_couch__P70H1JB0.mp4,fake,video,1920,1080,135.21110550090023,139.13295050475824,143.6828731031379,3.466026188758042,0.006376044881687242,30
01_09__walk_down_hall_angry__P70H1JB0.mp4,fake,video,1920,1080,146.4810173932613,131.77564920910493,116.74792455954217,12.322945586787636,0.011821437757201647,30
01_11__exit_phone_room__4OJNJLOO.mp4,fake,video,1920,1080,135.73360726916155,135.10179427083332,134.8802220614712,0.6098017723007884,0.007552581661522634,30
01_11__exit_phone_room__9229VVZ3.mp4,fake,video,1920,1080,135.54052351787553,134.94804925411523,134.53351099537036,0.5327049960844614,0.00747463348765432,30
01_11__hugging_happy__4OJNJLOO.mp4,fake,video,1920,1080,125.34166440007718,115.50697651427468,60.54703213413065,28.560386984991105,0.01676909722222222,30
01_11__hugging_happy__5OVT6C66.mp4,fake,video,1920,1080,125.19994643775722,115.3813755947788,60.55145241769547,28.49637389892605,0.016529112011316873,30
01_11__hugging_happy__EKE2KNRE.mp4,fake,video,1920,1080,125.41303981802984,115.5985541570216,60.536775720164606,28.603800005061302,0.016922518004115223,30
01_11__hugging_happy__P06JKA75.mp4,fake,video,1920,1080,124.84374757265945,114.87451424254117,60.87666308191873,28.14218017844839,0.016635255915637855,30
01_11__kitchen_pan__WIZ7GKOD.mp4,fake,video,1920,1080,120.62394519997427,117.84035297710905,110.11619791666666,4.5815971156521895,0.008217238940329217,30
01_11__kitchen_still__5OVT6C66.mp4,fake,video,1920,1080,109.2052913130144,105.25067889981997,101.57255883487656,3.128309417076551,0.00815308320473251,30
01_11__meeting_serious__18HYCC8C.mp4,fake,video,1920,1080,115.84247154706792,116.18725565843623,120.61373476080249,2.194619967840228,0.011305635931069957,30
01_11__meeting_serious__9OM3VE0Y.mp4,fake,video,1920,1080,115.83533489261832,116.18831981417182,120.6123460487397,2.1955632988325156,0.011175861625514403,30
01_11__meeting_serious__FAFWDR4W.mp4,fake,video,1920,1080,115.8280837995113,116.19482638888891,120.61534047067902,2.197461795103641,0.011080922067901237,30
01_11__meeting_serious__FCNL2OVP.mp4,fake,video,1920,1080,115.84463974086935,116.18764732831788,120.61657553690841,2.195208649206736,0.011253697273662551,30
01_11__meeting_serious__WIZ7GKOD.mp4,fake,video,1920,1080,115.84307725694445,116.18937165637858,120.61286557998969,2.193510847337167,0.011218605324074074,30
01_11__outside_talking_pan_laughing__9OM3VE0Y.mp4,fake,video,1920,1080,71.9160430330504,74.80956958912039,75.83878333976337,1.7267142147607342,0.04567846579218107,30
01_11__outside_talking_pan_laughing__LL4RUKZA.mp4,fake,video,1920,1080,71.90934743119855,74.79610664223252,75.83372789673354,1.724644881651112,0.04588043338477366,30
01_11__outside_talking_pan_laughing__UQ0BOBNO.mp4,fake,video,1920,1080,71.9078052822788,74.7934351369599,75.83508609825101,1.725872579025909,0.04607534400720164,30
01_11__outside_talking_pan_laughing__WIZ7GKOD.mp4,fake,video,1920,1080,71.91086130401234,74.8104649080504,75.84006423611112,1.728583492169796,0.045916988168724276,30
01_11__outside_talking_still_laughing__4OJNJLOO.mp4,fake,video,1920,1080,92.86333288323047,97.11105496077674,98.48851578575103,3.005979164706369,0.0633068576388889,30
01_11__outside_talking_still_laughing__9229VVZ3.mp4,fake,video,1920,1080,92.23692213220166,96.5272041859568,97.93966939943418,2.652629323651562,0.0634371624228395,30
01_11__podium_speech_happy__WIZ7GKOD.mp4,fake,video,1920,1080,116.67928673161006,121.68427036715535,133.2380623874743,6.934501753552685,0.004372460133744855,30
01_11__secret_conversation__4OJNJLOO.mp4,fake,video,1920,1080,107.9597046682099,105.12678875707302,112.96587083654836,3.24215841869362,0.04020405735596709,30
01_11__secret_conversation__WIZ7GKOD.mp4,fake,video,1920,1080,108.71938303755144,105.51106095679013,113.02318644708077,3.203308353045544,0.03894378536522634,12
01_11__talking_against_wall__4OJNJLOO.mp4,fake,video,1920,1080,95.90412805426958,111.36745069765946,119.8205880594136,9.903379180579835,0.015045058513374485,30
01_11__talking_against_wall__9229VVZ3.mp4,fake,video,1920,1080,95.81902059220677,111.31749948559673,119.79632881622942,9.927794892106805,0.01469987782921811,30
01_11__talking_against_wall__P06JKA75.mp4,fake,video,1920,1080,95.8497595486111,111.3302542920525,119.79308060056583,9.914019333923815,0.014711066100823043,30
01_11__talking_against_wall__UQ0BOBNO.mp4,fake,video,1920,1080,95.85609630594135,111.34023238168723,119.8031094553755,9.91563632134589,0.014815457818930042,30
01_11__talking_against_wall__WIZ7GKOD.mp4,fake,video,1920,1080,95.84506960519549,111.33608494084362,119.80018343299895,9.919116280542248,0.015117235725308643,30
01_11__talking_angry_couch__FAFWDR4W.mp4,fake,video,1920,1080,135.22328084812244,139.15565160429526,143.68592359503603,3.4626119246063882,0.0061230066872427985,30
01_11__walking_and_outside_surprised__18HYCC8C.mp4,fake,video,1920,1080,114.62575056262858,110.39521262538581,100.60389551183128,5.887682853554075,0.039553449717078186,30
01_11__walking_outside_cafe_disgusted__FAFWDR4W.mp4,fake,video,1920,1080,103.85254650527263,108.61869169560184,120.5471735146605,7.161048878903316,0.03126785943930041,30
01_12__kitchen_pan__TNI7KUZ6.mp4,fake,video,1920,1080,120.97890874164095,118.25492004243827,110.49132119663065,4.871595051070166,0.008433513374485595,30
01_12__outside_talking_pan_laughing__TNI7KUZ6.mp4,fake,video,1920,1080,72.07730832047325,74.96670994084363,76.00949170524692,1.7673741850577203,0.04709411972736625,30
01_12__outside_talking_still_laughing__TNI7KUZ6.mp4,fake,video,1920,1080,95.377842029964,99.47149535429527,100.56235976080244,2.4786246956975617,0.06582830182613168,30
01_14__hugging_happy__0S0NS5C6.mp4,fake,video,1920,1080,125.56688639724796,115.79395941036525,60.509211869855974,28.700419646321013,0.017113425925925924,30
01_14__kitchen_still__01YF7VQM.mp4,fake,video,1920,1080,109.1802204861111,105.25435622427982,101.52333460326646,3.135925120710533,0.007934301054526747,30
01_14__outside_talking_still_laughing__01YF7VQM.mp4,fake,video,1920,1080,92.57379047710906,96.847381253215,98.2083286394033,2.8730874430741506,0.06335456854423868,30
01_14__walking_and_outside_surprised__01YF7VQM.mp4,fake,video,1920,1080,114.64686852173354,110.40589604230968,100.62721326838991,5.889238125071868,0.039551520704732515,30
01_14__walking_outside_cafe_disgusted__01YF7VQM.mp4,fake,video,1920,1080,101.18234207818932,105.8344129372428,118.26163834233539,7.324508742055075,0.03284900655864198,30
01_15__exit_phone_room__02HILKYO.mp4,fake,video,1920,1080,135.47791739004631,134.81270516653805,134.58266928690844,0.5291987400307592,0.00766943158436214,30
01_15__hugging_happy__02HILKYO.mp4,fake,video,1920,1080,125.26769285300927,115.46035993762858,60.490959683641975,28.559553647940927,0.016669688786008233,30
01_15__kitchen_pan__02HILKYO.mp4,fake,video,1920,1080,120.57342375578702,117.81794421939301,110.06655563593107,4.570878310158086,0.008234583976337449,30
01_15__kitchen_still__02HILKYO.mp4,fake,video,1920,1080,109.14978327546297,105.26515393518518,101.49313766718107,3.1347381238183782,0.007772810570987654,30
01_15__meeting_serious__02HILKYO.mp4,fake,video,1920,1080,115.84996993955764,116.19426861496913,120.62243060378086,2.1952247743303297,0.011210632073045266,30
01_15__outside_talking_pan_laughing__02HILKYO.mp4,fake,video,1920,1080,71.91615867734055,74.7990569058642,75.84142838541666,1.7253498436784203,0.04574114261831276,30
01_15__outside_talking_still_laughing__02HILKYO.mp4,fake,video,1920,1080,91.94066642554013,96.23262448559672,97.65249710648149,2.481683169163534,0.06283016653806585,30
01_15__podium_speech_happy__02HILKYO.mp4,fake,video,1920,1080,116.67611545138887,121.68226901684669,133.23948099922842,6.936451931672698,0.0041632426697530865,30
01_15__walking_and_outside_surprised__02HILKYO.mp4,fake,video,1920,1080,114.65818272569446,110.41780729166663,100.63381901041667,5.891465472165134,0.03980978330761318,30
01_15__walking_down_street_outside_angry__02HILKYO.mp4,fake,video,1920,1080,79.88725872878086,81.49066460905352,79.35766666666667,1.0350250813120585,0.017470550411522633,30
01_15__walk_down_hall_angry__02HILKYO.mp4,fake,video,1920,1080,146.48292925347224,131.77256143904324,116.74232248263888,12.325819447384905,0.012034931198559671,30
01_20__hugging_happy__6UBMLXK3.mp4,fake,video,1920,1080,125.33903973765433,115.49989535108024,60.54807703189301,28.559880318991112,0.016796231995884772,30
01_20__hugging_happy__FW94AIMJ.mp4,fake,video,1920,1080,125.0733176118827,115.14491531635804,60.721615387088484,28.330017870267316,0.016872122556584365,30
01_20__kitchen_pan__6UBMLXK3.mp4,fake,video,1920,1080,120.76534411972737,118.01523288001545,110.24930745241768,4.586952540616651,0.008559140303497944,30
01__exit_phone_room.mp4,real,video,1920,1080,142.98191372492283,141.6672436985597,138.4305982028035,1.9912799062460644,0.0075509098508230454,30
01__hugging_happy.mp4,real,video,1920,1080,127.36030044367284,117.70793912358539,60.771471643518524,29.384607159052393,0.018348025977366254,30
01__kitchen_pan.mp4,real,video,1920,1080,119.47032982896091,116.98010181970166,109.23098964763376,4.39194024193129,0.00790208654835391,30
01__kitchen_still.mp4,real,video,1920,1080,109.101415782536,105.28415438528805,101.42311537101338,3.146170214042063,0.008091467335390947,30
01__meeting_serious.mp4,real,video,1920,1080,115.84768505658437,116.1904441872428,120.61678404706792,2.1938876026721204,0.011310699588477366,30
01__outside_talking_pan_laughing.mp4,real,video,1920,1080,70.67750144675928,73.84339277906379,75.09382595486112,2.169070298516292,0.043592190715020566,30
01__outside_talking_still_laughing.mp4,real,video,1920,1080,91.83030126350309,96.20292687435699,97.65369648598251,2.505021865216491,0.0631820183899177,30
01__podium_speech_happy.mp4,real,video,1920,1080,116.68166772762346,121.68842481674383,133.24624768518515,6.936938338797109,0.0043110371656378595,30
01__secret_conversation.mp4,real,video,1920,1080,107.96741152263375,105.13428443287037,112.96994272440845,3.2406074606111366,0.04028784079218107,30
01__talking_against_wall.mp4,real,video,1920,1080,95.86348214056069,111.34463366448044,119.81574586869856,9.917320630974347,0.015178610468106996,30
01__talking_angry_couch.mp4,real,video,1920,1080,135.2302148115998,139.15033109889407,143.71148363554525,3.4700985052515056,0.006543981481481482,30
01__walking_and_outside_surprised.mp4,real,video,1920,1080,114.657482188786,110.42057264338992,100.64701377636317,5.885524000608842,0.03988360018004115,30
01__walking_down_indoor_hall_disgust.mp4,real,video,1920,1080,137.52588422710906,133.11146522955246,139.5588935345936,3.827030344002337,0.005081436471193415,30
01__walking_down_street_outside_angry.mp4,real,video,1920,1080,85.15965967399691,87.08948029192385,85.12246014981996,0.9197594237884255,0.013305877057613167,30
01__walking_outside_cafe_disgusted.mp4,real,video,1920,1080,107.65107238618829,113.02462606095678,124.96744489454733,7.255258230757268,0.02975194508744856,30
01__walk_down_hall_angry.mp4,real,video,1920,1080,156.1521122363683,141.90382232188784,127.18498353909465,11.826797479471692,0.009538982124485597,30
02__exit_phone_room.mp4,real,video,1920,1080,145.8243885834619,144.67925416345167,142.60412742734053,1.4748948958074528,0.007920299639917696,30
02__hugging_happy.mp4,real,video,1920,1080,133.87243356159982,122.75567338605968,63.22971143582818,31.021429440266957,0.010756028163580246,30
02__kitchen_pan.mp4,real,video,1920,1080,119.53762720228909,119.1162147472994,113.86692232510288,2.716338879018862,0.010963814943415638,30
02__kitchen_still.mp4,real,video,1920,1080,122.11024347350823,118.80360424704219,114.05176626800412,3.647691982380733,0.01639379179526749,30
02__meeting_serious.mp4,real,video,1920,1080,110.33704791988167,110.613615628215,117.29060058191872,3.226785781921556,0.011589425797325102,30
02__outside_talking_pan_laughing.mp4,real,video,1920,1080,98.49159497170784,103.8206048096708,105.81966787229938,3.2217920108526665,0.06278874099794239,30
02__outside_talking_still_laughing.mp4,real,video,1920,1080,85.70965697337965,90.21005168145575,91.78874512924384,2.5843849441705213,0.054214908050411514,30
02__podium_speech_happy.mp4,real,video,1920,1080,133.53544936342595,140.10423842592593,156.06358045588993,9.545026435313957,0.00515403163580247,30
02__secret_conversation.mp4,real,video,1920,1080,108.42976570537552,106.89688421103394,115.10840203832305,3.5738466478887276,0.04017083011831277,30
02__talking_against_wall.mp4,real,video,1920,1080,114.70233275462962,132.09234743119856,143.2273275784465,11.741763985498928,0.02829263117283951,30
02__talking_angry_couch.mp4,real,video,1920,1080,133.11681671167696,134.49784463413067,138.95424008166154,2.4951439010383503,0.008789464377572017,30
02__walking_and_outside_surprised.mp4,real,video,1920,1080,114.657482188786,110.42057264338992,100.64701377636317,5.885524000608842,0.03988360018004115,30
02__walking_down_indoor_hall_disgust.mp4,real,video,1920,1080,137.52588422710906,133.11146522955246,139.5588935345936,3.827030344002337,0.005081436471193415,30
02__walking_down_street_outside_angry.mp4,real,video,1920,1080,85.50701271540636,87.57931307870372,85.3877020158179,1.0124041591442976,0.011366190843621398,30
02__walking_outside_cafe_disgusted.mp4,real,video,1920,1080,58.002755353009256,61.863645206404314,70.91984117798354,5.422406944016106,0.005258873456790122,30
02__walk_down_hall_angry.mp4,real,video,1920,1080,156.94993333654836,142.69443422067903,128.25062008101852,11.721130476083502,0.008587223508230454,30
03__exit_phone_room.mp4,real,video,1920,1080,135.97824577224793,133.3322734214249,128.6457985468107,3.0918838455138276,0.008051585005144033,30
03__hugging_happy.mp4,real,video,1920,1080,137.0185887024177,125.65578399884258,58.49477557548869,34.65060228330336,0.010251286008230455,30
03__kitchen_pan.mp4,real,video,1920,1080,119.38603861239713,118.79616515560701,114.73145034400721,2.729594046396002,0.006384886188271605,30
03__kitchen_still.mp4,real,video,1920,1080,96.7173638438786,97.4039072305813,96.56860386123971,0.39749384417668604,0.008398292824074076,30
03__meeting_serious.mp4,real,video,1920,1080,116.27088160686729,116.62116393389918,122.2684006397891,2.808675918714723,0.01143113425925926,30
03__outside_talking_pan_laughing.mp4,real,video,1920,1080,110.28039771412038,116.17623795974795,116.85154271154833,3.0198592408372593,0.06313898533950617,30
03__outside_talking_still_laughing.mp4,real,video,1920,1080,93.12657429912552,98.26804012345681,98.60919701646091,2.5185545228062556,0.05370516653806585,30
03__podium_speech_happy.mp4,real,video,1920,1080,111.02864760159464,117.46192947852366,130.30563740997943,8.023113572545038,0.005856529706790124,30
03__secret_conversation.mp4,real,video,1920,1080,103.92636691422328,100.60113382523149,106.31846133937758,2.4234359442991593,0.03613560956790123,30
03__talking_against_wall.mp4,real,video,1920,1080,102.63095519868826,110.1795847640175,101.47877234439298,3.8590361227995067,0.017263551311728395,30
03__talking_angry_couch.mp4,real,video,1920,1080,97.52821273791155,100.17088289287553,102.5359954989712,2.2716945344185864,0.00639573688271605,30
03__walking_and_outside_surprised.mp4,real,video,1920,1080,113.91725896990741,112.92218545846191,105.29197043788581,4.10076304308032,0.035378022119341566,30
03__walking_down_indoor_hall_disgust.mp4,real,video,1920,1080,164.59901549639918,159.317310940715,160.09903888567385,3.1585006895143106,0.007155172968106995,30
03__walking_down_street_outside_angry.mp4,real,video,1920,1080,87.76593306327159,89.12016992991258,87.40877887088479,0.7428219593955456,0.017771154835390948,30
03__walking_outside_cafe_disgusted.mp4,real,video,1920,1080,58.19188024048354,61.35210056584363,69.75455484825102,4.914036589648322,0.00596066422325103,30
03__walk_down_hall_angry.mp4,real,video,1920,1080,156.4975997942387,142.30486673739713,127.40216771154834,11.882173054814928,0.006648437499999999,30
04__exit_phone_room.mp4,real,video,1920,1080,140.3045842656893,137.00293913966053,131.72282381687245,3.64704195881853,0.005963959619341565,30
04__kitchen_pan.mp4,real,video,1920,1080,117.54792626350307,118.37974575617287,113.33396905542696,2.2402547034663622,0.01105465534979424,30
04__kitchen_still.mp4,real,video,1920,1080,124.59052798675411,130.4578292824074,133.3618036747685,3.6681506454315107,0.013007941100823043,30
04__outside_talking_pan_laughing.mp4,real,video,1920,1080,139.3669521444187,145.59272339570472,145.09593721064815,2.8580271022645922,0.06479560506687242,30
04__outside_talking_still_laughing.mp4,real,video,1920,1080,128.246742653678,133.60009157986113,132.30510781571505,2.28251644128382,0.054672244727366266,30
04__podium_speech_happy.mp4,real,video,1920,1080,123.40877488425923,130.13773794367282,140.9261747202932,7.217459652459295,0.0081929012345679,30
04__secret_conversation.mp4,real,video,1920,1080,110.80628149112655,110.02070418595677,116.0990022505144,2.706251013849685,0.025378793724279834,30
04__talking_against_wall.mp4,real,video,1920,1080,108.41420510223764,114.0447645961934,99.49297167566871,5.993324209132074,0.022897071116255146,30
04__talking_angry_couch.mp4,real,video,1920,1080,117.12432368827162,117.03764085005145,117.76484283371913,0.37047746154023037,0.014375353652263372,30
04__walking_down_street_outside_angry.mp4,real,video,1920,1080,73.18684622556586,76.06187498392491,77.68024964634773,1.861246476784163,0.01106614904835391,30
04__walking_outside_cafe_disgusted.mp4,real,video,1920,1080,64.55494216177983,67.09532089120371,74.36488482188787,4.227316760201421,0.011634725437242798,30
04__walk_down_hall_angry.mp4,real,video,1920,1080,157.12252327674895,143.21176980452674,128.41625032150205,11.725679601014049,0.006914335776748972,30
05__exit_phone_room.mp4,real,video,1920,1080,156.9236091820988,154.47992036394032,151.41563644547324,2.3450608581093255,0.0033111979166666667,30
05__hugging_happy.mp4,real,video,1920,1080,137.38127613811727,125.7565791859568,58.01399707433129,34.99754454872067,0.006535654578189301,30
05__kitchen_pan.mp4,real,video,1920,1080,117.03467791923867,117.14146813914611,111.20829274369855,2.8770023323334444,0.017672726980452674,30
05__kitchen_still.mp4,real,video,1920,1080,118.19305629501032,117.8005022022891,114.19142316100822,1.8522261421333677,0.01340538194444444,30
05__outside_talking_pan_laughing.mp4,real,video,1920,1080,134.24224927662036,140.0167361593364,138.46842377186215,2.5244153355771326,0.06674594907407408,30
05__outside_talking_still_laughing.mp4,real,video,1920,1080,103.78922948816873,110.0889183224023,109.85861050025719,2.921426843356042,0.05533712705761317,30
05__podium_speech_happy.mp4,real,video,1920,1080,120.36816530028294,127.77829711612654,137.74123937435698,7.118337233712098,0.010062049897119344,30
05__talking_against_wall.mp4,real,video,1920,1080,109.9141076871142,118.22521600115742,104.41858193479938,5.6757052044410345,0.01917862654320988,30
05__walking_down_street_outside_angry.mp4,real,video,1920,1080,64.55982933063272,69.21099710648149,71.12431418788582,2.7577088834713357,0.04926380851337449,30
05__walking_outside_cafe_disgusted.mp4,real,video,1920,1080,70.23289972350823,73.95279734117798,82.23095531121399,5.115707941130566,0.018056439686213992,30
05__walk_down_hall_angry.mp4,real,video,1920,1080,156.96673553240737,144.36407386509777,131.44546143582818,10.420961847329117,0.005969601980452673,30
06__exit_phone_room.mp4,real,video,1920,1080,148.45262508037553,145.3147035751029,141.38040713413065,3.52890016160695,0.005231336805555555,30
06__hugging_happy.mp4,real,video,1920,1080,149.82319000771608,114.73846662808644,56.92319950810185,38.30561462338653,0.003979857896090535,30
06__kitchen_pan.mp4,real,video,1920,1080,124.634742653678,123.68294518389918,118.75410828189302,2.6201816377888902,0.015652247299382714,30
06__kitchen_still.mp4,real,video,1920,1080,122.602401877572,119.8646132169496,116.3241049061214,2.581281820044018,0.00873117605452675,30
06__outside_talking_pan_laughing.mp4,real,video,1920,1080,140.26395470036007,131.25802655606995,132.2549525462963,4.249284514413589,0.052438496656378605,30
06__outside_talking_still_laughing.mp4,real,video,1920,1080,129.010531410751,112.40706838348767,114.36835101594649,7.408729681864469,0.0446953125,30
06__podium_speech_happy.mp4,real,video,1920,1080,121.88668068415637,126.93251329411008,137.193737815072,6.376833458762451,0.004450215406378601,30
06__talking_against_wall.mp4,real,video,1920,1080,114.75963355195475,119.44094659850822,104.5966088123714,6.196581821197961,0.01059641846707819,30
06__talking_angry_couch.mp4,real,video,1920,1080,104.61503256815845,108.08352445023148,113.69146635480966,3.7416944976836795,0.010013342335390946,30
06__walking_and_outside_surprised.mp4,real,video,1920,1080,103.68933481224279,84.66700593171298,82.40658531057097,9.552998181033171,0.020313962834362143,30
06__walking_down_indoor_hall_disgust.mp4,real,video,1920,1080,110.8279553272891,107.085162969393,115.80150998263889,5.330612345349803,0.004908162937242797,30
06__walking_down_street_outside_angry.mp4,real,video,1920,1080,69.7096897665895,73.15101920974796,74.06636852173352,1.8774047178329603,0.012653485082304527,30
06__walking_outside_cafe_disgusted.mp4,real,video,1920,1080,102.79904030028293,95.85526946694958,97.5126201292438,3.019595735893325,0.02464429012345679,30
