user,dwell_mean,dwell_std,dwell_min,dwell_max,dwell_median,flight_mean,flight_std,flight_min,flight_max,flight_median,overlap_rate,session_break_rate,total_keystrokes,dwell_cv,flight_cv
20,0.19406735637244113,0.5071810749170965,0.046,9.688,0.125,0.3606821483601145,2.8735518106676676,0.0,80.708,0.075,0.25511776359233984,0.010345586616773057,4543,2.61342806125389,7.966992055838146
21,0.30692399937704407,0.7731446400318132,0.046,9.968,0.172,0.23636692104033638,2.131452250360314,0.0,100.597,0.078,0.3553963557078337,0.0048279084254788975,6421,2.519010053306504,9.017557283307754
22,0.11730017921146954,0.2401861870032337,0.046,9.797,0.093,0.3256954898446834,2.795721816988259,0.0,125.091,0.078,0.09587813620071685,0.005824372759856631,6696,2.047619949243423,8.583851800715674
23,0.10273587621446563,0.10958792732020793,0.046,3.387,0.078,0.45384580784454837,2.42670181863121,0.0,78.407,0.1255,0.014573587621446563,0.012054695933789134,5558,1.0666957966216042,5.346974185255459
24,0.09678434940855322,0.20430088540619745,0.046,9.548,0.078,0.6144686078252958,3.5710177618491428,0.0,102.293,0.156,0.005232029117379436,0.015013648771610554,4396,2.1108876244421246,5.811554433167147
25,0.14237912191445262,0.4456096852156519,0.046,9.469,0.093,0.45428377614471455,4.194021353630252,0.0,237.164,0.109,0.04277369511965329,0.009044657998869417,5307,3.129740366592463,9.232161864160926
26,0.1211521980637994,0.26225441816668366,0.015,7.652,0.094,0.4184718298682749,3.8994625151046574,0.0,169.612,0.078,0.13664497698777972,0.008411363275670528,6301,2.164669088616775,9.318339340385508
27,0.1266282901776161,0.14199325704799243,0.046,4.961,0.11,0.4905296383479563,5.302871212539263,0.0,193.534,0.077,0.16049646907768028,0.011341750481489407,4673,1.1213391324231303,10.810501135871592
28,0.19622091357631705,0.6926187113423146,0.015,9.88,0.109,0.2915648575521248,2.1887958573264505,0.0,97.041,0.062,0.2918987744707942,0.007798822218685341,6283,3.529790472986109,7.507063353597566
29,0.08731641537481419,0.22326762639293252,0.015,9.735,0.078,0.5572694839668719,3.1337135981540993,0.0,142.82,0.141,0.01783818220428966,0.015077511148863878,4709,2.556994872436466,5.623336084809535
30,0.13817569218241044,0.3439834780124179,0.015,9.532,0.11,0.4266500407166124,4.392559569668331,0.0,195.471,0.047,0.24816775244299674,0.008754071661237785,4912,2.489464482351307,10.295462675429432
31,0.13135360470819027,0.24083679955138357,0.046,9.738,0.109,0.5616042177538009,4.83637121929384,0.0,139.7,0.078,0.15988229524276606,0.013977439921530162,4078,1.8334997359715908,8.611707438091276
32,0.11346460746460747,0.25250175571540723,0.016,8.471,0.093,0.378631435006435,1.7974728041100692,0.0,47.921,0.11,0.13561776061776062,0.010456885456885457,6216,2.2253790089933463,4.747288888149291
33,0.12468190054358767,0.39696233489943017,0.015,9.77,0.094,0.4188093416549225,2.117879171089793,0.0,72.43,0.094,0.050533521240185224,0.014093013891685121,4967,3.1838008016300305,5.05690527990853
34,0.19048034475509776,0.3643900895838541,0.046,9.939,0.14,0.40950956485179735,3.281102714082012,0.0,84.26,0.062,0.3975194450283792,0.014715156611309649,4757,1.913006247717336,8.012273694436056
35,0.18889171803805951,0.655857662420645,0.046,9.999,0.11,0.38552023586169926,2.861844062243121,0.0,143.128,0.0675,0.25448941302599837,0.010318949343339587,7462,3.472135619458431,7.423330336594246
36,0.226703007518797,0.6205426470881941,0.015,9.578,0.141,0.28956729323308267,1.9049477464985185,0.0,80.451,0.016,0.45,0.009147869674185464,7980,2.737249293160533,6.578601212966275
37,0.13331224413844436,0.1989498729238367,0.046,8.673,0.109,0.39603275027912166,2.5655397377469527,0.0,82.632,0.094,0.10774097506512839,0.010048381094157052,5374,1.4923600919749567,6.478099944862577
38,0.11806673636522043,0.2385276638032525,0.011,9.977,0.109,0.3391217982226869,2.318078148643331,0.0,62.369,0.048,0.24847534413660916,0.008538072834988674,5739,2.0202782862177675,6.835532722438407
39,0.11952315084449622,0.25647418338920647,0.046,7.815,0.094,0.35499592312172396,1.8892684592671984,0.0,69.594,0.109,0.05154338963308096,0.007425742574257425,6868,2.145811765980704,5.321944101930969
40,0.10160149469623915,0.12413080318239217,0.015,3.902,0.093,0.5760409836065574,3.9211359554781855,0.0,138.817,0.109,0.09980713596914176,0.019768563162970106,4148,1.2217419000922134,6.8070433650887
41,0.13745233866193013,0.08663171437760052,0.046,4.18,0.125,0.5944997039668443,3.9072977327805045,0.0,125.286,0.125,0.13597789619104006,0.013025458851391355,5067,0.6302673000761005,6.572413252199731
42,0.18737392795883362,0.6499005091683334,0.015,9.937,0.109,0.3983077949304364,3.0602467583295345,0.0,136.561,0.063,0.24394892319420622,0.010482180293501049,5247,3.4684681921762226,7.683120434195871
43,0.14703882329397638,0.4986457272881516,0.046,9.61,0.078,0.4538631178707225,2.913752462513726,0.0,93.787,0.078,0.06043626175705423,0.012007204322593557,4997,3.3912521612826265,6.419892579470787
44,0.10528533685601058,0.09425341052738499,0.016,3.26,0.094,0.4817391017173052,3.004828522722348,0.0,93.071,0.094,0.02664024658740643,0.014751210920299428,4542,0.8952187772955225,6.237460301666866
45,0.09892570828961175,0.08851122839861107,0.046,2.247,0.078,0.5307385099685205,2.872446096351486,0.0,68.611,0.14,0.03987408184679958,0.013641133263378805,4765,0.8947242322439423,5.412168219189255
46,0.15630460839016325,0.39345057018597385,0.016,9.204,0.125,0.5412901425914445,3.145954171957137,0.0,147.825,0.12,0.15705724323207274,0.01839222979954536,4839,2.517203902292205,5.811955408786455
47,0.18272298518250812,0.2767329468339771,0.046,8.148,0.141,0.3782574990964944,2.9020981377188755,0.0,85.345,0.063,0.32273220093964583,0.010480664980122878,5534,1.5144944493850598,7.672281830897801
48,0.10839619788291208,0.31219091174920377,0.015,9.335,0.087,0.5177582631237848,3.9873691008309136,0.0,185.293,0.109,0.02160293799956794,0.011449557139771008,4629,2.880090979634061,7.701217701044435
49,0.1291850723533892,0.4292780132572551,0.046,7.519,0.0795,0.5393617669459254,2.8548646246152565,0.0,108.687,0.116,0.037319116527037316,0.018088347296268088,5252,3.3229691746655816,5.293042257667988
50,0.12166608796296297,0.29479608508241606,0.046,9.828,0.078,0.3500095486111111,2.446586535224304,0.0,99.421,0.078,0.07798032407407407,0.00853587962962963,6912,2.422993046116158,6.99005654255067
51,0.2982377762893503,0.8711286125552398,0.015,9.731,0.11,0.2837754855994642,1.9422086592623982,0.0,66.444,0.088,0.17937039517749498,0.006028131279303416,7465,2.9209197553500763,6.84417350272368
52,0.12513421904275251,0.1487261562270196,0.046,8.44,0.097,0.3350340657468915,2.9897285789869614,0.0,151.414,0.063,0.16266394140691534,0.009368080395162664,5871,1.1885330596597787,8.923655486560625
53,0.12963348519362186,0.14774848178750227,0.016,6.692,0.125,0.6129364464692483,4.269859578815195,0.0,157.367,0.141,0.02232346241457859,0.015261958997722095,4390,1.139740103159486,6.966235412188723
54,0.1461125453812021,0.5315834213660424,0.046,9.547,0.086,0.461816054860831,3.052058394437876,0.0,93.584,0.078,0.10750302541347317,0.01371520774505849,4958,3.6381778168271683,6.608818299653135
55,0.11039123599921398,0.30620862255743714,0.015,9.828,0.093,0.4907651797995677,2.5297742939750827,0.0,64.334,0.125,0.05050108076242877,0.013165651404991157,5089,2.7738490269247227,5.15475506026785
56,0.13866916510514263,0.2825405092727828,0.046,9.22,0.113,0.501895690193629,2.6341357043520492,0.0,59.093,0.14,0.04580470539246304,0.01145117634811576,4803,2.037515038462611,5.2483728308880515
57,0.14457672069038097,0.27163301628069664,0.014,9.24,0.125,0.46603451904862137,3.258581815722225,0.0,115.833,0.063,0.2843611871185014,0.014102294253841297,4751,1.8788157248525075,6.992146895844548
58,0.12036440143067537,0.2463211043734334,0.046,8.301,0.078,0.4970500736377025,4.345821758608274,0.0,193.293,0.094,0.07910793183252683,0.008626130864717021,4753,2.0464614241886427,8.743227270449864
59,0.11603630862329804,0.13023125684292788,0.046,4.806,0.094,0.4814341906202723,2.9224240931971233,0.0,91.403,0.14,0.0340393343419062,0.01059001512859304,5288,1.1223319527141502,6.07024625615376
60,0.14844044943820225,0.20999011516182045,0.046,7.863,0.125,0.468579570990807,2.953839919680607,0.0,76.986,0.093,0.17262512768130744,0.015117466802860061,4895,1.4146421407140926,6.3038171157029765
61,0.12756218801996672,0.46144853319111084,0.015,9.994,0.078,0.5957508319467554,4.473435945561112,0.0,175.127,0.141,0.031405990016638935,0.014559068219633943,4808,3.6174397786190564,7.508904235925467
62,0.13471611929029823,0.26916840907069395,0.046,8.503,0.109,0.39795847489618724,3.5802903617382946,0.0,178.371,0.066,0.1857304643261608,0.011702529256323141,5298,1.9980415891484078,8.996643086121638
63,0.16490841916703985,0.35030910220403516,0.016,9.912,0.141,0.4782064487236901,3.615160286845748,0.0,98.336,0.047,0.3116883116883117,0.013882669055082848,4466,2.1242645098016393,7.559831734796626
64,0.22001445416508178,0.7002715982928274,0.046,9.499,0.109,0.38619170787371626,2.6000971134889572,0.0,83.759,0.078,0.1704069988588817,0.012552301255230125,5258,3.1828436042997335,6.732659092564417
65,0.14716534684827368,0.384390735458593,0.015,8.767,0.11,0.34764634146341467,3.6465268507263735,0.0,172.817,0.031,0.37630662020905925,0.010294583465315173,6314,2.611965001889316,10.489185174152405
66,0.11535624883243041,0.18676060671753447,0.046,8.908,0.094,0.43152979637586397,4.24015572942452,0.0,147.872,0.078,0.09844946758826827,0.00859331216140482,5353,1.6189899429620667,9.825870113801665
67,0.21137422755361687,0.46945132033883175,0.046,9.984,0.125,0.3202141039621956,2.530672675561856,0.0,122.79,0.063,0.2889858233369684,0.008724100327153763,5502,2.220948721005977,7.903064369271588
68,0.10687009849470358,0.20888088252707032,0.046,7.878,0.078,0.4084660843709348,2.9824091356843456,0.0,115.165,0.093,0.055194201821222824,0.01245121724586508,5381,1.9545306448596782,7.301485361452851
69,0.15057151347068146,0.21773012517127838,0.015,7.207,0.136,0.4183060618066561,4.944690851011151,0.0,228.536,0.062,0.24445324881141045,0.0071315372424722665,5048,1.446024683903265,11.820748735160862
70,0.16277643419572552,0.33656078783077076,0.046,9.562,0.125,0.24300210911136108,1.5593477604141555,0.0,55.226,0.063,0.2390326209223847,0.006186726659167604,7112,2.0676260018454733,6.417013276619546
71,0.0821988929184959,0.15827003904821757,0.012,8.611,0.078,0.4431326589043711,2.727800390982366,0.0,109.122,0.094,0.02500477190303493,0.013933956861996563,5239,1.9254521980624462,6.155719593601496
72,0.11118571971135587,0.22721988478772764,0.046,7.546,0.093,0.4501545765286745,3.7383690765305455,0.0,187.419,0.1425,0.013862514242309153,0.0072161033042157235,5266,2.0436067273531417,8.304634166686993
73,0.12172628026994838,0.3048634689029323,0.015,9.932,0.094,0.5986919412465264,4.345534432454944,0.0,208.526,0.093,0.10996427153632393,0.01627630011909488,5038,2.50449999972764,7.258381369569097
74,0.142307461406518,0.24695601999068265,0.046,9.19,0.125,0.6326228559176672,3.6126824801022974,0.0,90.079,0.14,0.10591766723842196,0.018867924528301886,4664,1.7353694426831472,5.710641729600219
75,0.2497017857142857,0.7542465661014468,0.046,9.812,0.124,0.4315723214285714,3.452763343153402,0.0,167.767,0.078,0.21410714285714286,0.012142857142857143,5600,3.0205893960424954,8.0004281361794
76,0.12559198184568834,0.19162676760436226,0.015,8.473,0.109,0.3047384266263237,2.6383277202501008,0.0,137.746,0.0335,0.36248108925869893,0.009077155824508321,6610,1.525788229377646,8.657679799224239
77,0.1485749601275917,0.26649174047792257,0.046,7.278,0.125,0.713227538543328,7.0720128011116685,0.0,247.292,0.156,0.051036682615629984,0.01036682615629984,3762,1.7936517717996863,9.9155072104413
78,0.17785785579074168,0.6834188546640391,0.015,9.516,0.088,0.3075634142144209,1.9717164673026197,0.0,67.586,0.078,0.10462915160901738,0.009120633281707107,5811,3.8425002461972455,6.41076401215919
79,0.10697151843438756,0.21934228061155275,0.046,7.998,0.078,0.4308904420758343,3.2004862993470455,0.0,108.201,0.083,0.044557050497990566,0.011182946007338808,5723,2.050473657117332,7.427610331592776
80,0.19005613342898134,0.6083094659424588,0.016,9.984,0.125,0.4304264705882353,2.581573458734726,0.0,104.148,0.094,0.226506456241033,0.014347202295552367,5576,3.2006831611659985,5.9977107244511725
81,0.210739522789844,0.569593805952637,0.046,9.691,0.125,0.27464285714285713,2.4886999239500076,0.0,80.286,0.078,0.23355766289385133,0.004435607219333129,6538,2.702833329088695,9.06158619903774
82,0.11472598870056497,0.17091397479171302,0.046,7.3,0.094,0.5801167608286252,3.878203805170028,0.0,97.435,0.14,0.012711864406779662,0.013182674199623353,4248,1.4897581335106103,6.685212472796843
83,0.11999133140697933,0.48648181415660036,0.015,9.594,0.078,0.5054827739497666,3.8755628103859365,0.0,103.104,0.093,0.03689708824183152,0.013114025338964214,4499,4.0543079941881865,7.66705219270455
84,0.11514702308626974,0.2278954794430267,0.046,9.479,0.093,0.6085431348724181,4.82428168776358,0.0,152.585,0.124,0.05297691373025516,0.013365735115431349,4115,1.97916952896198,7.927592000154595
85,0.15154058063148973,0.5138235392618127,0.015,9.563,0.094,0.48766158084339906,3.750323845294354,0.0,130.089,0.094,0.04280567916931553,0.011231193049374867,4719,3.390666296253068,7.690423015912507
86,0.11754986850091037,0.32945790907514727,0.046,9.778,0.093,0.43766943151932025,3.425528428865692,0.0,111.617,0.109,0.033582844426461665,0.009508395711106616,4943,2.8027075936082038,7.826748185209909
87,0.0985294117647059,0.3018801474611092,0.015,8.572,0.078,0.4881230936819172,3.0314675889692806,0.0,106.762,0.104,0.03376906318082789,0.010893246187363835,5508,3.063858213038123,6.2104572150088035
88,0.1288773991382687,0.14813601847957666,0.015,8.361,0.12,0.420963768115942,4.622940160395845,0.0,153.732,0.062,0.2520564042303173,0.008225616921269096,5106,1.14943364368058,10.981800597914148
89,0.2715256388842492,0.8375640431417296,0.015,9.937,0.109,0.3601917487890429,3.066348771827804,0.0,131.909,0.078,0.24052112911307832,0.007015199599131452,5987,3.0846591378384765,8.51310109722614
90,0.12628666536126884,0.21507552409743758,0.046,8.034,0.109,0.46106168004699427,3.3397716521519296,0.0,92.691,0.078,0.14000391619345995,0.00959467397689446,5107,1.7030739031881952,7.2436548008316795
91,0.19889920724801813,0.7886952498555168,0.046,9.984,0.109,0.7509555492638732,5.821418259178142,0.0,174.666,0.109,0.04841449603624009,0.01840317100792752,3532,3.9653011229554584,7.7520144366528845
92,0.1229971278932252,0.2315440133177148,0.046,9.438,0.109,0.49711741848285185,3.0166766468726474,0.0,110.435,0.156,0.0168947457340767,0.010305794897786788,5919,1.8825156105979972,6.068338253121799
93,0.2610202107445155,0.8025394341106127,0.015,9.672,0.137,0.33243513560200383,2.557957200018678,0.0,90.217,0.015,0.47780272931421663,0.010709967179132838,5789,3.0746256461195336,7.694605431482133
94,0.15357258064516127,0.37269554624413714,0.046,9.104,0.117,0.3923126286890872,2.3029488754589393,0.0,83.914,0.109,0.14790665751544269,0.010123541523678793,5828,2.4268365139039547,5.870187975223342
95,0.10115562913907285,0.15883698724144682,0.015,7.505,0.093,0.4660619400077912,3.3116926035944116,0.0,168.465,0.094,0.07070510323334632,0.014024152707440592,5134,1.5702239073919584,7.105692010677915
96,0.1281055179090029,0.15850863131224793,0.046,7.082,0.109,0.5429540174249757,4.49224133462216,0.0,158.967,0.1,0.10551790900290416,0.014762826718296224,4132,1.237328679509662,8.273704937164203
97,0.13661161651504547,0.22005320194570044,0.046,8.658,0.094,0.31877309307207835,2.4494308018325754,0.0,96.862,0.063,0.15552834149755074,0.008222533240027991,5716,1.6107942176459444,7.6839320979915025
98,0.1064503694185673,0.2067805095816224,0.015,9.547,0.094,0.414900899453903,4.322802473107322,0.0,236.606,0.109,0.04352714423385801,0.006745904272406039,6226,1.9425062656997722,10.418879493385145
99,0.14448180773649943,0.3746176920573839,0.046,9.751,0.109,0.41523535044044424,3.812198132039136,0.0,200.85,0.066,0.19149751053236308,0.014553810800459595,5222,2.592836412599417,9.180813069011345
100,0.13879765220851573,0.19451728911240995,0.016,5.125,0.125,0.4254874651810585,2.6322939822703324,0.0,110.249,0.093,0.22124950258654993,0.016713091922005572,5026,1.4014450966374172,6.186537084353842
101,0.12355085959885388,0.3082547357742884,0.046,9.401,0.093,0.6433383476599809,3.7244239549772336,0.0,125.513,0.1225,0.037488061127029605,0.017191977077363897,4188,2.4949622914412157,5.7892149108227535
102,0.12355032503922887,0.43859121696019565,0.015,9.935,0.088,0.5386175745348577,4.16646565665286,0.0,143.211,0.125,0.06388702084734364,0.010087424344317418,4461,3.5498993371400447,7.7354803363981555
103,0.17607622504537207,0.5866978795642477,0.015,9.789,0.109,0.449031941923775,3.570673306448869,0.0,176.312,0.078,0.1502722323049002,0.011978221415607986,5510,3.3320675713774808,7.951936094236712
104,0.09272183780791586,0.09178868469259195,0.046,4.165,0.078,0.8824896208137282,6.609947434775331,0.0,224.577,0.263,0.004151674508718516,0.012731801826736784,3613,0.9899359941801731,7.490113513947524
105,0.13652442428471737,0.3225344564314289,0.015,9.625,0.109,0.43465945568736913,2.7240959237625244,0.0,121.178,0.047,0.3025122121423587,0.01360781577110956,5732,2.3624670685942135,6.267195819896861
106,0.17161687170474518,0.6087605239199126,0.046,9.734,0.094,0.5660586555360282,3.6764572428286706,0.0,114.818,0.14,0.07557117750439367,0.013181019332161687,4552,3.547206739482133,6.494834425501817
107,0.13832662538699692,0.4250730524083147,0.016,9.875,0.109,0.5050566121185316,3.666453178825685,0.0,85.687,0.08,0.14352056612118533,0.010614772224679346,4522,3.0729662580800063,7.259489512366202
108,0.17736081353827046,0.3522888507881686,0.046,8.674,0.14,0.3495868653935724,2.217454963012541,0.0,68.689,0.077,0.28830926874708895,0.011023133053873622,6441,1.9862834622832433,6.343072874079758
109,0.1357370403587444,0.4049041992461022,0.015,8.486,0.094,0.4522868161434977,2.6922699033004895,0.0,102.851,0.094,0.09506726457399103,0.013452914798206279,5575,2.9830044781878704,5.952572144942446
110,0.17847498528546205,0.6868873669807191,0.046,9.797,0.078,0.49632038453992544,3.455115580329044,0.0,145.229,0.094,0.0778889542868354,0.012164018049833235,5097,3.848647842060758,6.961462168296464
111,0.13618205698120833,0.32589641966021105,0.015,8.299,0.11,0.5513463325924429,3.1875112335904867,0.0,82.384,0.109,0.08486562942008487,0.015558698727015558,4949,2.3930936783043397,5.781323000014776
112,0.2378341935483871,0.8323264845541964,0.046,9.984,0.109,0.49897956989247316,3.2939808008977436,0.0,97.928,0.11,0.04838709677419355,0.012258064516129033,4650,3.4996081603584073,6.601434206229275
113,0.2091591506129597,0.8184350117565287,0.015,9.463,0.089,0.4806398861646235,3.540366259482729,0.0,118.894,0.063,0.16243432574430824,0.012259194395796848,4568,3.9129773158766006,7.3659435294350954
114,0.12130030959752323,0.2723740703460023,0.046,9.595,0.094,0.46201775025799796,2.4508243541636143,0.0,80.327,0.125,0.02456140350877193,0.013622291021671827,4845,2.245452392081642,5.30461081375128
115,0.12618582944420875,0.20011335489841933,0.046,9.642,0.109,0.48163385659736957,3.381534436579756,0.0,111.538,0.078,0.08188375053033517,0.011667373780229105,4714,1.58586234111887,7.020964972166835
116,0.1817238467874794,0.4031497529600496,0.016,8.065,0.14,0.38459411037891267,3.4830002690127166,0.0,86.631,0.031,0.4021828665568369,0.010914332784184515,4856,2.218474680604363,9.056301630779444
117,0.09258674377224199,0.10098792113802277,0.046,4.758,0.078,0.8001078736654804,4.498467401521795,0.0,144.903,0.219,0.002001779359430605,0.016903914590747332,4496,1.0907384472495023,5.622326125742606
