user,click_dur_mean,click_dur_std,click_dur_min,click_dur_max,inter_click_mean,inter_click_std,inter_click_min,inter_click_max,double_click_rate,click_rate_per_sec,total_clicks,left_click_ratio,move_speed_mean,move_speed_std,move_speed_max,move_accel_mean,move_accel_std,pause_rate,direction_change_mean,direction_change_std,path_efficiency,move_range_x,move_range_y,rel_move_mean,rel_move_std,scroll_mag_mean,scroll_mag_std,scroll_down_ratio,inter_scroll_mean,inter_scroll_std,scroll_burst_rate,scroll_rate_per_sec,total_scroll_events
23,0.3497947019867581,0.4710251510822554,0.08400000000006003,4.580999999999904,8.585293333333334,12.042782840936534,0.17599999999993088,56.519000000000005,0.03666666666666667,0.10020723779737899,304,0.9572368421052632,520.3626387613701,994.2543688617072,9997.397121599168,657.3083862848304,1126.7378905801265,0.1111111111111111,1.1517236918635037,1.0117380618686074,0.0026584705382753098,1919.0,1199.0,8.9160454052994,9.63501485132425,120.0,0.0,0.6571428571428571,3.9145071770334927,20.91258965521174,0.33014354066985646,0.25668229576645335,210.0
24,0.25157246376813075,0.18406122515099024,0.09400000000005093,1.3759999999999764,9.500139534883717,12.887919539555236,0.1999999999998181,57.9380000000001,0.046511627906976744,0.04398550773140919,138,0.9855072463768116,419.2043253223169,693.5430175504702,6155.264927264387,480.65792832359324,761.7426572157914,0.10728862973760933,0.9216498106422136,0.9089447854216203,0.0018265633248827102,1919.0,1199.0,7.256040705646255,7.01319861853963,120.0,0.0,0.6011315417256011,1.7036373937677054,8.502694587489318,0.34419263456090654,0.5878107831269206,707.0
25,0.32065749235474944,0.23385691565664965,0.11000000000012733,2.0650000000000546,4.1500812499999995,6.223311193580833,0.23299999999994725,39.1400000000001,0.009375,0.12157747329292401,327,0.9388379204892966,519.7353105483762,868.8737151550824,7777.937254092788,613.3567001185199,964.5040964957944,0.08262108262108261,1.1783380424075303,1.0182400376471419,0.001079054114307072,1919.0,1199.0,9.771196899489894,12.66496198856543,120.2158273381295,5.084554959448813,0.47302158273381295,1.712255855855856,7.7811125936975785,0.3621621621621622,0.5850771649433548,556.0
26,0.1424427480916065,0.21163814575233983,0.02599999999983993,2.48700000000008,6.156791338582679,8.3763330113065,0.05499999999983629,52.197000000000116,0.023622047244094488,0.08680403128523308,262,0.9541984732824428,610.1837313403223,1053.1995153233063,13821.70449738293,423.2918253384383,730.9716264457307,0.06253114100647733,0.5101896412804728,0.7342498839347642,0.0008148753661053708,1679.0,1049.0,5.284836087234597,5.609740396563773,120.0,0.0,0.5186335403726708,1.8669828926905132,8.433753272751597,0.7309486780715396,0.5364565545161478,644.0
27,0.2969082125603903,0.2691484447194024,0.08999999999991815,2.747000000000071,7.893836633663366,9.540142547144999,0.31199999999989814,44.735999999999876,0.0,0.07408123168099977,207,0.9178743961352657,462.5310108542389,875.3264538666591,14090.742781694562,543.5930304731346,985.2971736772905,0.11175198269646719,0.964149339940814,0.9117423702827805,0.001164874892646776,1919.0,1199.0,6.225302186141295,9.17698993258443,120.0,0.0,0.6128,1.7969791666666668,7.8568248692973635,0.3125,0.557381288933083,625.0
28,0.16645410628019044,0.26129971790983114,0.02400000000000091,2.3489999999999895,6.993794117647059,9.415796835937554,0.18700000000001182,52.167,0.014705882352941176,0.10171700266036644,207,1.0,689.5858327295228,1129.9552027797683,11767.188577806233,615.3383734488273,928.225233679361,0.08749639041293676,0.5967767811536736,0.7887362792325976,0.0016010679713190476,1679.0,1049.0,7.74542923352845,6.704326298400436,120.0,0.0,0.6439393939393939,8.764358778625953,34.811600960324945,0.648854961832061,0.1149694590599853,132.0
29,0.1667758620689588,0.2874102284494449,0.04200000000003001,2.1529999999999916,10.236261261261262,10.07261800846013,0.3300000000000409,54.827999999999975,0.0,0.05682694969100346,116,1.0,744.3106887205658,1394.6037916305497,10445.313408730755,735.2430416076161,1214.9792850805648,0.11315979754157629,0.6288462504662272,0.7803892976340918,0.0020242903954804806,1679.0,1049.0,6.445496342868563,6.5885199098718505,120.0,0.0,0.5244755244755245,7.054753521126761,42.58255618045707,0.5774647887323944,0.14274662474108457,143.0
30,0.26719205298013193,0.5230986853728762,0.03099999999994907,3.527999999999963,8.742624161073824,10.71284948243192,0.09999999999990905,54.19400000000002,0.020134228187919462,0.07711809672537281,152,1.0,319.9061448565894,536.6083630268581,6371.478133868149,222.74883745042334,397.4082701828811,0.06919085143186623,0.41937441433488404,0.6194362771484041,0.0022268012833297516,1671.0,1039.0,3.9056186866647824,4.165252996917877,120.0,0.0,0.6240875912408759,3.9736227106227107,13.593939269308684,0.48717948717948717,0.2525813537807465,274.0
31,0.4194505119453916,0.6201608855784531,0.10300000000000864,4.495000000000118,5.23440418118467,7.696112167301738,0.3009999999999309,47.822,0.0,0.13795070499334947,296,1.0,355.3723884614705,646.1376647224585,6569.667120375647,421.3796126885386,706.9706252373811,0.10582386363636363,0.9652011204201459,0.9384487283426415,0.001653586686680986,1919.0,1199.0,5.3189615343708105,6.004354767075697,120.0,0.0,0.4716981132075472,6.580075949367089,23.611366502078987,0.2911392405063291,0.15293579005282537,159.0
32,0.20405208333332794,0.44800105491393305,0.02400000000000091,4.596000000000004,6.773888888888888,9.279592010241792,0.08299999999996999,48.192999999999984,0.021164021164021163,0.09661927649683534,193,0.9430051813471503,597.1703812726568,1001.7352574665567,7594.642032125996,455.8681744516422,730.8893212220258,0.07442790491001999,0.5392068819170248,0.7344912430046386,0.002345254736129567,1646.0,1049.0,5.469202638123635,5.164537884157242,120.0,0.0,0.6313559322033898,5.217902127659575,23.12506939718157,0.548936170212766,0.19246342583266934,236.0
33,0.19184337349397712,0.2760280593062224,0.03399999999987813,2.463999999999942,7.042719008264461,9.582247693688169,0.07800000000020191,55.988000000000056,0.024793388429752067,0.09750687834665926,249,0.927710843373494,599.7836744585356,1161.0525615878898,17531.91489360752,479.1603898813229,922.1350537499172,0.05682670667666917,0.5850175686580609,0.7833154282375994,0.0012180218999748589,1679.0,1049.0,6.063165237429212,6.684407603407091,120.0,0.0,0.5887096774193549,8.171821138211381,37.12280004114504,0.6910569105691057,0.12336663569235544,124.0
34,0.3972169811320835,0.39179165152184536,0.1089999999999236,2.8729999999999905,6.744733009708737,10.200704897191658,0.2819999999999254,54.56899999999996,0.009708737864077669,0.09648872083264304,212,0.9481132075471698,432.7822651027349,824.1632826788135,7325.629288149737,517.575722638298,840.7537023414048,0.15036112934996718,1.061453682360127,0.9605751356850533,0.0011587303007183326,1919.0,1199.0,7.168208458954084,8.722876375707843,120.0,0.0,0.5941422594142259,4.7402226890756305,14.045781473093811,0.13445378151260504,0.21184694191405043,239.0
35,0.37466071428571274,0.446895832253126,0.09299999999996089,3.574000000000069,9.239710280373831,11.010792619622087,0.3269999999999982,55.879,0.0,0.04761914707424201,114,1.0,437.19908022715964,771.0948631808426,8772.836180073582,535.7056699614149,870.961932185031,0.1448948948948949,1.005490800414296,0.9492906791259774,0.002007569951118598,1919.0,1199.0,6.69069139497084,6.545345703833719,120.0,0.0,0.47715736040609136,5.451602040816326,28.258227753707484,0.37755102040816324,0.18436819732825216,197.0
36,0.13751190476191227,0.15066254424783845,0.032000000000152795,1.4039999999999964,9.970538461538462,11.801763666555658,0.1009999999998854,56.861999999999995,0.03643724696356275,0.07580335766761491,252,0.9880952380952381,552.6787148322818,1029.9182778210206,13595.89451519936,451.35455781793,821.3211469443233,0.07306259975172903,0.6205586290776024,0.7725172851968488,0.0012178465435316828,1679.0,1049.0,5.2731424006904035,5.852849618319708,122.1556886227545,15.938495578073413,0.5299401197604791,3.568534534534534,17.609561749730624,0.6486486486486487,0.281068599251718,334.0
37,0.3553450479233236,0.2510854565701433,0.08699999999998909,1.8209999999999127,4.735717041800643,6.850822540119162,0.24200000000018917,49.220000000000006,0.01929260450160772,0.15612771346723736,313,1.0,450.6477961530748,740.4459914416277,8400.609501696887,505.87184114443187,791.6107772788797,0.08140133951571354,0.9668552782780917,0.958036194775212,0.0010828026761385194,1910.0,1199.0,7.090453672770966,7.4175820424802295,120.0,0.0,0.6666666666666666,10.22838947368421,34.29476889902867,0.1368421052631579,0.0987962296888845,96.0
38,0.1456572580645177,0.16592263873292323,0.023000000000024556,1.3719999999999573,5.352983673469388,7.653568785796409,0.07500000000004547,59.514,0.053061224489795916,0.12491764502031927,248,0.9556451612903226,558.4966531040883,970.022009349177,10672.506734557313,460.7987533595211,764.3921528208102,0.06553740673522887,0.6204348338733143,0.7997889642434587,0.0019035543358070488,1679.0,1049.0,5.500424481276785,5.513726262697901,121.86666666666666,14.84976617848091,0.5866666666666667,2.604824053452116,14.823392159257185,0.7750556792873051,0.3847581068533114,450.0
39,0.3405090909090881,0.3055376109999258,0.1369999999999436,2.258000000000038,7.078757575757574,9.84464900040781,0.3489999999999327,55.333,0.0,0.05190307336971267,110,1.0,460.3747830245394,887.7435904560193,8590.293399576292,535.2628697064164,982.602924561901,0.11331679073614558,1.0851931109165422,0.974507104672741,0.0018192015255717646,1919.0,1199.0,8.714573456284981,10.331049784039495,120.0,0.0,0.9032258064516129,19.512475409836064,49.52816356364427,0.19672131147540983,0.05208941568277882,62.0
40,0.17638392857142327,0.31373382842602326,0.04099999999993997,3.09699999999998,6.255773755656109,8.319864019154984,0.09800000000018372,58.172,0.049773755656108594,0.10852560695610382,224,1.0,547.4731260823429,928.4477857224454,12951.148400708511,394.54752043873737,675.990641128074,0.0922782691847956,0.5553087475296127,0.7430273127661887,0.002908061709804426,1679.0,1049.0,4.906064171580048,4.846924368683132,120.0,0.0,0.4798387096774194,4.992821862348179,19.96579249740012,0.6234817813765182,0.20109841902585654,248.0
41,0.33286111111112276,0.29160834205198405,0.15599999999994907,2.270999999999731,12.664300000000006,12.483406415851917,0.3489999999999327,52.97800000000001,0.0,0.019568397255858426,72,0.5,354.7597375886314,676.3899200282527,7980.30834521046,429.2059894272952,774.6153251040981,0.14350453172205438,0.857938111965883,0.8856357010894081,0.0026944558469361403,1919.0,1199.0,6.039192402834827,6.211359376998031,120.0,0.0,0.6785714285714286,3.5225945945945942,23.528168013274467,0.5315315315315315,0.2864391521401097,112.0
42,0.16028571428570784,0.4038825116324174,0.031000000000062755,3.894999999999982,9.41575609756097,11.73815510451216,0.37800000000004275,47.81700000000001,0.0,0.04511044872007777,91,1.0,449.7023832696338,836.0953688226407,11556.012351046033,360.56010937940283,690.4554367683761,0.07709677419354839,0.5262631866712515,0.7325181617411596,0.003317354464985767,1569.0,1049.0,5.095927603469422,5.822920309558231,120.0,0.0,0.6534296028880866,2.9834963768115945,13.997645099174742,0.6702898550724637,0.3363916229985002,277.0
43,0.37490983606557077,0.2600579854664949,0.10099999999999909,1.6380000000000052,5.726222222222221,7.661018205866457,0.2720000000000482,47.77800000000002,0.00823045267489712,0.11639526697099771,246,1.0,516.6529895435749,896.0324066733692,7406.99070492224,674.8331509235853,1004.2707935631047,0.11570247933884298,1.197875046776355,1.0143708684725337,0.0010894934721920654,1919.0,1199.0,7.755687262315578,7.964375172423939,120.0,0.0,0.4876847290640394,2.8742172839506175,13.155606713383921,0.24444444444444444,0.34877987179332987,406.0
44,0.13661170212765752,0.15325525665649728,0.024999999999977263,1.52800000000002,6.989972826086958,9.53130658525303,0.0829999999998563,47.254999999999995,0.10869565217391304,0.09638974269578526,188,0.9308510638297872,440.5782026040866,737.2844287492838,8709.5028684482,313.0043762730756,526.5562644019907,0.0935329861111111,0.5016302572832336,0.697687248387783,0.00139942634987634,1346.0,1049.0,4.0834523451325095,4.2035651808802985,120.30927835051547,6.084221311208043,0.5257731958762887,3.0384935400516793,11.430018690625406,0.7002583979328165,0.32996087242335004,388.0
45,0.2868923076923099,0.26183452142048863,0.10999999999998522,2.917,6.779683937823834,9.712797909547533,0.24500000000000455,48.644000000000005,0.0051813471502590676,0.10018439065541655,195,1.0,398.15569314144085,785.2092946795756,9796.208246051123,490.8133996756043,895.443492389535,0.10344827586206896,0.9864299739464372,0.9690651741133328,0.0013212590599629315,1919.0,1199.0,5.53818100655836,6.844670634972976,120.0,0.0,0.4407894736842105,2.204424175824176,13.48180001165055,0.27912087912087913,0.4546301992097809,456.0
46,0.17835624999999733,0.27255832740156444,0.02299999999991087,2.0720000000000027,8.32468152866242,13.107568127499759,0.05099999999998772,56.73700000000002,0.07643312101910828,0.07941711806198407,160,0.8625,556.3526276931937,881.3618422681025,12079.999999956053,427.88836963930794,751.6434706007852,0.06881313131313131,0.5454966522210016,0.7296993905444344,0.0022122986803035797,1679.0,1049.0,6.158691793502221,5.929731136697458,120.0,0.0,0.8258928571428571,4.982995515695068,25.738409194101894,0.6681614349775785,0.20158242201280047,224.0
47,0.3020752212389269,0.21463032348131605,0.0860000000002401,1.5139999999998963,5.939306306306307,7.7101589936899755,0.2319999999999709,54.27999999999997,0.009009009009009009,0.07844389526004499,226,0.8938053097345132,374.66127828502755,544.1730176380602,5284.816925956774,393.55967110489667,552.6458315350889,0.08824759514847344,1.016395445033728,0.9114157769914328,0.001267611235959731,1919.0,1199.0,5.1957144380325655,4.72955409242801,121.33333333333333,12.578641509408804,0.5444444444444444,2.6594432071269485,11.193229025603076,0.24721603563474387,0.37685601587820017,450.0
48,0.18506936416185174,0.38784037571960783,0.03099999999994907,2.786000000000058,7.663601190476191,9.582249020938885,0.36400000000003274,40.90599999999995,0.0,0.08610859338875143,173,0.9653179190751445,532.5611421048569,945.4490898087948,10757.144656402554,400.2562942889508,705.5207737519302,0.07908761458111277,0.4877922803085841,0.6832609639358813,0.001731718980479832,1679.0,1049.0,5.591019638473669,5.578251046604587,120.0,0.0,0.5357142857142857,4.0812652329749115,15.194305843737009,0.5197132616487455,0.24590027163197864,280.0
49,0.284951388888878,0.29745686731816706,0.10000000000013642,2.694999999999993,9.986647058823527,11.912083533569048,0.26599999999999113,55.643,0.007352941176470588,0.06990606857494051,144,1.0,369.80250370911887,663.8485349356157,7256.505329401096,400.93247930143946,691.644695845684,0.10586552217453506,0.9139834215596783,0.9100688850262597,0.002537925312324222,1919.0,1199.0,6.66918981577475,6.53880261309264,120.88888888888889,10.2896328024802,0.48148148148148145,4.219483271375465,15.779495808867342,0.3308550185873606,0.2378768696461185,270.0
50,0.3494105960264908,0.3466106136626775,0.09800000000007003,4.071000000000026,4.748073578595318,7.802873950510979,0.2659999999999627,56.98700000000008,0.0033444816053511705,0.14862259230174213,303,0.9240924092409241,565.8125940997146,849.4861758172127,8045.636088735359,663.8406014012207,916.5694782654432,0.0826251180358829,1.1882388545069427,1.041719774482973,0.004019755834629387,1919.0,1199.0,8.876190732336775,8.323816064380923,120.0,0.0,0.5511551155115512,3.6740397350993375,18.154640988343438,0.24503311258278146,0.27308122138505353,303.0
51,0.11181818181818283,0.10428790410276959,0.03899999999998727,0.8419999999999996,8.08242372881356,9.814061601018695,0.07399999999995543,41.41500000000019,0.06779661016949153,0.06399731313680526,125,0.5,612.3793241985401,1043.1343431694472,11455.308083830249,447.9440049165642,769.574977383795,0.05843230403800475,0.5485397706242614,0.704518282964919,0.0013169557805590493,1679.0,1049.0,5.272846102326496,5.391642449274554,120.0,0.0,0.5638474295190713,1.759513289036545,11.469039146509855,0.6644518272425249,0.5692830715229125,603.0
52,0.3343348416289493,0.3900280487750966,0.1290000000000191,4.788999999999987,6.555958525345622,9.943990972165102,0.3269999999999982,59.19599999999991,0.0,0.1022634463706888,221,0.5,648.3708122541441,1113.7469284588203,9339.072152220268,809.3549572512412,1205.3378978108285,0.10630841121495327,1.2039826474468691,1.0137924107168497,0.0006651988665365441,1919.0,1199.0,11.372168340463212,13.632663069108665,120.0,0.0,0.519774011299435,5.4585170454545455,27.787900750591245,0.23863636363636365,0.18424084963136217,177.0
53,0.20764327485380046,0.3617167904450384,0.03700000000003456,3.8530000000000086,7.6715602409638555,9.55678754089431,0.07699999999999818,47.91899999999987,0.012048192771084338,0.08783951771481642,171,0.9298245614035088,469.6648221885777,707.9347514566025,8307.686276002865,300.63502392817463,473.5174302654721,0.06385737439222042,0.47596555572681254,0.6934180422558103,0.0015081636916071312,1674.0,1049.0,4.146970385762998,4.124502014294343,120.0,0.0,0.5865384615384616,4.9624009661835755,21.653164586883502,0.5748792270531401,0.2024888606789023,208.0
