participant_id,file,file_exists,rows,sections,columns,numeric_features,nan_values,inf_values,finite_ratio,sections_checked,sections_valid,temporal_score,feature_variability_mean,feature_variability_median,constant_feature_count,constant_feature_ratio,extreme_value_count,feature_quality_score,row_quality_score,sequence_quality_score,overall_quality_score,eligible,failure_reason
177165,processed\features\177165_features.csv,1,1014,15,23,16,375,0,0.9768860946745562,15,15,1.0,93.3092614685678,18.97374442366852,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
81787,processed\features\81787_features.csv,1,1008,15,23,16,375,0,0.9767485119047619,15,15,1.0,329.6312334900682,144.83680696403712,0,0.0,35,1.0,1.0,1.0,1.0,1,PASS
55011,processed\features\55011_features.csv,1,999,15,23,16,375,0,0.976539039039039,15,15,1.0,126.25246058008882,24.313509204922294,0,0.0,1,1.0,1.0,1.0,1.0,1,PASS
327287,processed\features\327287_features.csv,1,998,15,23,16,375,0,0.9765155310621243,15,15,1.0,231.4149255998172,22.4347087827567,0,0.0,15,1.0,1.0,1.0,1.0,1,PASS
26717,processed\features\26717_features.csv,1,996,15,23,16,375,0,0.9764683734939759,15,15,1.0,81.62272331432803,12.992248242907188,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
375944,processed\features\375944_features.csv,1,994,15,23,16,375,0,0.9764210261569416,15,15,1.0,160.66659916453602,41.554898664436806,0,0.0,9,1.0,1.0,1.0,1.0,1,PASS
487671,processed\features\487671_features.csv,1,993,15,23,16,375,0,0.9763972809667674,15,15,1.0,180.02254724345119,21.859668818477555,0,0.0,15,1.0,1.0,1.0,1.0,1,PASS
52447,processed\features\52447_features.csv,1,992,15,23,16,375,0,0.9763734879032258,15,15,1.0,104.28701213247234,19.434889576777564,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
227483,processed\features\227483_features.csv,1,990,15,23,16,375,0,0.9763257575757576,15,15,1.0,92.7153013289969,26.16642911695883,0,0.0,4,1.0,1.0,1.0,1.0,1,PASS
9911,processed\features\9911_features.csv,1,988,15,23,16,375,0,0.9762778340080972,15,15,1.0,65.21373646752815,39.32883040817802,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
332544,processed\features\332544_features.csv,1,988,15,23,16,375,0,0.9762778340080972,15,15,1.0,95.6729420675585,24.09487210469443,0,0.0,2,1.0,1.0,1.0,1.0,1,PASS
37312,processed\features\37312_features.csv,1,988,15,23,16,375,0,0.9762778340080972,15,15,1.0,85.02790268765983,22.002347787652422,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
355621,processed\features\355621_features.csv,1,979,15,23,16,375,0,0.9760597548518897,15,15,1.0,186.30058133666637,13.552681516731855,0,0.0,7,1.0,1.0,1.0,1.0,1,PASS
225563,processed\features\225563_features.csv,1,978,15,23,16,375,0,0.9760352760736196,15,15,1.0,75.83824423988996,17.439273159936704,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
380944,processed\features\380944_features.csv,1,977,15,23,16,375,0,0.976010747185261,15,15,1.0,87.49030906517896,19.307463945742384,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
49315,processed\features\49315_features.csv,1,976,15,23,16,375,0,0.9759861680327869,15,15,1.0,167.68097044873087,22.866682594179185,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
151594,processed\features\151594_features.csv,1,974,15,23,16,375,0,0.9759368583162218,15,15,1.0,109.46022900398248,19.706955825383957,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
65143,processed\features\65143_features.csv,1,970,15,23,16,375,0,0.9758376288659794,15,15,1.0,68.52742886810172,31.944709068703933,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
315715,processed\features\315715_features.csv,1,967,15,23,16,375,0,0.9757626680455016,15,15,1.0,201.46463019271317,37.81672712868378,0,0.0,12,1.0,1.0,1.0,1.0,1,PASS
443840,processed\features\443840_features.csv,1,963,15,23,16,375,0,0.9756619937694704,15,15,1.0,82.61950641640566,29.842051321397534,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
419907,processed\features\419907_features.csv,1,962,15,23,16,375,0,0.9756366943866944,15,15,1.0,73.18718613808649,29.276332770720913,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
148521,processed\features\148521_features.csv,1,962,15,23,16,375,0,0.9756366943866944,15,15,1.0,203.34837546636393,16.531100631808613,0,0.0,9,1.0,1.0,1.0,1.0,1,PASS
245393,processed\features\245393_features.csv,1,959,15,23,16,375,0,0.9755604796663191,15,15,1.0,136292.89555618778,22.37366870570522,0,0.0,1,1.0,1.0,1.0,1.0,1,PASS
282003,processed\features\282003_features.csv,1,959,15,23,16,375,0,0.9755604796663191,15,15,1.0,59.627103894999635,21.536467320873342,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
493430,processed\features\493430_features.csv,1,958,15,23,16,375,0,0.9755349686847599,15,15,1.0,524.6914077516815,45.53350379223873,0,0.0,122,1.0,1.0,1.0,1.0,1,PASS
33986,processed\features\33986_features.csv,1,954,15,23,16,375,0,0.9754323899371069,15,15,1.0,112.52399067051408,39.04124541217118,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
168954,processed\features\168954_features.csv,1,954,15,23,16,375,0,0.9754323899371069,15,15,1.0,103.2021009993506,18.602450362778033,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
342577,processed\features\342577_features.csv,1,952,15,23,16,375,0,0.9753807773109243,15,15,1.0,216.0981089523642,38.11437721885548,0,0.0,21,1.0,1.0,1.0,1.0,1,PASS
287918,processed\features\287918_features.csv,1,951,15,23,16,375,0,0.9753548895899053,15,15,1.0,398.52504793375783,33.68618681014284,0,0.0,40,1.0,1.0,1.0,1.0,1,PASS
475939,processed\features\475939_features.csv,1,951,15,23,16,375,0,0.9753548895899053,15,15,1.0,64.65336546007674,25.721185324133334,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
396105,processed\features\396105_features.csv,1,950,15,23,16,375,0,0.975328947368421,15,15,1.0,99.27886879705545,26.00970934663365,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
259665,processed\features\259665_features.csv,1,950,15,23,16,375,0,0.975328947368421,15,15,1.0,96.08767205488529,10.972123758018633,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
260541,processed\features\260541_features.csv,1,949,15,23,16,375,0,0.9753029504741834,15,15,1.0,173.5921229419321,24.80308712619033,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
244964,processed\features\244964_features.csv,1,948,15,23,16,375,0,0.9752768987341772,15,15,1.0,252.9833900376959,65.89189833174672,0,0.0,20,1.0,1.0,1.0,1.0,1,PASS
339629,processed\features\339629_features.csv,1,947,15,23,16,375,0,0.9752507919746568,15,15,1.0,171.68111472698214,40.02548555712222,0,0.0,7,1.0,1.0,1.0,1.0,1,PASS
133013,processed\features\133013_features.csv,1,946,15,23,16,375,0,0.9752246300211417,15,15,1.0,367.81143915614194,32.528741299527134,0,0.0,33,1.0,1.0,1.0,1.0,1,PASS
117663,processed\features\117663_features.csv,1,944,15,23,16,375,0,0.9751721398305084,15,15,1.0,87.11125804133835,16.539946798026392,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
38781,processed\features\38781_features.csv,1,942,15,23,16,375,0,0.9751194267515924,15,15,1.0,189.05831556747896,25.83227040922351,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
293028,processed\features\293028_features.csv,1,941,15,23,16,375,0,0.9750929861849097,15,15,1.0,116.11976362903563,41.236891056671155,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
215078,processed\features\215078_features.csv,1,941,15,23,16,375,0,0.9750929861849097,15,15,1.0,32898.37094274014,29.146210431122313,0,0.0,1,1.0,1.0,1.0,1.0,1,PASS
464528,processed\features\464528_features.csv,1,940,15,23,16,375,0,0.9750664893617021,15,15,1.0,81.20327738426857,34.98822110204434,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
105471,processed\features\105471_features.csv,1,939,15,23,16,375,0,0.9750399361022364,15,15,1.0,182.1010008664819,43.67118670272038,0,0.0,2,1.0,1.0,1.0,1.0,1,PASS
10784,processed\features\10784_features.csv,1,938,15,23,16,375,0,0.9750133262260128,15,15,1.0,210.06369872325325,33.66266925677468,0,0.0,15,1.0,1.0,1.0,1.0,1,PASS
198220,processed\features\198220_features.csv,1,938,15,23,16,375,0,0.9750133262260128,15,15,1.0,69.72455923222549,20.0824001387793,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
368104,processed\features\368104_features.csv,1,937,15,23,16,375,0,0.9749866595517609,15,15,1.0,138.38982651044083,38.85975029191021,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
401824,processed\features\401824_features.csv,1,937,15,23,16,375,0,0.9749866595517609,15,15,1.0,154.6778396191816,28.327374793113588,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
489549,processed\features\489549_features.csv,1,937,15,23,16,375,0,0.9749866595517609,15,15,1.0,91.98878071936538,15.943667511337164,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
300648,processed\features\300648_features.csv,1,937,15,23,16,375,0,0.9749866595517609,15,15,1.0,72.59123312378848,13.505502935812785,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
478136,processed\features\478136_features.csv,1,934,15,23,16,375,0,0.9749063169164882,15,15,1.0,134.0561167472177,23.946485295073234,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
426232,processed\features\426232_features.csv,1,932,15,23,16,375,0,0.9748524678111588,15,15,1.0,105.94330535142748,22.040559092663546,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
296856,processed\features\296856_features.csv,1,932,15,23,16,375,0,0.9748524678111588,15,15,1.0,140.73259086004865,15.361093944414929,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
250276,processed\features\250276_features.csv,1,931,15,23,16,375,0,0.9748254564983888,15,15,1.0,113.73651397829975,65.0163967107951,0,0.0,1,1.0,1.0,1.0,1.0,1,PASS
231018,processed\features\231018_features.csv,1,931,15,23,16,375,0,0.9748254564983888,15,15,1.0,347.48150662461563,48.244465776084795,0,0.0,38,1.0,1.0,1.0,1.0,1,PASS
437300,processed\features\437300_features.csv,1,931,15,23,16,375,0,0.9748254564983888,15,15,1.0,204.91411478175004,30.71323594319344,0,0.0,13,1.0,1.0,1.0,1.0,1,PASS
104537,processed\features\104537_features.csv,1,931,15,23,16,375,0,0.9748254564983888,15,15,1.0,356.2313117311988,27.421502697732294,0,0.0,20,1.0,1.0,1.0,1.0,1,PASS
429345,processed\features\429345_features.csv,1,930,15,23,16,375,0,0.9747983870967742,15,15,1.0,432.58267713365973,38.81178574995894,0,0.0,52,1.0,1.0,1.0,1.0,1,PASS
8891,processed\features\8891_features.csv,1,929,15,23,16,375,0,0.9747712594187298,15,15,1.0,189.0530260938098,56.084993660137215,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
79734,processed\features\79734_features.csv,1,929,15,23,16,375,0,0.9747712594187298,15,15,1.0,156.5090462880947,23.390740951958314,0,0.0,6,1.0,1.0,1.0,1.0,1,PASS
283757,processed\features\283757_features.csv,1,928,15,23,16,375,0,0.9747440732758621,15,15,1.0,167539.48472330198,48.70444904309436,0,0.0,1,1.0,1.0,1.0,1.0,1,PASS
453872,processed\features\453872_features.csv,1,926,15,23,16,375,0,0.974689524838013,15,15,1.0,116.03288946673217,32.67421707803103,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
244190,processed\features\244190_features.csv,1,926,15,23,16,375,0,0.974689524838013,15,15,1.0,104.34210364247879,31.75374194931812,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
27367,processed\features\27367_features.csv,1,925,15,23,16,375,0,0.9746621621621622,15,15,1.0,203.03717243919758,21.52482893342087,0,0.0,6,1.0,1.0,1.0,1.0,1,PASS
317384,processed\features\317384_features.csv,1,923,15,23,16,375,0,0.9746072589382448,15,15,1.0,74.18563372041146,18.709024895820644,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
465300,processed\features\465300_features.csv,1,922,15,23,16,375,0,0.9745797180043384,15,15,1.0,291.00790574096294,35.04083603676483,0,0.0,32,1.0,1.0,1.0,1.0,1,PASS
229833,processed\features\229833_features.csv,1,922,15,23,16,375,0,0.9745797180043384,15,15,1.0,129.51762377637544,28.98906487170762,0,0.0,6,1.0,1.0,1.0,1.0,1,PASS
373545,processed\features\373545_features.csv,1,922,15,23,16,375,0,0.9745797180043384,15,15,1.0,76.56720037883197,19.348541475429933,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
171020,processed\features\171020_features.csv,1,921,15,23,16,375,0,0.9745521172638436,15,15,1.0,130.48042396240385,33.8547443021436,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
245244,processed\features\245244_features.csv,1,921,15,23,16,375,0,0.9745521172638436,15,15,1.0,100.42524928951524,28.884053907189838,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
330188,processed\features\330188_features.csv,1,921,15,23,16,375,0,0.9745521172638436,15,15,1.0,92.93568883176687,19.383019668790915,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
258791,processed\features\258791_features.csv,1,921,15,23,16,375,0,0.9745521172638436,15,15,1.0,59.43148307172885,17.10412951543161,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
503648,processed\features\503648_features.csv,1,920,15,23,16,375,0,0.9745244565217391,15,15,1.0,226.347406612656,24.198302015708876,0,0.0,9,1.0,1.0,1.0,1.0,1,PASS
64052,processed\features\64052_features.csv,1,918,15,23,16,375,0,0.974468954248366,15,15,1.0,91.20373334479677,29.871687051894895,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
298764,processed\features\298764_features.csv,1,916,15,23,16,375,0,0.9744132096069869,15,15,1.0,64.809768236985,19.680846987012558,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
250739,processed\features\250739_features.csv,1,915,15,23,16,375,0,0.9743852459016393,15,15,1.0,52.658596623147226,27.58956640579193,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
139597,processed\features\139597_features.csv,1,914,15,23,16,375,0,0.9743572210065645,15,15,1.0,62.41204733041485,52.94649634506679,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
90362,processed\features\90362_features.csv,1,914,15,23,16,375,0,0.9743572210065645,15,15,1.0,252222.7063359803,48.2138992209934,0,0.0,1,1.0,1.0,1.0,1.0,1,PASS
34383,processed\features\34383_features.csv,1,913,15,23,16,375,0,0.974329134720701,15,15,1.0,97.10622965117923,33.73438427288693,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
280931,processed\features\280931_features.csv,1,913,15,23,16,375,0,0.974329134720701,15,15,1.0,80.06604281553902,13.15068820366874,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
72387,processed\features\72387_features.csv,1,912,15,23,16,375,0,0.9743009868421053,15,15,1.0,143.144266911259,24.716155252370363,0,0.0,2,1.0,1.0,1.0,1.0,1,PASS
46941,processed\features\46941_features.csv,1,912,15,23,16,375,0,0.9743009868421053,15,15,1.0,58.31446795690231,17.356504329503153,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
403133,processed\features\403133_features.csv,1,911,15,23,16,375,0,0.9742727771679474,15,15,1.0,82.25750117644289,24.94195195152315,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
326323,processed\features\326323_features.csv,1,911,15,23,16,375,0,0.9742727771679474,15,15,1.0,136.91796008342598,22.92324371233829,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
256983,processed\features\256983_features.csv,1,910,15,23,16,375,0,0.9742445054945055,15,15,1.0,128.19279425807477,39.448865075463075,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
82853,processed\features\82853_features.csv,1,910,15,23,16,375,0,0.9742445054945055,15,15,1.0,89.98604061658085,32.10618743338359,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
101094,processed\features\101094_features.csv,1,908,15,23,16,375,0,0.9741877753303965,15,15,1.0,64.95983667514636,33.7740825557848,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
431897,processed\features\431897_features.csv,1,905,15,23,16,375,0,0.9741022099447514,15,15,1.0,173.305287455878,55.844504911378316,0,0.0,6,1.0,1.0,1.0,1.0,1,PASS
390791,processed\features\390791_features.csv,1,905,15,23,16,375,0,0.9741022099447514,15,15,1.0,112.09374931249351,24.578787037164453,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
425434,processed\features\425434_features.csv,1,904,15,23,16,375,0,0.9740735619469026,15,15,1.0,141.14409694614358,65.82791008405925,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
517836,processed\features\517836_features.csv,1,904,15,23,16,375,0,0.9740735619469026,15,15,1.0,184.76886261558502,34.75891910788823,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
3264,processed\features\3264_features.csv,1,904,15,23,16,375,0,0.9740735619469026,15,15,1.0,122.41845241819235,21.50781722997306,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
244917,processed\features\244917_features.csv,1,904,15,23,16,375,0,0.9740735619469026,15,15,1.0,50.31895910572672,13.619481968511696,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
392998,processed\features\392998_features.csv,1,903,15,23,16,375,0,0.9740448504983389,15,15,1.0,200.21159363595106,55.35708331700718,0,0.0,15,1.0,1.0,1.0,1.0,1,PASS
308368,processed\features\308368_features.csv,1,903,15,23,16,375,0,0.9740448504983389,15,15,1.0,68.49020365124656,37.55983106061467,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
57073,processed\features\57073_features.csv,1,903,15,23,16,375,0,0.9740448504983389,15,15,1.0,159.9209339767468,28.68712123731119,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
117482,processed\features\117482_features.csv,1,902,15,23,16,375,0,0.9740160753880266,15,15,1.0,157.8915520167837,28.17093364410456,0,0.0,10,1.0,1.0,1.0,1.0,1,PASS
70346,processed\features\70346_features.csv,1,902,15,23,16,375,0,0.9740160753880266,15,15,1.0,559.5747726882496,24.573650918306036,0,0.0,84,1.0,1.0,1.0,1.0,1,PASS
34580,processed\features\34580_features.csv,1,901,15,23,16,375,0,0.9739872364039955,15,15,1.0,62.10776876654396,27.266083622345953,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
442745,processed\features\442745_features.csv,1,901,15,23,16,375,0,0.9739872364039955,15,15,1.0,144.2174901190678,23.93856235647837,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
209045,processed\features\209045_features.csv,1,901,15,23,16,375,0,0.9739872364039955,15,15,1.0,79.7750971237197,20.94982233849098,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
114917,processed\features\114917_features.csv,1,900,15,23,16,375,0,0.9739583333333334,15,15,1.0,86.53805810420579,73.73955280949974,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
257462,processed\features\257462_features.csv,1,900,15,23,16,375,0,0.9739583333333334,15,15,1.0,75.45262937620204,15.8823736550735,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
418918,processed\features\418918_features.csv,1,899,15,23,16,375,0,0.9739293659621802,15,15,1.0,164.07973281341174,43.663310794840896,0,0.0,10,1.0,1.0,1.0,1.0,1,PASS
43696,processed\features\43696_features.csv,1,897,15,23,16,375,0,0.9738712374581939,15,15,1.0,433.9450081027104,49.62368293442459,0,0.0,134,1.0,1.0,1.0,1.0,1,PASS
136059,processed\features\136059_features.csv,1,897,15,23,16,375,0,0.9738712374581939,15,15,1.0,107.4373343455766,24.366832417002357,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
67064,processed\features\67064_features.csv,1,895,15,23,16,375,0,0.9738128491620112,15,15,1.0,60.35500716000869,51.759659490559216,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
335820,processed\features\335820_features.csv,1,895,15,23,16,375,0,0.9738128491620112,15,15,1.0,87.13687367863272,34.492865895752246,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
495247,processed\features\495247_features.csv,1,894,15,23,16,375,0,0.9737835570469798,15,15,1.0,1036227.107740115,41.23101352430296,0,0.0,24,1.0,1.0,1.0,1.0,1,PASS
484832,processed\features\484832_features.csv,1,894,15,23,16,375,0,0.9737835570469798,15,15,1.0,156.1951676468787,23.85537702154838,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
260269,processed\features\260269_features.csv,1,894,15,23,16,375,0,0.9737835570469798,15,15,1.0,55.15995876402934,18.705781937957873,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
277981,processed\features\277981_features.csv,1,893,15,23,16,375,0,0.9737541993281075,15,15,1.0,116.46053742211816,27.72264995544979,0,0.0,1,1.0,1.0,1.0,1.0,1,PASS
148236,processed\features\148236_features.csv,1,893,15,23,16,375,0,0.9737541993281075,15,15,1.0,56.00810846418145,22.188373847482303,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
109386,processed\features\109386_features.csv,1,892,15,23,16,375,0,0.9737247757847534,15,15,1.0,246917.0262091128,56.04436031941893,0,0.0,5,1.0,1.0,1.0,1.0,1,PASS
482521,processed\features\482521_features.csv,1,892,15,23,16,375,0,0.9737247757847534,15,15,1.0,80.31262911481959,16.262363392829876,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
60061,processed\features\60061_features.csv,1,891,15,23,16,375,0,0.9736952861952862,15,15,1.0,816899.5892784126,94.8220982376571,0,0.0,3,1.0,1.0,1.0,1.0,1,PASS
348653,processed\features\348653_features.csv,1,890,15,23,16,375,0,0.9736657303370787,15,15,1.0,183.25297735218493,38.08903541781931,0,0.0,10,1.0,1.0,1.0,1.0,1,PASS
76332,processed\features\76332_features.csv,1,888,15,23,16,375,0,0.973606418918919,15,15,1.0,175.75321870440814,14.897145046889868,0,0.0,10,1.0,1.0,1.0,1.0,1,PASS
93257,processed\features\93257_features.csv,1,888,15,23,16,375,0,0.973606418918919,15,15,1.0,84.5947924830087,11.59949496903673,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
418767,processed\features\418767_features.csv,1,887,15,23,16,375,0,0.973576662908681,15,15,1.0,151.1925034271641,90.12269407233683,0,0.0,4,1.0,1.0,1.0,1.0,1,PASS
7538,processed\features\7538_features.csv,1,887,15,23,16,375,0,0.973576662908681,15,15,1.0,51.52941036572795,27.931816181159157,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
432038,processed\features\432038_features.csv,1,886,15,23,16,375,0,0.9735468397291196,15,15,1.0,54.214419711562506,28.659729534219494,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
4138,processed\features\4138_features.csv,1,886,15,23,16,375,0,0.9735468397291196,15,15,1.0,65.47110262214099,13.38025996489195,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
114089,processed\features\114089_features.csv,1,885,15,23,16,375,0,0.9735169491525424,15,15,1.0,109.562735117194,20.94225717565222,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
67273,processed\features\67273_features.csv,1,884,15,23,16,375,0,0.9734869909502263,15,15,1.0,103.04983251788522,20.077152055907867,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
251443,processed\features\251443_features.csv,1,883,15,23,16,375,0,0.9734569648924122,15,15,1.0,199.82829119087137,34.65174802888082,0,0.0,7,1.0,1.0,1.0,1.0,1,PASS
149104,processed\features\149104_features.csv,1,883,15,23,16,375,0,0.9734569648924122,15,15,1.0,63.670235101862346,31.43427344312103,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
378786,processed\features\378786_features.csv,1,883,15,23,16,375,0,0.9734569648924122,15,15,1.0,663.4044588230754,26.09375197202272,0,0.0,66,1.0,1.0,1.0,1.0,1,PASS
61207,processed\features\61207_features.csv,1,883,15,23,16,375,0,0.9734569648924122,15,15,1.0,81.66681557596452,21.18504086427053,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
363935,processed\features\363935_features.csv,1,883,15,23,16,375,0,0.9734569648924122,15,15,1.0,210.5605299844313,17.587814346515184,0,0.0,16,1.0,1.0,1.0,1.0,1,PASS
288875,processed\features\288875_features.csv,1,882,15,23,16,375,0,0.9734268707482994,15,15,1.0,82.83619025880803,18.669376014703076,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
293712,processed\features\293712_features.csv,1,882,15,23,16,375,0,0.9734268707482994,15,15,1.0,159.8758862117655,14.949028461304952,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
18236,processed\features\18236_features.csv,1,881,15,23,16,375,0,0.9733967082860386,15,15,1.0,99.46004720287269,57.10564399709829,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
99636,processed\features\99636_features.csv,1,881,15,23,16,375,0,0.9733967082860386,15,15,1.0,167.8201394256708,30.076617641859762,0,0.0,15,1.0,1.0,1.0,1.0,1,PASS
268505,processed\features\268505_features.csv,1,881,15,23,16,375,0,0.9733967082860386,15,15,1.0,175.406603829576,23.463694607311364,0,0.0,6,1.0,1.0,1.0,1.0,1,PASS
163639,processed\features\163639_features.csv,1,881,15,23,16,375,0,0.9733967082860386,15,15,1.0,391.09207423368747,19.797650926642042,0,0.0,42,1.0,1.0,1.0,1.0,1,PASS
424557,processed\features\424557_features.csv,1,881,15,23,16,375,0,0.9733967082860386,15,15,1.0,92.69372450605842,18.02796565585236,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
507212,processed\features\507212_features.csv,1,880,15,23,16,375,0,0.9733664772727273,15,15,1.0,110.21332527778334,20.125734581035797,0,0.0,6,1.0,1.0,1.0,1.0,1,PASS
293466,processed\features\293466_features.csv,1,880,15,23,16,375,0,0.9733664772727273,15,15,1.0,59.42103333171632,14.975555780195398,0,0.0,0,1.0,1.0,1.0,1.0,1,PASS
