participant_id,file,file_exists,rows,columns,numeric_features,nan_values,inf_values,finite_ratio,estimated_sequences,sections_valid,feature_variability_mean,feature_variability_median,feature_stability_score,row_quality_score,sequence_quality_score,overall_quality_score,eligible,failure_reason
267085,267085_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
488906,488906_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
340477,340477_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
186437,186437_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
494060,494060_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
449478,449478_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
373656,373656_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
276713,276713_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
115853,115853_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
105801,105801_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
35046,35046_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
304583,304583_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
290627,290627_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
131582,131582_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
363782,363782_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
191260,191260_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
429479,429479_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
200760,200760_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
195869,195869_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
445517,445517_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
66859,66859_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
515819,515819_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
336328,336328_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
318907,318907_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
127343,127343_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
295254,295254_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
424914,424914_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
337107,337107_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
248538,248538_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
142147,142147_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
459974,459974_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
378298,378298_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
146959,146959_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
355989,355989_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
314111,314111_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
223016,223016_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
128786,128786_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
364156,364156_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
42433,42433_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
355990,355990_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
215140,215140_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
125251,125251_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
508765,508765_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
421200,421200_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
347651,347651_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
267083,267083_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
6869,6869_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
488905,488905_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
339747,339747_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
160462,160462_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
362062,362062_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
325497,325497_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
186436,186436_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
494054,494054_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
449473,449473_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
364195,364195_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
215139,215139_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
36376,36376_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
276709,276709_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
115851,115851_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
105799,105799_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
392294,392294_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
304578,304578_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
290626,290626_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
403582,403582_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
191258,191258_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
429478,429478_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
200758,200758_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
195866,195866_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
212527,212527_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
60264,60264_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
5278,5278_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
318900,318900_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
217655,217655_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
295251,295251_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
424910,424910_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
338372,338372_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
248534,248534_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
169504,169504_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
459973,459973_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
208451,208451_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
146955,146955_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
419586,419586_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
363776,363776_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
314110,314110_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
154868,154868_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
386763,386763_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
234474,234474_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
142156,142156_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
125248,125248_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
508761,508761_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
378307,378307_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
267082,267082_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
142149,142149_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
4888,4888_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
421199,421199_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
155458,155458_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
410085,410085_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
361057,361057_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
186434,186434_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
494053,494053_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
449472,449472_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
347647,347647_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
276705,276705_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
160457,160457_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
11584,11584_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
105788,105788_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
372199,372199_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
290623,290623_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
304577,304577_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
66180,66180_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
429475,429475_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
392305,392305_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
191251,191251_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
372200,372200_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
326431,326431_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
200752,200752_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
195865,195865_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
386765,386765_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
517107,517107_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
318898,318898_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
166270,166270_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
412911,412911_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
29524,29524_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
424908,424908_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
412910,412910_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
248531,248531_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
459971,459971_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
422727,422727_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
146954,146954_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
448290,448290_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
314107,314107_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
57823,57823_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
364151,364151_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
125243,125243_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
508757,508757_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
267080,267080_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
61736,61736_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
488895,488895_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
217660,217660_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
18642,18642_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
494051,494051_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
449467,449467_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
350470,350470_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
169501,169501_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
34765,34765_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
276702,276702_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
115849,115849_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
105787,105787_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
304573,304573_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
290622,290622_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
429473,429473_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
191248,191248_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
386774,386774_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
200751,200751_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
195854,195854_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
136884,136884_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
318894,318894_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
295249,295249_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
207759,207759_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
424907,424907_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
42119,42119_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
248530,248530_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
57095,57095_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
459970,459970_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
146949,146949_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
314101,314101_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
403583,403583_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
364147,364147_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
325041,325041_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
223008,223008_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
364155,364155_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
142160,142160_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
125238,125238_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
516453,516453_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
508756,508756_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
378308,378308_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
26704,26704_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
488893,488893_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
494050,494050_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
186429,186429_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
449464,449464_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
419580,419580_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
392306,392306_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
363727,363727_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
372197,372197_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
276700,276700_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
115848,115848_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
105785,105785_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
290617,290617_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
304571,304571_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
429467,429467_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
403586,403586_keystrokes.txt,0,0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,feature_file_missing
