participant_id,file,rows,sections,keystrokes,finite_ratio,press_time_decreases,section_score,keystroke_score,finite_score,temporal_score,overall_quality_score,eligible,failure_reason,cohort_rank
163820,processed\features\163820_features.csv,1233,15,1233,0.9809914841849149,0,1.0,1.0,0.9809914841849149,1.0,0.9933470194647201,1,,36
143965,processed\features\143965_features.csv,1230,15,1230,0.9809451219512195,0,1.0,1.0,0.9809451219512195,1.0,0.9933307926829268,1,,37
144082,processed\features\144082_features.csv,1229,15,1229,0.9809296175752644,0,1.0,1.0,0.9809296175752644,1.0,0.9933253661513425,1,,38
194297,processed\features\194297_features.csv,1227,15,1227,0.980898533007335,0,1.0,1.0,0.980898533007335,1.0,0.9933144865525673,1,,39
295637,processed\features\295637_features.csv,1226,15,1226,0.9808829526916802,0,1.0,1.0,0.9808829526916802,1.0,0.9933090334420881,1,,40
465763,processed\features\465763_features.csv,1226,15,1226,0.9808829526916802,0,1.0,1.0,0.9808829526916802,1.0,0.9933090334420881,1,,41
429961,processed\features\429961_features.csv,1225,15,1225,0.9808673469387755,0,1.0,1.0,0.9808673469387755,1.0,0.9933035714285715,1,,42
50745,processed\features\50745_features.csv,1225,15,1225,0.9808673469387755,0,1.0,1.0,0.9808673469387755,1.0,0.9933035714285715,1,,43
158307,processed\features\158307_features.csv,1224,15,1224,0.9808517156862745,0,1.0,1.0,0.9808517156862745,1.0,0.9932981004901961,1,,44
243545,processed\features\243545_features.csv,1224,15,1224,0.9808517156862745,0,1.0,1.0,0.9808517156862745,1.0,0.9932981004901961,1,,45
309784,processed\features\309784_features.csv,1224,15,1224,0.9808517156862745,0,1.0,1.0,0.9808517156862745,1.0,0.9932981004901961,1,,46
38153,processed\features\38153_features.csv,1224,15,1224,0.9808517156862745,0,1.0,1.0,0.9808517156862745,1.0,0.9932981004901961,1,,47
344164,processed\features\344164_features.csv,1223,15,1223,0.9808360588716272,0,1.0,1.0,0.9808360588716272,1.0,0.9932926206050695,1,,48
44706,processed\features\44706_features.csv,1222,15,1222,0.9808203764320785,0,1.0,1.0,0.9808203764320785,1.0,0.9932871317512275,1,,49
117878,processed\features\117878_features.csv,1221,15,1221,0.9808046683046683,0,1.0,1.0,0.9808046683046683,1.0,0.9932816339066338,1,,50
189676,processed\features\189676_features.csv,1219,15,1219,0.980773174733388,0,1.0,1.0,0.980773174733388,1.0,0.9932706111566858,1,,51
412056,processed\features\412056_features.csv,1218,15,1218,0.9807573891625616,0,1.0,1.0,0.9807573891625616,1.0,0.9932650862068966,1,,52
49299,processed\features\49299_features.csv,1216,15,1216,0.980725740131579,0,1.0,1.0,0.980725740131579,1.0,0.9932540090460527,1,,53
168541,processed\features\168541_features.csv,1214,15,1214,0.9806939868204283,0,1.0,1.0,0.9806939868204283,1.0,0.9932428953871498,1,,54
33460,processed\features\33460_features.csv,1213,15,1213,0.9806780708985985,0,1.0,1.0,0.9806780708985985,1.0,0.9932373248145095,1,,55
26013,processed\features\26013_features.csv,1211,15,1211,0.9806461601981833,0,1.0,1.0,0.9806461601981833,1.0,0.9932261560693642,1,,56
227490,processed\features\227490_features.csv,1210,15,1210,0.9806301652892562,0,1.0,1.0,0.9806301652892562,1.0,0.9932205578512396,1,,57
288666,processed\features\288666_features.csv,1210,15,1210,0.9806301652892562,0,1.0,1.0,0.9806301652892562,1.0,0.9932205578512396,1,,58
50469,processed\features\50469_features.csv,1210,15,1210,0.9806301652892562,0,1.0,1.0,0.9806301652892562,1.0,0.9932205578512396,1,,59
146240,processed\features\146240_features.csv,1207,15,1207,0.9805820215410108,0,1.0,1.0,0.9805820215410108,1.0,0.9932037075393537,1,,60
181728,processed\features\181728_features.csv,1207,15,1207,0.9805820215410108,0,1.0,1.0,0.9805820215410108,1.0,0.9932037075393537,1,,61
446291,processed\features\446291_features.csv,1207,15,1207,0.9805820215410108,0,1.0,1.0,0.9805820215410108,1.0,0.9932037075393537,1,,62
322570,processed\features\322570_features.csv,1203,15,1203,0.9805174563591023,0,1.0,1.0,0.9805174563591023,1.0,0.9931811097256859,1,,63
131748,processed\features\131748_features.csv,1201,15,1201,0.980485012489592,0,1.0,1.0,0.980485012489592,1.0,0.9931697543713572,1,,64
306427,processed\features\306427_features.csv,1198,15,1198,0.980436143572621,0,1.0,1.0,0.980436143572621,1.0,0.9931526502504173,1,,65
189641,processed\features\189641_features.csv,1197,15,1197,0.9804197994987469,0,1.0,1.0,0.9804197994987469,1.0,0.9931469298245614,1,,66
418665,processed\features\418665_features.csv,1197,15,1197,0.9804197994987469,0,1.0,1.0,0.9804197994987469,1.0,0.9931469298245614,1,,67
70790,processed\features\70790_features.csv,1197,15,1197,0.9804197994987469,0,1.0,1.0,0.9804197994987469,1.0,0.9931469298245614,1,,68
163796,processed\features\163796_features.csv,1196,15,1196,0.9804034280936454,0,1.0,1.0,0.9804034280936454,1.0,0.9931411998327759,1,,69
389584,processed\features\389584_features.csv,1193,15,1193,0.9803541492036881,0,1.0,1.0,0.9803541492036881,1.0,0.9931239522212908,1,,70
414840,processed\features\414840_features.csv,1192,15,1192,0.9803376677852349,0,1.0,1.0,0.9803376677852349,1.0,0.9931181837248323,1,,71
157825,processed\features\157825_features.csv,1190,15,1190,0.9803046218487395,0,1.0,1.0,0.9803046218487395,1.0,0.9931066176470588,1,,72
20060,processed\features\20060_features.csv,1190,15,1190,0.9803046218487395,0,1.0,1.0,0.9803046218487395,1.0,0.9931066176470588,1,,73
388995,processed\features\388995_features.csv,1190,15,1190,0.9803046218487395,0,1.0,1.0,0.9803046218487395,1.0,0.9931066176470588,1,,74
38746,processed\features\38746_features.csv,1189,15,1189,0.9802880571909167,0,1.0,1.0,0.9802880571909167,1.0,0.9931008200168209,1,,75
48684,processed\features\48684_features.csv,1189,15,1189,0.9802880571909167,0,1.0,1.0,0.9802880571909167,1.0,0.9931008200168209,1,,76
204016,processed\features\204016_features.csv,1186,15,1186,0.9802381956155143,0,1.0,1.0,0.9802381956155143,1.0,0.99308336846543,1,,77
367325,processed\features\367325_features.csv,1186,15,1186,0.9802381956155143,0,1.0,1.0,0.9802381956155143,1.0,0.99308336846543,1,,78
155591,processed\features\155591_features.csv,1185,15,1185,0.9802215189873418,0,1.0,1.0,0.9802215189873418,1.0,0.9930775316455697,1,,79
467984,processed\features\467984_features.csv,1184,15,1184,0.9802048141891891,0,1.0,1.0,0.9802048141891891,1.0,0.9930716849662162,1,,80
332798,processed\features\332798_features.csv,1181,15,1181,0.9801545300592718,0,1.0,1.0,0.9801545300592718,1.0,0.9930540855207451,1,,81
507817,processed\features\507817_features.csv,1179,15,1179,0.9801208651399491,0,1.0,1.0,0.9801208651399491,1.0,0.9930423027989822,1,,82
111059,processed\features\111059_features.csv,1178,15,1178,0.9801039898132428,0,1.0,1.0,0.9801039898132428,1.0,0.993036396434635,1,,83
166701,processed\features\166701_features.csv,1178,15,1178,0.9801039898132428,0,1.0,1.0,0.9801039898132428,1.0,0.993036396434635,1,,84
405050,processed\features\405050_features.csv,1178,15,1178,0.9801039898132428,0,1.0,1.0,0.9801039898132428,1.0,0.993036396434635,1,,85
130658,processed\features\130658_features.csv,1174,15,1174,0.9800362010221465,0,1.0,1.0,0.9800362010221465,1.0,0.9930126703577512,1,,86
64403,processed\features\64403_features.csv,1172,15,1172,0.9800021331058021,0,1.0,1.0,0.9800021331058021,1.0,0.9930007465870307,1,,87
422976,processed\features\422976_features.csv,1171,15,1171,0.9799850555081128,0,1.0,1.0,0.9799850555081128,1.0,0.9929947694278395,1,,88
501535,processed\features\501535_features.csv,1171,15,1171,0.9799850555081128,0,1.0,1.0,0.9799850555081128,1.0,0.9929947694278395,1,,89
369750,processed\features\369750_features.csv,1170,15,1170,0.9799679487179487,0,1.0,1.0,0.9799679487179487,1.0,0.992988782051282,1,,90
26385,processed\features\26385_features.csv,1169,15,1169,0.9799508126603935,0,1.0,1.0,0.9799508126603935,1.0,0.9929827844311377,1,,91
321723,processed\features\321723_features.csv,1168,15,1168,0.979933647260274,0,1.0,1.0,0.979933647260274,1.0,0.9929767765410958,1,,92
501158,processed\features\501158_features.csv,1165,15,1165,0.9798819742489271,0,1.0,1.0,0.9798819742489271,1.0,0.9929586909871245,1,,93
6444,processed\features\6444_features.csv,1165,15,1165,0.9798819742489271,0,1.0,1.0,0.9798819742489271,1.0,0.9929586909871245,1,,94
245364,processed\features\245364_features.csv,1161,15,1161,0.979812661498708,0,1.0,1.0,0.979812661498708,1.0,0.9929344315245477,1,,95
397404,processed\features\397404_features.csv,1161,15,1161,0.979812661498708,0,1.0,1.0,0.979812661498708,1.0,0.9929344315245477,1,,96
121857,processed\features\121857_features.csv,1160,15,1160,0.9797952586206896,0,1.0,1.0,0.9797952586206896,1.0,0.9929283405172414,1,,97
51966,processed\features\51966_features.csv,1160,15,1160,0.9797952586206896,0,1.0,1.0,0.9797952586206896,1.0,0.9929283405172414,1,,98
346990,processed\features\346990_features.csv,1158,15,1158,0.9797603626943006,0,1.0,1.0,0.9797603626943006,1.0,0.9929161269430052,1,,99
3518,processed\features\3518_features.csv,1158,15,1158,0.9797603626943006,0,1.0,1.0,0.9797603626943006,1.0,0.9929161269430052,1,,100
68637,processed\features\68637_features.csv,1157,15,1157,0.9797428694900605,0,1.0,1.0,0.9797428694900605,1.0,0.9929100043215212,1,,101
88018,processed\features\88018_features.csv,1157,15,1157,0.9797428694900605,0,1.0,1.0,0.9797428694900605,1.0,0.9929100043215212,1,,102
501397,processed\features\501397_features.csv,1156,15,1156,0.9797253460207612,0,1.0,1.0,0.9797253460207612,1.0,0.9929038711072664,1,,103
4518,processed\features\4518_features.csv,1154,15,1154,0.9796902079722704,0,1.0,1.0,0.9796902079722704,1.0,0.9928915727902946,1,,104
229524,processed\features\229524_features.csv,1153,15,1153,0.9796725932350391,0,1.0,1.0,0.9796725932350391,1.0,0.9928854076322636,1,,105
363951,processed\features\363951_features.csv,1153,15,1153,0.9796725932350391,0,1.0,1.0,0.9796725932350391,1.0,0.9928854076322636,1,,106
16637,processed\features\16637_features.csv,1150,15,1150,0.9796195652173914,0,1.0,1.0,0.9796195652173914,1.0,0.992866847826087,1,,107
216933,processed\features\216933_features.csv,1149,15,1149,0.9796018276762402,0,1.0,1.0,0.9796018276762402,1.0,0.992860639686684,1,,108
372642,processed\features\372642_features.csv,1149,15,1149,0.9796018276762402,0,1.0,1.0,0.9796018276762402,1.0,0.992860639686684,1,,109
189461,processed\features\189461_features.csv,1148,15,1148,0.9795840592334495,0,1.0,1.0,0.9795840592334495,1.0,0.9928544207317073,1,,110
432913,processed\features\432913_features.csv,1148,15,1148,0.9795840592334495,0,1.0,1.0,0.9795840592334495,1.0,0.9928544207317073,1,,111
244506,processed\features\244506_features.csv,1147,15,1147,0.9795662598081953,0,1.0,1.0,0.9795662598081953,1.0,0.9928481909328684,1,,112
302765,processed\features\302765_features.csv,1146,15,1146,0.9795484293193717,0,1.0,1.0,0.9795484293193717,1.0,0.9928419502617801,1,,113
336163,processed\features\336163_features.csv,1146,15,1146,0.9795484293193717,0,1.0,1.0,0.9795484293193717,1.0,0.9928419502617801,1,,114
501695,processed\features\501695_features.csv,1145,15,1145,0.9795305676855895,0,1.0,1.0,0.9795305676855895,1.0,0.9928356986899564,1,,115
165497,processed\features\165497_features.csv,1144,15,1144,0.9795126748251748,0,1.0,1.0,0.9795126748251748,1.0,0.9928294361888111,1,,116
100134,processed\features\100134_features.csv,1143,15,1143,0.979494750656168,0,1.0,1.0,0.979494750656168,1.0,0.9928231627296588,1,,117
134971,processed\features\134971_features.csv,1143,15,1143,0.979494750656168,0,1.0,1.0,0.979494750656168,1.0,0.9928231627296588,1,,118
295979,processed\features\295979_features.csv,1143,15,1143,0.979494750656168,0,1.0,1.0,0.979494750656168,1.0,0.9928231627296588,1,,119
410160,processed\features\410160_features.csv,1143,15,1143,0.979494750656168,0,1.0,1.0,0.979494750656168,1.0,0.9928231627296588,1,,120
420255,processed\features\420255_features.csv,1143,15,1143,0.979494750656168,0,1.0,1.0,0.979494750656168,1.0,0.9928231627296588,1,,121
41567,processed\features\41567_features.csv,1142,15,1142,0.9794767950963222,0,1.0,1.0,0.9794767950963222,1.0,0.9928168782837128,1,,122
513087,processed\features\513087_features.csv,1142,15,1142,0.9794767950963222,0,1.0,1.0,0.9794767950963222,1.0,0.9928168782837128,1,,123
204238,processed\features\204238_features.csv,1141,15,1141,0.9794588080631026,0,1.0,1.0,0.9794588080631026,1.0,0.9928105828220859,1,,124
296733,processed\features\296733_features.csv,1141,15,1141,0.9794588080631026,0,1.0,1.0,0.9794588080631026,1.0,0.9928105828220859,1,,125
99308,processed\features\99308_features.csv,1140,15,1140,0.9794407894736842,0,1.0,1.0,0.9794407894736842,1.0,0.9928042763157895,1,,126
339872,processed\features\339872_features.csv,1139,15,1139,0.9794227392449517,0,1.0,1.0,0.9794227392449517,1.0,0.9927979587357331,1,,127
190125,processed\features\190125_features.csv,1138,15,1138,0.9794046572934973,0,1.0,1.0,0.9794046572934973,1.0,0.9927916300527241,1,,128
516851,processed\features\516851_features.csv,1138,15,1138,0.9794046572934973,0,1.0,1.0,0.9794046572934973,1.0,0.9927916300527241,1,,129
225794,processed\features\225794_features.csv,1137,15,1137,0.97938654353562,0,1.0,1.0,0.97938654353562,1.0,0.9927852902374671,1,,130
320495,processed\features\320495_features.csv,1136,15,1136,0.979368397887324,0,1.0,1.0,0.979368397887324,1.0,0.9927789392605634,1,,131
362921,processed\features\362921_features.csv,1136,15,1136,0.979368397887324,0,1.0,1.0,0.979368397887324,1.0,0.9927789392605634,1,,132
386263,processed\features\386263_features.csv,1135,15,1135,0.9793502202643172,0,1.0,1.0,0.9793502202643172,1.0,0.992772577092511,1,,133
163275,processed\features\163275_features.csv,1134,15,1134,0.9793320105820106,0,1.0,1.0,0.9793320105820106,1.0,0.9927662037037037,1,,134
31790,processed\features\31790_features.csv,1133,15,1133,0.9793137687555163,0,1.0,1.0,0.9793137687555163,1.0,0.9927598190644308,1,,135
343377,processed\features\343377_features.csv,1133,15,1133,0.9793137687555163,0,1.0,1.0,0.9793137687555163,1.0,0.9927598190644308,1,,136
229502,processed\features\229502_features.csv,1132,15,1132,0.9792954946996466,0,1.0,1.0,0.9792954946996466,1.0,0.9927534231448764,1,,137
321792,processed\features\321792_features.csv,1130,15,1130,0.9792588495575221,0,1.0,1.0,0.9792588495575221,1.0,0.9927405973451328,1,,138
174530,processed\features\174530_features.csv,1129,15,1129,0.97924047829938,0,1.0,1.0,0.97924047829938,1.0,0.992734167404783,1,,139
243612,processed\features\243612_features.csv,1129,15,1129,0.97924047829938,0,1.0,1.0,0.97924047829938,1.0,0.992734167404783,1,,140
307367,processed\features\307367_features.csv,1129,15,1129,0.97924047829938,0,1.0,1.0,0.97924047829938,1.0,0.992734167404783,1,,141
32431,processed\features\32431_features.csv,1129,15,1129,0.97924047829938,0,1.0,1.0,0.97924047829938,1.0,0.992734167404783,1,,142
91743,processed\features\91743_features.csv,1129,15,1129,0.97924047829938,0,1.0,1.0,0.97924047829938,1.0,0.992734167404783,1,,143
14510,processed\features\14510_features.csv,1128,15,1128,0.9792220744680851,0,1.0,1.0,0.9792220744680851,1.0,0.9927277260638298,1,,144
374905,processed\features\374905_features.csv,1128,15,1128,0.9792220744680851,0,1.0,1.0,0.9792220744680851,1.0,0.9927277260638298,1,,145
175709,processed\features\175709_features.csv,1127,15,1127,0.9792036379769299,0,1.0,1.0,0.9792036379769299,1.0,0.9927212732919254,1,,146
72588,processed\features\72588_features.csv,1126,15,1126,0.9791851687388987,0,1.0,1.0,0.9791851687388987,1.0,0.9927148090586145,1,,147
190460,processed\features\190460_features.csv,1125,15,1125,0.9791666666666666,0,1.0,1.0,0.9791666666666666,1.0,0.9927083333333333,1,,148
246333,processed\features\246333_features.csv,1125,15,1125,0.9791666666666666,0,1.0,1.0,0.9791666666666666,1.0,0.9927083333333333,1,,149
94540,processed\features\94540_features.csv,1125,15,1125,0.9791666666666666,0,1.0,1.0,0.9791666666666666,1.0,0.9927083333333333,1,,150
103796,processed\features\103796_features.csv,1124,15,1124,0.9791481316725978,0,1.0,1.0,0.9791481316725978,1.0,0.9927018460854092,1,,151
195336,processed\features\195336_features.csv,1124,15,1124,0.9791481316725978,0,1.0,1.0,0.9791481316725978,1.0,0.9927018460854092,1,,152
414828,processed\features\414828_features.csv,1124,15,1124,0.9791481316725978,0,1.0,1.0,0.9791481316725978,1.0,0.9927018460854092,1,,153
485961,processed\features\485961_features.csv,1124,15,1124,0.9791481316725978,0,1.0,1.0,0.9791481316725978,1.0,0.9927018460854092,1,,154
503395,processed\features\503395_features.csv,1124,15,1124,0.9791481316725978,0,1.0,1.0,0.9791481316725978,1.0,0.9927018460854092,1,,155
207138,processed\features\207138_features.csv,1123,15,1123,0.9791295636687445,0,1.0,1.0,0.9791295636687445,1.0,0.9926953472840606,1,,156
38207,processed\features\38207_features.csv,1123,15,1123,0.9791295636687445,0,1.0,1.0,0.9791295636687445,1.0,0.9926953472840606,1,,157
388083,processed\features\388083_features.csv,1123,15,1123,0.9791295636687445,0,1.0,1.0,0.9791295636687445,1.0,0.9926953472840606,1,,158
127452,processed\features\127452_features.csv,1122,15,1122,0.9791109625668449,0,1.0,1.0,0.9791109625668449,1.0,0.9926888368983957,1,,159
285927,processed\features\285927_features.csv,1122,15,1122,0.9791109625668449,0,1.0,1.0,0.9791109625668449,1.0,0.9926888368983957,1,,160
317259,processed\features\317259_features.csv,1122,15,1122,0.9791109625668449,0,1.0,1.0,0.9791109625668449,1.0,0.9926888368983957,1,,161
340455,processed\features\340455_features.csv,1122,15,1122,0.9791109625668449,0,1.0,1.0,0.9791109625668449,1.0,0.9926888368983957,1,,162
461619,processed\features\461619_features.csv,1122,15,1122,0.9791109625668449,0,1.0,1.0,0.9791109625668449,1.0,0.9926888368983957,1,,163
166861,processed\features\166861_features.csv,1121,15,1121,0.9790923282783229,0,1.0,1.0,0.9790923282783229,1.0,0.992682314897413,1,,164
360795,processed\features\360795_features.csv,1121,15,1121,0.9790923282783229,0,1.0,1.0,0.9790923282783229,1.0,0.992682314897413,1,,165
479913,processed\features\479913_features.csv,1121,15,1121,0.9790923282783229,0,1.0,1.0,0.9790923282783229,1.0,0.992682314897413,1,,166
181473,processed\features\181473_features.csv,1120,15,1120,0.9790736607142857,0,1.0,1.0,0.9790736607142857,1.0,0.99267578125,1,,167
371717,processed\features\371717_features.csv,1120,15,1120,0.9790736607142857,0,1.0,1.0,0.9790736607142857,1.0,0.99267578125,1,,168
374526,processed\features\374526_features.csv,1120,15,1120,0.9790736607142857,0,1.0,1.0,0.9790736607142857,1.0,0.99267578125,1,,169
14818,processed\features\14818_features.csv,1119,15,1119,0.9790549597855228,0,1.0,1.0,0.9790549597855228,1.0,0.9926692359249331,1,,170
121682,processed\features\121682_features.csv,1118,15,1118,0.9790362254025045,0,1.0,1.0,0.9790362254025045,1.0,0.9926626788908766,1,,171
190824,processed\features\190824_features.csv,1118,15,1118,0.9790362254025045,0,1.0,1.0,0.9790362254025045,1.0,0.9926626788908766,1,,172
22759,processed\features\22759_features.csv,1118,15,1118,0.9790362254025045,0,1.0,1.0,0.9790362254025045,1.0,0.9926626788908766,1,,173
420020,processed\features\420020_features.csv,1118,15,1118,0.9790362254025045,0,1.0,1.0,0.9790362254025045,1.0,0.9926626788908766,1,,174
516831,processed\features\516831_features.csv,1118,15,1118,0.9790362254025045,0,1.0,1.0,0.9790362254025045,1.0,0.9926626788908766,1,,175
272766,processed\features\272766_features.csv,1117,15,1117,0.9790174574753805,0,1.0,1.0,0.9790174574753805,1.0,0.9926561101163832,1,,176
144775,processed\features\144775_features.csv,1116,15,1116,0.9789986559139785,0,1.0,1.0,0.9789986559139785,1.0,0.9926495295698925,1,,177
217763,processed\features\217763_features.csv,1116,15,1116,0.9789986559139785,0,1.0,1.0,0.9789986559139785,1.0,0.9926495295698925,1,,178
369221,processed\features\369221_features.csv,1116,15,1116,0.9789986559139785,0,1.0,1.0,0.9789986559139785,1.0,0.9926495295698925,1,,179
414849,processed\features\414849_features.csv,1116,15,1116,0.9789986559139785,0,1.0,1.0,0.9789986559139785,1.0,0.9926495295698925,1,,180
495575,processed\features\495575_features.csv,1116,15,1116,0.9789986559139785,0,1.0,1.0,0.9789986559139785,1.0,0.9926495295698925,1,,181
169388,processed\features\169388_features.csv,1115,15,1115,0.9789798206278026,0,1.0,1.0,0.9789798206278026,1.0,0.9926429372197308,1,,182
19995,processed\features\19995_features.csv,1115,15,1115,0.9789798206278026,0,1.0,1.0,0.9789798206278026,1.0,0.9926429372197308,1,,183
386569,processed\features\386569_features.csv,1114,15,1114,0.9789609515260324,0,1.0,1.0,0.9789609515260324,1.0,0.9926363330341114,1,,184
83033,processed\features\83033_features.csv,1114,15,1114,0.9789609515260324,0,1.0,1.0,0.9789609515260324,1.0,0.9926363330341114,1,,185
296100,processed\features\296100_features.csv,1113,15,1113,0.9789420485175202,0,1.0,1.0,0.9789420485175202,1.0,0.9926297169811321,1,,186
159081,processed\features\159081_features.csv,1112,15,1112,0.9789231115107914,0,1.0,1.0,0.9789231115107914,1.0,0.9926230890287769,1,,187
18782,processed\features\18782_features.csv,1112,15,1112,0.9789231115107914,0,1.0,1.0,0.9789231115107914,1.0,0.9926230890287769,1,,188
353008,processed\features\353008_features.csv,1112,15,1112,0.9789231115107914,0,1.0,1.0,0.9789231115107914,1.0,0.9926230890287769,1,,189
176199,processed\features\176199_features.csv,1110,15,1110,0.9788851351351351,0,1.0,1.0,0.9788851351351351,1.0,0.9926097972972973,1,,190
156570,processed\features\156570_features.csv,1109,15,1109,0.9788660955816051,0,1.0,1.0,0.9788660955816051,1.0,0.9926031334535618,1,,191
191239,processed\features\191239_features.csv,1109,15,1109,0.9788660955816051,0,1.0,1.0,0.9788660955816051,1.0,0.9926031334535618,1,,192
204663,processed\features\204663_features.csv,1109,15,1109,0.9788660955816051,0,1.0,1.0,0.9788660955816051,1.0,0.9926031334535618,1,,193
229481,processed\features\229481_features.csv,1109,15,1109,0.9788660955816051,0,1.0,1.0,0.9788660955816051,1.0,0.9926031334535618,1,,194
425035,processed\features\425035_features.csv,1109,15,1109,0.9788660955816051,0,1.0,1.0,0.9788660955816051,1.0,0.9926031334535618,1,,195
1173,processed\features\1173_features.csv,1108,15,1108,0.9788470216606499,0,1.0,1.0,0.9788470216606499,1.0,0.9925964575812275,1,,196
168384,processed\features\168384_features.csv,1108,15,1108,0.9788470216606499,0,1.0,1.0,0.9788470216606499,1.0,0.9925964575812275,1,,197
189725,processed\features\189725_features.csv,1108,15,1108,0.9788470216606499,0,1.0,1.0,0.9788470216606499,1.0,0.9925964575812275,1,,198
