participant_id,file,rows,sections,global_key_id_decreases,within_section_key_id_decreases,press_time_decreases,release_time_decreases,sections_with_key_id_decrease,sections_with_press_time_decrease,sections_with_release_time_decrease,max_key_id_backward_jump,max_global_key_id_backward_jump,max_press_time_backward_jump,max_release_time_backward_jump,within_section_temporal_clean,press_time_temporal_clean,release_time_temporal_clean,failure
100097,100097_features.csv,687,15,3,3,0,3,3,0,3,234.0,234.0,0.0,112.0,False,True,False,
10009,10009_features.csv,862,15,7,7,0,6,4,0,4,38.0,38.0,0.0,32.0,False,True,False,
100102,100102_features.csv,743,15,19,19,0,19,13,0,13,51.0,51.0,0.0,388.0,False,True,False,
100104,100104_features.csv,618,15,6,6,0,4,5,0,3,16.0,16.0,0.0,262.0,False,True,False,
100106,100106_features.csv,703,15,2,2,0,2,2,0,2,186.0,186.0,0.0,23.0,False,True,False,
100108,100108_features.csv,695,15,14,14,0,12,9,0,8,549.0,549.0,0.0,348.0,False,True,False,
100116,100116_features.csv,644,15,8,8,0,8,6,0,6,591.0,591.0,0.0,7095.0,False,True,False,
100120,100120_features.csv,669,15,3,3,0,2,3,0,2,12.0,12.0,0.0,31.0,False,True,False,
100124,100124_features.csv,736,15,10,10,0,7,8,0,7,50.0,50.0,0.0,152.0,False,True,False,
100125,100125_features.csv,765,15,4,4,0,4,4,0,4,109.0,109.0,0.0,302.0,False,True,False,
100132,100132_features.csv,783,15,14,14,0,10,9,0,8,146.0,146.0,0.0,996.0,False,True,False,
100134,100134_features.csv,1143,15,31,31,0,21,12,0,11,144.0,144.0,0.0,2059.0,False,True,False,
100135,100135_features.csv,975,15,16,16,0,15,12,0,12,75.0,75.0,0.0,72.0,False,True,False,
100136,100136_features.csv,582,15,6,6,0,6,6,0,6,76.0,76.0,0.0,352.0,False,True,False,
100138,100138_features.csv,701,15,9,9,0,8,7,0,6,58.0,58.0,0.0,200.0,False,True,False,
100145,100145_features.csv,788,15,2,2,0,2,2,0,2,4.0,4.0,0.0,32.0,False,True,False,
100151,100151_features.csv,618,15,3,3,0,2,3,0,2,88.0,88.0,0.0,48.0,False,True,False,
100156,100156_features.csv,644,15,8,8,0,5,7,0,4,14.0,14.0,0.0,72.0,False,True,False,
100157,100157_features.csv,767,15,11,11,0,11,6,0,6,88.0,88.0,0.0,67.0,False,True,False,
100159,100159_features.csv,637,15,11,11,0,11,8,0,8,86.0,86.0,0.0,814.0,False,True,False,
100162,100162_features.csv,637,15,9,9,0,9,6,0,6,47.0,47.0,0.0,48.0,False,True,False,
100163,100163_features.csv,816,15,16,16,0,15,11,0,11,103.0,103.0,0.0,976.0,False,True,False,
100165,100165_features.csv,648,15,9,9,0,9,8,0,8,198.0,198.0,0.0,112.0,False,True,False,
100166,100166_features.csv,737,15,18,18,0,18,12,0,12,21.0,21.0,0.0,986.0,False,True,False,
100167,100167_features.csv,747,15,6,6,0,6,4,0,4,12.0,12.0,0.0,561.0,False,True,False,
100168,100168_features.csv,880,15,13,13,0,13,9,0,9,7.0,7.0,0.0,412.0,False,True,False,
100169,100169_features.csv,723,15,12,12,0,9,8,0,6,32.0,32.0,0.0,240.0,False,True,False,
100180,100180_features.csv,636,15,6,6,0,3,6,0,3,57.0,57.0,0.0,335.0,False,True,False,
100182,100182_features.csv,825,15,1,1,0,1,1,0,1,6.0,6.0,0.0,8.0,False,True,False,
100184,100184_features.csv,693,15,3,3,0,2,2,0,1,94.0,94.0,0.0,182.0,False,True,False,
100185,100185_features.csv,735,15,10,10,0,10,8,0,8,6.0,6.0,0.0,29.0,False,True,False,
100186,100186_features.csv,596,15,11,11,0,12,8,0,9,9.0,9.0,0.0,138.0,False,True,False,
100188,100188_features.csv,605,15,19,19,0,16,13,0,12,33.0,33.0,0.0,647.0,False,True,False,
100191,100191_features.csv,809,15,7,7,0,6,7,0,6,26.0,26.0,0.0,171.0,False,True,False,
100193,100193_features.csv,728,15,3,3,0,3,3,0,3,49.0,49.0,0.0,273.0,False,True,False,
100197,100197_features.csv,639,15,21,21,0,19,12,0,10,116.0,116.0,0.0,56.0,False,True,False,
10019,10019_features.csv,615,15,2,2,0,2,2,0,2,3.0,3.0,0.0,55.0,False,True,False,
100206,100206_features.csv,776,15,8,8,0,5,6,0,5,10.0,10.0,0.0,47.0,False,True,False,
100210,100210_features.csv,620,15,14,14,0,14,10,0,10,26.0,26.0,0.0,352.0,False,True,False,
100211,100211_features.csv,708,15,12,12,0,11,9,0,8,44.0,44.0,0.0,376.0,False,True,False,
100215,100215_features.csv,686,15,11,11,0,11,9,0,9,95.0,95.0,0.0,1222.0,False,True,False,
100224,100224_features.csv,630,15,7,7,0,6,5,0,5,20.0,20.0,0.0,56.0,False,True,False,
100227,100227_features.csv,736,15,11,11,0,9,9,0,7,34.0,34.0,0.0,417.0,False,True,False,
100230,100230_features.csv,580,15,10,10,0,8,9,0,8,487.0,487.0,0.0,8902.0,False,True,False,
100232,100232_features.csv,588,15,6,6,0,4,5,0,4,7.0,7.0,0.0,63.0,False,True,False,
10023,10023_features.csv,710,15,8,8,0,5,7,0,4,115.0,115.0,0.0,87.0,False,True,False,
100249,100249_features.csv,784,15,16,16,0,16,10,0,10,290.0,290.0,0.0,163.0,False,True,False,
10024,10024_features.csv,599,15,13,13,0,13,8,0,8,175.0,175.0,0.0,161.0,False,True,False,
100252,100252_features.csv,827,15,5,5,0,5,4,0,4,127.0,127.0,0.0,49.0,False,True,False,
100253,100253_features.csv,731,15,1,1,0,1,1,0,1,4.0,4.0,0.0,64.0,False,True,False,
100256,100256_features.csv,672,15,15,15,0,11,9,0,7,7.0,7.0,0.0,152.0,False,True,False,
100257,100257_features.csv,685,15,16,16,0,16,10,0,10,43.0,43.0,0.0,176.0,False,True,False,
100262,100262_features.csv,875,15,4,4,0,4,4,0,4,54.0,54.0,0.0,903.0,False,True,False,
100264,100264_features.csv,720,15,14,14,0,14,8,0,8,514.0,514.0,0.0,11504.0,False,True,False,
100269,100269_features.csv,831,15,35,35,0,35,14,0,14,402.0,402.0,0.0,1139.0,False,True,False,
10026,10026_features.csv,713,15,7,7,0,7,5,0,5,133.0,133.0,0.0,41.0,False,True,False,
100273,100273_features.csv,794,15,20,20,0,17,11,0,11,524.0,524.0,0.0,7645.0,False,True,False,
100275,100275_features.csv,724,15,17,17,0,17,12,0,12,46.0,46.0,0.0,243.0,False,True,False,
100278,100278_features.csv,766,15,12,12,0,9,7,0,7,229.0,229.0,0.0,448.0,False,True,False,
10027,10027_features.csv,597,15,3,3,0,3,3,0,3,21.0,21.0,0.0,48.0,False,True,False,
100280,100280_features.csv,750,15,20,20,0,20,9,0,9,75.0,75.0,0.0,481.0,False,True,False,
100281,100281_features.csv,684,15,3,3,0,3,3,0,3,52.0,52.0,0.0,488.0,False,True,False,
100282,100282_features.csv,730,15,5,5,0,4,5,0,4,8.0,8.0,0.0,32.0,False,True,False,
100283,100283_features.csv,709,15,20,20,0,20,13,0,13,134.0,134.0,0.0,91.0,False,True,False,
100289,100289_features.csv,708,15,11,11,0,11,6,0,6,153.0,153.0,0.0,1517.0,False,True,False,
100294,100294_features.csv,786,15,14,14,0,12,9,0,9,37.0,37.0,0.0,320.0,False,True,False,
100298,100298_features.csv,639,15,16,16,0,16,10,0,10,195.0,195.0,0.0,528.0,False,True,False,
1002,1002_features.csv,755,15,26,26,0,24,14,0,14,44.0,44.0,0.0,84.0,False,True,False,
100302,100302_features.csv,680,15,14,14,0,14,10,0,10,98.0,98.0,0.0,192.0,False,True,False,
100306,100306_features.csv,717,15,11,11,0,11,9,0,9,9.0,9.0,0.0,144.0,False,True,False,
100311,100311_features.csv,738,15,4,4,0,4,4,0,4,12.0,12.0,0.0,415.0,False,True,False,
100320,100320_features.csv,706,15,16,16,0,5,10,0,5,26.0,26.0,0.0,42.0,False,True,False,
100327,100327_features.csv,671,15,15,15,0,13,10,0,8,30.0,30.0,0.0,89.0,False,True,False,
100329,100329_features.csv,730,15,6,6,0,3,6,0,3,72.0,72.0,0.0,1232.0,False,True,False,
100330,100330_features.csv,697,15,4,4,0,4,3,0,3,8.0,8.0,0.0,624.0,False,True,False,
100332,100332_features.csv,694,15,7,7,0,4,4,0,3,12.0,12.0,0.0,47.0,False,True,False,
100333,100333_features.csv,678,15,3,3,0,3,3,0,3,14.0,14.0,0.0,1199.0,False,True,False,
100334,100334_features.csv,685,15,3,3,0,3,3,0,3,5.0,5.0,0.0,28.0,False,True,False,
100338,100338_features.csv,736,15,9,9,0,9,7,0,7,51.0,51.0,0.0,296.0,False,True,False,
100339,100339_features.csv,854,15,5,5,0,5,5,0,5,65.0,65.0,0.0,522.0,False,True,False,
100341,100341_features.csv,577,15,8,8,0,8,5,0,5,27.0,27.0,0.0,272.0,False,True,False,
100348,100348_features.csv,613,15,6,6,0,6,5,0,5,5.0,5.0,0.0,24.0,False,True,False,
10034,10034_features.csv,824,15,9,9,0,9,8,0,8,13.0,13.0,0.0,720.0,False,True,False,
100350,100350_features.csv,626,15,4,4,0,4,3,0,3,44.0,44.0,0.0,40.0,False,True,False,
100353,100353_features.csv,652,15,9,9,0,9,8,0,8,32.0,32.0,0.0,124.0,False,True,False,
100356,100356_features.csv,759,15,9,9,0,9,7,0,7,81.0,81.0,0.0,2116.0,False,True,False,
100365,100365_features.csv,677,15,5,5,0,5,4,0,4,13.0,13.0,0.0,475.0,False,True,False,
100367,100367_features.csv,695,15,10,10,0,8,9,0,7,83.0,83.0,0.0,231.0,False,True,False,
10036,10036_features.csv,797,15,15,15,0,15,14,0,14,8.0,8.0,0.0,70.0,False,True,False,
100375,100375_features.csv,681,15,11,11,0,11,8,0,7,8.0,8.0,0.0,72.0,False,True,False,
100379,100379_features.csv,765,15,10,10,0,6,6,0,5,111.0,111.0,0.0,203.0,False,True,False,
100380,100380_features.csv,748,15,4,4,0,3,4,0,3,142.0,142.0,0.0,1194.0,False,True,False,
100381,100381_features.csv,672,15,20,20,0,20,13,0,13,39.0,39.0,0.0,608.0,False,True,False,
100382,100382_features.csv,621,15,5,5,0,5,3,0,3,69.0,69.0,0.0,64.0,False,True,False,
100383,100383_features.csv,707,15,17,17,0,15,11,0,10,75.0,75.0,0.0,135.0,False,True,False,
100386,100386_features.csv,742,15,23,23,0,22,14,0,14,38.0,38.0,0.0,270.0,False,True,False,
100390,100390_features.csv,686,15,5,5,0,5,5,0,5,385.0,385.0,0.0,7777.0,False,True,False,
100395,100395_features.csv,619,15,5,5,0,4,4,0,3,6.0,6.0,0.0,66.0,False,True,False,
100396,100396_features.csv,855,15,15,15,0,4,8,0,4,44.0,44.0,0.0,215.0,False,True,False,
100397,100397_features.csv,626,15,8,8,0,8,6,0,6,137.0,137.0,0.0,622.0,False,True,False,
100410,100410_features.csv,798,15,13,13,0,9,8,0,6,31.0,31.0,0.0,32.0,False,True,False,
100416,100416_features.csv,672,15,8,8,0,6,7,0,5,22.0,22.0,0.0,624.0,False,True,False,
100417,100417_features.csv,678,15,20,20,0,20,15,0,15,254.0,254.0,0.0,2431.0,False,True,False,
100419,100419_features.csv,639,15,1,1,0,1,1,0,1,4.0,4.0,0.0,11.0,False,True,False,
100420,100420_features.csv,748,15,14,14,0,11,11,0,9,399.0,399.0,0.0,9741.0,False,True,False,
100421,100421_features.csv,745,15,1,1,0,1,1,0,1,101.0,101.0,0.0,8.0,False,True,False,
100422,100422_features.csv,828,15,7,7,0,7,6,0,6,5.0,5.0,0.0,208.0,False,True,False,
100423,100423_features.csv,878,15,15,15,0,12,8,0,8,27.0,27.0,0.0,148.0,False,True,False,
100425,100425_features.csv,753,15,13,13,0,12,7,0,7,118.0,118.0,0.0,89.0,False,True,False,
100426,100426_features.csv,773,15,1,1,0,1,1,0,1,2.0,2.0,0.0,249.0,False,True,False,
100431,100431_features.csv,655,15,8,8,0,4,7,0,4,23.0,23.0,0.0,120.0,False,True,False,
100432,100432_features.csv,815,15,12,12,0,12,7,0,7,52.0,52.0,0.0,580.0,False,True,False,
100434,100434_features.csv,638,15,7,7,0,6,7,0,6,26.0,26.0,0.0,207.0,False,True,False,
100438,100438_features.csv,662,15,10,10,0,10,7,0,7,195.0,195.0,0.0,352.0,False,True,False,
100439,100439_features.csv,733,15,6,6,0,6,5,0,5,9.0,9.0,0.0,248.0,False,True,False,
100445,100445_features.csv,635,15,14,14,0,14,10,0,10,56.0,56.0,0.0,256.0,False,True,False,
100446,100446_features.csv,839,15,17,17,0,3,11,0,3,31.0,31.0,0.0,72.0,False,True,False,
100447,100447_features.csv,641,15,7,7,0,7,7,0,7,11.0,11.0,0.0,264.0,False,True,False,
100450,100450_features.csv,734,15,25,25,0,24,11,0,11,1318.0,1318.0,0.0,26125.0,False,True,False,
100452,100452_features.csv,683,15,14,14,0,13,10,0,9,12.0,12.0,0.0,40.0,False,True,False,
100456,100456_features.csv,708,15,15,15,0,15,12,0,12,40.0,40.0,0.0,752.0,False,True,False,
100458,100458_features.csv,868,15,5,5,0,5,5,0,5,98.0,98.0,0.0,48.0,False,True,False,
100460,100460_features.csv,690,15,11,11,0,11,8,0,8,30.0,30.0,0.0,328.0,False,True,False,
100461,100461_features.csv,634,15,11,11,0,11,8,0,9,54.0,54.0,0.0,1123.0,False,True,False,
100462,100462_features.csv,693,15,6,6,0,7,6,0,7,5.0,5.0,0.0,78.0,False,True,False,
100463,100463_features.csv,789,15,3,3,0,2,3,0,2,58.0,58.0,0.0,2163.0,False,True,False,
100466,100466_features.csv,768,15,17,17,0,17,13,0,13,66.0,66.0,0.0,1503.0,False,True,False,
100467,100467_features.csv,638,15,4,4,0,4,3,0,3,21.0,21.0,0.0,88.0,False,True,False,
100470,100470_features.csv,704,15,83,83,0,80,15,0,15,147.0,147.0,0.0,3870.0,False,True,False,
100471,100471_features.csv,735,15,9,9,0,7,7,0,6,9.0,9.0,0.0,87.0,False,True,False,
100473,100473_features.csv,718,15,10,10,0,8,8,0,6,499.0,499.0,0.0,12328.0,False,True,False,
100474,100474_features.csv,684,15,10,10,0,9,9,0,8,24.0,24.0,0.0,85.0,False,True,False,
100475,100475_features.csv,810,15,13,13,0,13,9,0,9,41.0,41.0,0.0,201.0,False,True,False,
100476,100476_features.csv,874,15,6,6,0,4,5,0,3,17.0,17.0,0.0,339.0,False,True,False,
100477,100477_features.csv,676,15,2,2,0,1,2,0,1,6.0,6.0,0.0,730.0,False,True,False,
100480,100480_features.csv,659,15,13,13,0,11,9,0,9,12.0,12.0,0.0,148.0,False,True,False,
100485,100485_features.csv,802,15,18,18,0,18,11,0,11,181.0,181.0,0.0,340.0,False,True,False,
100487,100487_features.csv,715,15,21,21,0,20,11,0,11,90.0,90.0,0.0,1696.0,False,True,False,
100488,100488_features.csv,828,15,16,16,0,16,12,0,12,145.0,145.0,0.0,252.0,False,True,False,
100491,100491_features.csv,731,15,8,8,0,5,7,0,5,60.0,60.0,0.0,14.0,False,True,False,
100492,100492_features.csv,676,15,21,21,0,20,15,0,15,54.0,54.0,0.0,289.0,False,True,False,
100495,100495_features.csv,751,15,5,5,0,4,5,0,4,97.0,97.0,0.0,429.0,False,True,False,
100496,100496_features.csv,708,15,16,16,0,15,11,0,11,22.0,22.0,0.0,233.0,False,True,False,
100498,100498_features.csv,745,15,9,9,0,9,8,0,8,404.0,404.0,0.0,9225.0,False,True,False,
100500,100500_features.csv,681,15,3,3,0,2,3,0,2,9.0,9.0,0.0,32.0,False,True,False,
100501,100501_features.csv,769,15,5,5,0,5,4,0,4,5.0,5.0,0.0,79.0,False,True,False,
100502,100502_features.csv,825,15,6,6,0,6,5,0,5,14.0,14.0,0.0,421.0,False,True,False,
100503,100503_features.csv,770,15,8,8,0,8,6,0,6,93.0,93.0,0.0,248.0,False,True,False,
100504,100504_features.csv,781,15,13,13,0,13,10,0,10,145.0,145.0,0.0,943.0,False,True,False,
100510,100510_features.csv,841,15,9,9,0,8,7,0,7,58.0,58.0,0.0,155.0,False,True,False,
100512,100512_features.csv,621,15,12,12,0,12,10,0,10,7.0,7.0,0.0,65.0,False,True,False,
100514,100514_features.csv,678,15,10,10,0,10,8,0,8,24.0,24.0,0.0,306.0,False,True,False,
100517,100517_features.csv,825,15,7,7,0,7,6,0,6,37.0,37.0,0.0,369.0,False,True,False,
100519,100519_features.csv,732,15,19,19,0,15,11,0,9,2337.0,2337.0,0.0,192.0,False,True,False,
10051,10051_features.csv,621,15,22,22,0,17,12,0,12,60.0,60.0,0.0,160.0,False,True,False,
100521,100521_features.csv,749,15,24,24,0,24,14,0,14,158.0,158.0,0.0,407.0,False,True,False,
100522,100522_features.csv,654,15,14,14,0,12,10,0,9,84.0,84.0,0.0,1489.0,False,True,False,
100524,100524_features.csv,637,15,30,30,0,23,13,0,13,66.0,66.0,0.0,547.0,False,True,False,
100528,100528_features.csv,707,15,8,8,0,6,6,0,4,396.0,396.0,0.0,8156.0,False,True,False,
100532,100532_features.csv,674,15,14,14,0,9,8,0,6,37.0,37.0,0.0,241.0,False,True,False,
10053,10053_features.csv,591,15,5,5,0,5,4,0,4,55.0,55.0,0.0,80.0,False,True,False,
100542,100542_features.csv,659,15,8,8,0,7,5,0,5,1158.0,1158.0,0.0,13261.0,False,True,False,
100545,100545_features.csv,697,15,18,18,0,18,11,0,11,33.0,33.0,0.0,128.0,False,True,False,
100550,100550_features.csv,789,15,19,19,0,17,11,0,11,126.0,126.0,0.0,93.0,False,True,False,
100551,100551_features.csv,762,15,15,15,0,13,9,0,9,1063.0,1063.0,0.0,9551.0,False,True,False,
100552,100552_features.csv,691,15,3,3,0,3,3,0,3,5.0,5.0,0.0,78.0,False,True,False,
100553,100553_features.csv,667,15,8,8,0,7,7,0,7,45.0,45.0,0.0,470.0,False,True,False,
100555,100555_features.csv,706,15,32,32,0,21,14,0,12,1535.0,1535.0,0.0,219.0,False,True,False,
100556,100556_features.csv,588,15,5,5,0,2,5,0,2,75.0,75.0,0.0,205.0,False,True,False,
100557,100557_features.csv,715,15,9,9,0,7,8,0,6,36.0,36.0,0.0,240.0,False,True,False,
100558,100558_features.csv,766,15,7,7,0,8,7,0,7,12.0,12.0,0.0,152.0,False,True,False,
100560,100560_features.csv,729,15,7,7,0,4,7,0,4,65.0,65.0,0.0,847.0,False,True,False,
100561,100561_features.csv,773,15,14,14,0,12,9,0,8,157.0,157.0,0.0,797.0,False,True,False,
100564,100564_features.csv,796,15,13,13,0,13,7,0,7,15.0,15.0,0.0,418.0,False,True,False,
100566,100566_features.csv,724,15,11,11,0,10,9,0,9,179.0,179.0,0.0,480.0,False,True,False,
100568,100568_features.csv,634,15,11,11,0,10,9,0,9,553.0,553.0,0.0,8752.0,False,True,False,
100575,100575_features.csv,802,15,10,10,0,8,8,0,7,395.0,395.0,0.0,5389.0,False,True,False,
100576,100576_features.csv,928,15,11,11,0,10,8,0,8,99.0,99.0,0.0,681.0,False,True,False,
100579,100579_features.csv,607,15,29,29,0,18,13,0,12,11.0,11.0,0.0,70.0,False,True,False,
100580,100580_features.csv,826,15,22,22,0,13,13,0,10,58.0,58.0,0.0,434.0,False,True,False,
100581,100581_features.csv,690,15,4,4,0,2,4,0,2,23.0,23.0,0.0,25.0,False,True,False,
100584,100584_features.csv,643,15,10,10,0,9,8,0,6,37.0,37.0,0.0,73.0,False,True,False,
100586,100586_features.csv,582,15,8,8,0,8,7,0,7,28.0,28.0,0.0,184.0,False,True,False,
100589,100589_features.csv,728,15,7,7,0,5,5,0,5,45.0,45.0,0.0,176.0,False,True,False,
100592,100592_features.csv,800,15,15,15,0,8,10,0,6,52.0,52.0,0.0,305.0,False,True,False,
100593,100593_features.csv,643,15,9,9,0,9,7,0,7,59.0,59.0,0.0,608.0,False,True,False,
100598,100598_features.csv,820,15,4,4,0,3,3,0,2,7.0,7.0,0.0,32.0,False,True,False,
1005,1005_features.csv,543,15,12,12,0,12,10,0,10,163.0,163.0,0.0,75.0,False,True,False,
100601,100601_features.csv,623,15,9,9,0,6,9,0,6,10.0,10.0,0.0,192.0,False,True,False,
100602,100602_features.csv,659,15,12,12,0,10,7,0,6,346.0,346.0,0.0,6919.0,False,True,False,
100606,100606_features.csv,671,15,2,2,0,2,2,0,2,7.0,7.0,0.0,13.0,False,True,False,
100607,100607_features.csv,743,15,27,27,0,4,14,0,4,145.0,145.0,0.0,231.0,False,True,False,
100608,100608_features.csv,758,15,18,18,0,13,10,0,9,28.0,28.0,0.0,139.0,False,True,False,
100609,100609_features.csv,716,15,13,13,0,11,8,0,7,46.0,46.0,0.0,496.0,False,True,False,
100614,100614_features.csv,641,15,15,15,0,15,10,0,10,187.0,187.0,0.0,296.0,False,True,False,
100616,100616_features.csv,707,15,8,8,0,7,7,0,6,80.0,80.0,0.0,1143.0,False,True,False,
100617,100617_features.csv,697,15,10,10,0,9,7,0,7,34.0,34.0,0.0,256.0,False,True,False,
100618,100618_features.csv,618,15,5,5,0,4,5,0,4,79.0,79.0,0.0,22.0,False,True,False,
100619,100619_features.csv,668,15,28,28,0,27,14,0,13,139.0,139.0,0.0,248.0,False,True,False,
100620,100620_features.csv,787,15,16,16,0,16,11,0,11,99.0,99.0,0.0,758.0,False,True,False,
100625,100625_features.csv,717,15,24,24,0,23,12,0,12,86.0,86.0,0.0,176.0,False,True,False,
100627,100627_features.csv,874,15,16,16,0,15,11,0,11,44.0,44.0,0.0,52.0,False,True,False,
100632,100632_features.csv,833,15,1,1,0,1,1,0,1,64.0,64.0,0.0,346.0,False,True,False,
100635,100635_features.csv,783,15,7,7,0,7,6,0,6,104.0,104.0,0.0,1105.0,False,True,False,
100637,100637_features.csv,703,15,11,11,0,11,8,0,8,62.0,62.0,0.0,618.0,False,True,False,
100644,100644_features.csv,698,15,18,18,0,18,12,0,12,89.0,89.0,0.0,465.0,False,True,False,
100650,100650_features.csv,658,15,18,18,0,8,10,0,8,449.0,449.0,0.0,9072.0,False,True,False,
100652,100652_features.csv,749,15,14,14,0,14,9,0,9,289.0,289.0,0.0,3376.0,False,True,False,
100654,100654_features.csv,794,15,9,9,0,8,7,0,6,79.0,79.0,0.0,823.0,False,True,False,
100655,100655_features.csv,757,15,28,28,0,27,14,0,14,250.0,250.0,0.0,3896.0,False,True,False,
100661,100661_features.csv,670,15,3,3,0,3,3,0,3,7.0,7.0,0.0,32.0,False,True,False,
100663,100663_features.csv,1008,15,15,15,0,15,9,0,9,262.0,262.0,0.0,353.0,False,True,False,
100664,100664_features.csv,752,15,13,13,0,8,8,0,6,62.0,62.0,0.0,51.0,False,True,False,
100665,100665_features.csv,657,15,10,10,0,9,8,0,7,71.0,71.0,0.0,98.0,False,True,False,
100666,100666_features.csv,721,15,4,4,0,4,4,0,4,56.0,56.0,0.0,186.0,False,True,False,
100667,100667_features.csv,617,15,14,14,0,14,12,0,12,37.0,37.0,0.0,530.0,False,True,False,
100668,100668_features.csv,762,15,14,14,0,13,10,0,10,78.0,78.0,0.0,547.0,False,True,False,
100678,100678_features.csv,779,15,4,4,0,3,4,0,3,37.0,37.0,0.0,33.0,False,True,False,
100679,100679_features.csv,741,15,15,15,0,9,8,0,7,111.0,111.0,0.0,63.0,False,True,False,
100681,100681_features.csv,635,15,10,10,0,10,8,0,8,54.0,54.0,0.0,184.0,False,True,False,
100683,100683_features.csv,612,15,2,2,0,2,2,0,2,12.0,12.0,0.0,547.0,False,True,False,
100684,100684_features.csv,674,15,4,4,0,2,3,0,2,6.0,6.0,0.0,39.0,False,True,False,
100685,100685_features.csv,605,15,10,10,0,10,8,0,8,73.0,73.0,0.0,365.0,False,True,False,
100693,100693_features.csv,845,15,13,13,0,13,9,0,9,67.0,67.0,0.0,482.0,False,True,False,
100695,100695_features.csv,593,15,25,25,0,25,14,0,14,43.0,43.0,0.0,152.0,False,True,False,
100698,100698_features.csv,684,15,7,7,0,6,4,0,4,52.0,52.0,0.0,135.0,False,True,False,
100699,100699_features.csv,800,15,21,21,0,17,11,0,10,108.0,108.0,0.0,2896.0,False,True,False,
10069,10069_features.csv,589,15,14,14,0,13,10,0,10,37.0,37.0,0.0,79.0,False,True,False,
100706,100706_features.csv,703,15,1,1,0,1,1,0,1,3.0,3.0,0.0,20.0,False,True,False,
100721,100721_features.csv,719,15,2,2,0,2,1,0,1,8.0,8.0,0.0,224.0,False,True,False,
100724,100724_features.csv,873,15,12,12,0,12,7,0,7,21.0,21.0,0.0,263.0,False,True,False,
100726,100726_features.csv,469,15,24,24,0,19,12,0,10,162.0,162.0,0.0,4378.0,False,True,False,
100729,100729_features.csv,821,15,1,1,0,1,1,0,1,42.0,42.0,0.0,44.0,False,True,False,
