user,dwell_mean,dwell_std,dwell_min,dwell_max,dwell_median,flight_mean,flight_std,flight_min,flight_max,flight_median,overlap_rate,session_break_rate,total_keystrokes,dwell_cv,flight_cv,click_dur_mean,click_dur_std,click_dur_min,click_dur_max,inter_click_mean,inter_click_std,inter_click_min,inter_click_max,double_click_rate,click_rate_per_sec,total_clicks,left_click_ratio,move_speed_mean,move_speed_std,move_speed_max,move_accel_mean,move_accel_std,pause_rate,direction_change_mean,direction_change_std,path_efficiency,move_range_x,move_range_y,rel_move_mean,rel_move_std,scroll_mag_mean,scroll_mag_std,scroll_down_ratio,inter_scroll_mean,inter_scroll_std,scroll_burst_rate,scroll_rate_per_sec,total_scroll_events
25,0.1423791219144526,0.4456096852156519,0.046,9.469,0.093,0.4542837761447145,4.194021353630252,0.0,237.164,0.109,0.0427736951196532,0.0090446579988694,5307,3.129740366592463,9.232161864160926,0.3206574923547494,0.2338569156566496,0.1100000000001273,2.0650000000000546,4.15008125,6.223311193580833,0.2329999999999472,39.1400000000001,0.009375,0.121577473292924,327,0.9388379204892966,519.7353105483762,868.8737151550824,7777.937254092788,613.3567001185199,964.5040964957944,0.0826210826210826,1.1783380424075305,1.018240037647142,0.001079054114307,1919.0,1199.0,9.771196899489894,12.66496198856543,120.2158273381295,5.084554959448813,0.4730215827338129,1.712255855855856,7.781112593697578,0.3621621621621622,0.5850771649433548,556.0
26,0.1211521980637994,0.2622544181666836,0.015,7.652,0.094,0.4184718298682749,3.899462515104658,0.0,169.612,0.078,0.1366449769877797,0.0084113632756705,6301,2.164669088616775,9.318339340385508,0.1424427480916065,0.2116381457523398,0.0259999999998399,2.48700000000008,6.156791338582679,8.3763330113065,0.0549999999998362,52.19700000000012,0.0236220472440944,0.086804031285233,262,0.9541984732824428,610.1837313403223,1053.1995153233063,13821.70449738293,423.2918253384383,730.9716264457307,0.0625311410064773,0.5101896412804728,0.7342498839347642,0.0008148753661053,1679.0,1049.0,5.284836087234597,5.609740396563773,120.0,0.0,0.5186335403726708,1.8669828926905128,8.433753272751597,0.7309486780715396,0.5364565545161478,644.0
27,0.1266282901776161,0.1419932570479924,0.046,4.961,0.11,0.4905296383479563,5.302871212539263,0.0,193.534,0.077,0.1604964690776802,0.0113417504814894,4673,1.1213391324231303,10.810501135871592,0.2969082125603903,0.2691484447194024,0.0899999999999181,2.747000000000071,7.893836633663366,9.540142547145,0.3119999999998981,44.73599999999988,0.0,0.0740812316809997,207,0.9178743961352656,462.5310108542389,875.3264538666591,14090.742781694562,543.5930304731346,985.2971736772904,0.1117519826964671,0.964149339940814,0.9117423702827804,0.0011648748926467,1919.0,1199.0,6.225302186141295,9.17698993258443,120.0,0.0,0.6128,1.7969791666666668,7.8568248692973635,0.3125,0.557381288933083,625.0
28,0.196220913576317,0.6926187113423146,0.015,9.88,0.109,0.2915648575521248,2.1887958573264505,0.0,97.041,0.062,0.2918987744707942,0.0077988222186853,6283,3.529790472986109,7.507063353597566,0.1664541062801904,0.2612997179098311,0.0240000000000009,2.348999999999989,6.993794117647059,9.415796835937554,0.1870000000000118,52.167,0.0147058823529411,0.1017170026603664,207,1.0,689.5858327295228,1129.9552027797683,11767.188577806231,615.3383734488273,928.225233679361,0.0874963904129367,0.5967767811536736,0.7887362792325976,0.001601067971319,1679.0,1049.0,7.74542923352845,6.704326298400436,120.0,0.0,0.6439393939393939,8.764358778625953,34.811600960324945,0.648854961832061,0.1149694590599853,132.0
29,0.0873164153748141,0.2232676263929325,0.015,9.735,0.078,0.5572694839668719,3.1337135981540998,0.0,142.82,0.141,0.0178381822042896,0.0150775111488638,4709,2.556994872436466,5.623336084809535,0.1667758620689588,0.2874102284494449,0.04200000000003,2.152999999999992,10.236261261261262,10.07261800846013,0.3300000000000409,54.827999999999975,0.0,0.0568269496910034,116,1.0,744.3106887205658,1394.6037916305495,10445.313408730755,735.2430416076161,1214.9792850805648,0.1131597975415762,0.6288462504662272,0.7803892976340918,0.0020242903954804,1679.0,1049.0,6.445496342868563,6.5885199098718505,120.0,0.0,0.5244755244755245,7.054753521126761,42.58255618045707,0.5774647887323944,0.1427466247410845,143.0
30,0.1381756921824104,0.3439834780124179,0.015,9.532,0.11,0.4266500407166124,4.392559569668331,0.0,195.471,0.047,0.2481677524429967,0.0087540716612377,4912,2.489464482351307,10.295462675429432,0.2671920529801319,0.5230986853728762,0.030999999999949,3.527999999999963,8.742624161073824,10.71284948243192,0.099999999999909,54.19400000000002,0.0201342281879194,0.0771180967253728,152,1.0,319.9061448565894,536.6083630268581,6371.478133868149,222.7488374504233,397.4082701828811,0.0691908514318662,0.419374414334884,0.6194362771484041,0.0022268012833297,1671.0,1039.0,3.9056186866647824,4.165252996917877,120.0,0.0,0.6240875912408759,3.973622710622711,13.593939269308684,0.4871794871794871,0.2525813537807465,274.0
31,0.1313536047081902,0.2408367995513835,0.046,9.738,0.109,0.5616042177538009,4.83637121929384,0.0,139.7,0.078,0.159882295242766,0.0139774399215301,4078,1.8334997359715908,8.611707438091276,0.4194505119453916,0.6201608855784531,0.1030000000000086,4.495000000000118,5.23440418118467,7.696112167301738,0.3009999999999309,47.822,0.0,0.1379507049933494,296,1.0,355.3723884614705,646.1376647224585,6569.667120375647,421.3796126885386,706.9706252373811,0.1058238636363636,0.965201120420146,0.9384487283426416,0.0016535866866809,1919.0,1199.0,5.3189615343708105,6.004354767075697,120.0,0.0,0.4716981132075472,6.580075949367089,23.611366502078987,0.2911392405063291,0.1529357900528253,159.0
32,0.1134646074646074,0.2525017557154072,0.016,8.471,0.093,0.378631435006435,1.7974728041100692,0.0,47.921,0.11,0.1356177606177606,0.0104568854568854,6216,2.2253790089933463,4.747288888149291,0.2040520833333279,0.448001054913933,0.0240000000000009,4.596000000000004,6.773888888888888,9.279592010241792,0.0829999999999699,48.192999999999984,0.0211640211640211,0.0966192764968353,193,0.9430051813471504,597.1703812726568,1001.7352574665568,7594.642032125996,455.8681744516422,730.8893212220258,0.0744279049100199,0.5392068819170248,0.7344912430046386,0.0023452547361295,1646.0,1049.0,5.469202638123635,5.164537884157242,120.0,0.0,0.6313559322033898,5.217902127659575,23.12506939718157,0.548936170212766,0.1924634258326693,236.0
33,0.1246819005435876,0.3969623348994301,0.015,9.77,0.094,0.4188093416549225,2.117879171089793,0.0,72.43,0.094,0.0505335212401852,0.0140930138916851,4967,3.1838008016300305,5.05690527990853,0.1918433734939771,0.2760280593062224,0.0339999999998781,2.463999999999942,7.042719008264461,9.582247693688169,0.0780000000002019,55.988000000000056,0.024793388429752,0.0975068783466592,249,0.927710843373494,599.7836744585356,1161.0525615878898,17531.91489360752,479.1603898813229,922.1350537499172,0.0568267066766691,0.5850175686580609,0.7833154282375994,0.0012180218999748,1679.0,1049.0,6.063165237429212,6.684407603407091,120.0,0.0,0.5887096774193549,8.171821138211381,37.12280004114504,0.6910569105691057,0.1233666356923554,124.0
34,0.1904803447550977,0.3643900895838541,0.046,9.939,0.14,0.4095095648517973,3.281102714082012,0.0,84.26,0.062,0.3975194450283792,0.0147151566113096,4757,1.913006247717336,8.012273694436056,0.3972169811320835,0.3917916515218453,0.1089999999999236,2.8729999999999905,6.744733009708737,10.200704897191658,0.2819999999999254,54.56899999999996,0.0097087378640776,0.096488720832643,212,0.9481132075471698,432.7822651027349,824.1632826788135,7325.629288149737,517.575722638298,840.7537023414048,0.1503611293499671,1.061453682360127,0.9605751356850531,0.0011587303007183,1919.0,1199.0,7.168208458954084,8.722876375707843,120.0,0.0,0.5941422594142259,4.740222689075631,14.045781473093813,0.134453781512605,0.2118469419140504,239.0
35,0.1888917180380595,0.655857662420645,0.046,9.999,0.11,0.3855202358616992,2.861844062243121,0.0,143.128,0.0675,0.2544894130259983,0.0103189493433395,7462,3.472135619458431,7.423330336594246,0.3746607142857127,0.446895832253126,0.0929999999999608,3.574000000000069,9.239710280373831,11.010792619622087,0.3269999999999982,55.879,0.0,0.047619147074242,114,1.0,437.1990802271597,771.0948631808426,8772.836180073582,535.7056699614149,870.961932185031,0.1448948948948949,1.005490800414296,0.9492906791259774,0.0020075699511185,1919.0,1199.0,6.69069139497084,6.545345703833719,120.0,0.0,0.4771573604060913,5.451602040816326,28.258227753707484,0.3775510204081632,0.1843681973282521,197.0
36,0.226703007518797,0.6205426470881941,0.015,9.578,0.141,0.2895672932330826,1.9049477464985185,0.0,80.451,0.016,0.45,0.0091478696741854,7980,2.737249293160533,6.578601212966275,0.1375119047619122,0.1506625442478384,0.0320000000001527,1.4039999999999964,9.970538461538462,11.801763666555658,0.1009999999998854,56.862,0.0364372469635627,0.0758033576676149,252,0.988095238095238,552.6787148322818,1029.9182778210206,13595.89451519936,451.35455781793,821.3211469443233,0.073062599751729,0.6205586290776024,0.7725172851968488,0.0012178465435316,1679.0,1049.0,5.273142400690404,5.852849618319708,122.1556886227545,15.938495578073413,0.5299401197604791,3.568534534534534,17.609561749730624,0.6486486486486487,0.281068599251718,334.0
37,0.1333122441384443,0.1989498729238367,0.046,8.673,0.109,0.3960327502791216,2.5655397377469527,0.0,82.632,0.094,0.1077409750651283,0.010048381094157,5374,1.492360091974957,6.478099944862577,0.3553450479233236,0.2510854565701433,0.086999999999989,1.820999999999913,4.735717041800643,6.850822540119162,0.2420000000001891,49.220000000000006,0.0192926045016077,0.1561277134672373,313,1.0,450.6477961530748,740.4459914416277,8400.609501696887,505.8718411444319,791.6107772788797,0.0814013395157135,0.9668552782780916,0.958036194775212,0.0010828026761385,1910.0,1199.0,7.090453672770966,7.417582042480229,120.0,0.0,0.6666666666666666,10.22838947368421,34.29476889902867,0.1368421052631579,0.0987962296888845,96.0
38,0.1180667363652204,0.2385276638032525,0.011,9.977,0.109,0.3391217982226869,2.318078148643331,0.0,62.369,0.048,0.2484753441366091,0.0085380728349886,5739,2.0202782862177675,6.835532722438407,0.1456572580645177,0.1659226387329232,0.0230000000000245,1.3719999999999573,5.352983673469388,7.653568785796409,0.0750000000000454,59.514,0.0530612244897959,0.1249176450203192,248,0.9556451612903226,558.4966531040883,970.022009349177,10672.506734557312,460.7987533595211,764.3921528208102,0.0655374067352288,0.6204348338733143,0.7997889642434587,0.001903554335807,1679.0,1049.0,5.500424481276785,5.513726262697901,121.86666666666666,14.84976617848091,0.5866666666666667,2.604824053452116,14.823392159257184,0.7750556792873051,0.3847581068533114,450.0
39,0.1195231508444962,0.2564741833892064,0.046,7.815,0.094,0.3549959231217239,1.8892684592671984,0.0,69.594,0.109,0.0515433896330809,0.0074257425742574,6868,2.145811765980704,5.321944101930969,0.3405090909090881,0.3055376109999258,0.1369999999999436,2.258000000000038,7.078757575757574,9.84464900040781,0.3489999999999327,55.333,0.0,0.0519030733697126,110,1.0,460.3747830245394,887.7435904560193,8590.293399576292,535.2628697064164,982.602924561901,0.1133167907361455,1.0851931109165422,0.974507104672741,0.0018192015255717,1919.0,1199.0,8.714573456284981,10.331049784039497,120.0,0.0,0.9032258064516128,19.512475409836064,49.52816356364427,0.1967213114754098,0.0520894156827788,62.0
